,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
1630963,5,True,"11 27, 2016",A1TIF728DVA7OB,B0134DQ7P6,,Mij Nottus,Excellent replacement bulb for outdoor light fixtures. Great product and at very good price.,Five Stars,1480204800,,
2049853,5,True,"07 2, 2018",A29KOW1OSY5TBE,B016W351AW,,Rodney E. Colling,Dozens of uses and strong enough.,Five Stars,1530489600,,
951603,5,True,"07 14, 2015",A1930TYHSXT2TU,B005I4J9AA,{'Size:': ' 10 Pack'},Amazon Customer,These were the best price on or off line.  They are heavy duty and high quality.  Not a thing wrong with them.  Look exactly like the pricier hardware in designer shops.,Great Look/Great Value,1436832000,,
306907,5,True,"10 24, 2015",A1P2BFLSVFZA5B,B000L87RKC,,B. Meiklejohn,Interesting product,Appears to work well,1445644800,,
1622326,5,True,"03 23, 2018",A2QC5EDO29SA3L,B012DH2KG4,{'Color:': ' Assorted Colors'},Bccc4321,Very well plesed,Five Stars,1521763200,,
2028435,5,True,"02 14, 2017",A2FYDAOUAZGWH1,B00RLO7YB6,"{'Size:': ' Without Photocell', 'Color:': ' 5000k Daylight White'}",Me,"I bought two sets. I currently have two nearly similar porch lights but they have a frosted glass cover with a 15w 100w equivalent daylight bulb 1280lm This new light is definitely brighter than the original. It produces sharper shadows nearby.

 The led does aim downward about 45degree angle so it doesn't seem as bright because The light doesn't shine in multiple directions (upwards) like a normal light bulb type. The reflector is a metal painted white with a smooth semi gloss/matte finish. So I added a piece of replacement mirror sheet cut to size. The replacement mirror was purchased from WM in the automotive section. It's a mirror finish rather than a matte reflective finish. And it is a must have diy addition just to have a better reflector than a piece of metal painted white.
The clear plastic does have a linear design which is not at all bad. The body is a metal housing and the leds are Philips brand. The light has a nice rubber seal for weather protection.

I purchased the one without a dusk til dawn sensor.

I connected the lights on to a replacement electrical cord for testing location placement.

The two pictures of the front door area is the old 15w led bulb and the brighter picture is with the these shine hai lights.

Tempted to order another set or the wider commercial looking version.

If shine hai makes this with a brighter led (more wattage than 26) I'll replace these with those.
My neighborhood replace the old street lamp posts with led street lights (cobra head style) and they made the neighborhood dark. Like solar lights in your yard.",Bright!,1487030400,4,"['https://images-na.ssl-images-amazon.com/images/I/61RMIzcWMZL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/716yzBYV0JL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/618641bTzYL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71yJ6k4iyML._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71YlQT3jmeL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/717aeeYHi6L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71YvCILN2DL._SY88.jpg']"
1331617,5,True,"04 1, 2017",AMYKNLAER07JP,B00IPS0LI0,,Gene,"Love it!  I use it for everything, including burning out my address from junk mail!  Must have!",Must have!,1491004800,,
85338,2,True,"11 24, 2015",AN87O4ALTCUO9,B0000DD4EE,,James Kayten,These are not really stainless - they rust!,You get what you pay for,1448323200,18,['https://images-na.ssl-images-amazon.com/images/I/61F0Z0SOpWL._SY88.jpg']
1093853,5,True,"11 19, 2015",A3UMBHM6R5AEW5,B009POHDCA,,Richard,Fits well on my mask.  They are very long lasting in my shop,Highly recommend for particulate face mask,1447891200,,
102950,5,True,"03 10, 2015",A2QLE8L7HCLYH1,B00029IYEI,"{'Color:': ' White', 'Length:': ' 1 Pack'}",Matt S.,"I use this in conjunction with the usb leviton wall outlet.

Works and fits as described. Not any nicer/worse than any of the other covers I have seen though.

Does the job.",Typical Outlet cover. Fits perfectly on the USB Leviton Outlet,1425945600,,
891577,5,True,"02 27, 2015",AA3ITJU612XVN,B004X9CPL6,,Barry Mendelson,perfect,Five Stars,1424995200,,
1764585,5,False,"05 16, 2016",A1FJPBO4HIR0Y9,B01CWQN1FU,,Camera guy,"I ordered the 16 LED 2 pack and received the 20 LED 2 pack. They are great! extremely bright and well designed. I have had them now for several months, testing them in the elements. The lights are fully exposed to the elements. So far, no failures, despite a rainy spring. I can't say enough about their brightness. Cameras gather light and will not show how the eye sees these at night, so I've not included photos. However, I have four other types of solar lights and these are the brightest by far. If they last (I have no reason to believe they won't), this is a great buy - especially if they ship you the 20 LED version!

Two month update: Survived a wet spring and still going strong",Great light that is super bright and handles weather well.,1463356800,14,
1071596,5,True,"02 24, 2017",A2C77SYDT9MD8S,B008X3CHKW,{'Color:': ' White'},elliottj,Large but works well. Ended up having to get extension spacer so it would fit.,Five Stars,1487894400,,
889721,5,True,"09 14, 2015",A2019F8WLOFL5,B004WK9I3O,{'Size:': ' 1-Pack'},Lorne King,"needed this set to pull the rear rotors off my 2006 Passat. works great, good quality.",needed for 2006 Passat.,1442188800,,
225718,2,True,"03 23, 2016",A36MUO9JKXG0BL,B000EGM1ZM,,ihateeverything,The one I received had corroded batteries in it. Not happy about that.,Came with bad batteries.,1458691200,,
531643,5,True,"03 13, 2010",A14JBDSWKPKTZA,B000YLS4S0,,Bob Feeser,"Having gone through all of the research for a newbie shower valve assy installation, I thought I would share some of that with you here. I paid my dues so why should you? :-) Anyhow, this shower model L2352 as the ad states does not come with volume control. What that means is the actual valve does not have the 2 adjusters, one on each side, one to control the hot overall inflow, and the other to control the cold overall inflow. The adjustable ones have a threaded adjusting rod with a seating nut so you can secure the setting once you found your ideal spot. The old Moen shower setup I was replacing had two adjustments, one that you pull away from the wall, and the other you turn in a clockwise direction for example to adjust the temperature setting. These new ones do not have that flow/pull it away from the wall option. They only adjust by spinning them around clockwise, which turns it on at a full flow, and adjusts temp considering where you leave the dial.

So to shed some light on the flow problem, my neighbor had a contractor install a shower and valve assy., one of unknown origin in their shower. It also did not have adjusters. The contractor also installed an energy saving shower massage, or shower head that produced a scant amount of flow. They complained because the flow was insufficient, which led them to taking much longer showers to get the job done of completely rinsing off. So they put on a fuller flow head, and then they didn't like it because the water flow was too much. All of this led to the problem of not having an adjustable flow control setting. You could install a couple of ball valves, or even a faucet type valve somewhere along the feed line, but that would result in you possibly having to go downstairs, and either have someone upstairs on the phone while taking a shower telling you which setting they like the best, or you have to try a setting, take a shower, try it again, etc. So it is ideal to have the 2 set screws right in front of you when you are taking the shower to get your preferences right.

All of this could be eliminated by using the combination of this high quality, yet money saving Chateau L2352, in combination with the consumer reports number one rated shower head; Moen 21777BN Brushed Nickel Inspire Inspire Seven Function Shower Head Only with 1/2 Inch Connection 21777 (or preferably get the 21778 with the shower massage setup) That puts out the preferred econo flow of 2.5 That is what I have, and I love the flow level. The satisfaction that is derived from that shower head is like the results of consumer reports; they used about 70 subjects who tried all different shower heads and flow levels, and hands down the Moen models I just mentioned won. Not only did they conserve water, they created such a large head, with so many fine jets, that you felt like you were getting flooded with water, but were actually conserving water instead. (Don't tell anyone :-) let them think they are getting the major flow model)

When I first went in to take a shower, I was anticipating a scarcer feeling flow, so much so that I wanted to even reduce it some. It was at that point that I understood that having the ideally suited adjustment would be nice. But upon taking my second shower, and having adjusted my mind to it, I loved the precise amount of flow I was already getting. (If not I could tweak it by installing the shut off valves inline) I really don't want to change a thing.

I had read in the forums that Moen does not advise you to install a shower shut off at the head, something about possibly damaging the anti-scalding valve. Calling the included 800 number for Moen was great. They are ready to answer any one of your installation etc. questions.

This Chateau model is a beautiful set. I also bought the Moen Model 1920: Chrome Remodeling Cover Plate which has the wonderful quality Moen chrome finish. It almost looks like it was hand polished as a final step. Cover plates are the wide cover that goes under the standard plate in the event that you are upgrading your old 2 handle model to this type that has the single handle and anti-scalding valve. If you need to knock out tile to open it up the hole is covered by the remodeling plate. The exact dimensions as well as other info are all available in PDF format at Moen.

My brother told me to get the brushed nickel because that was all the rage. I was considering doing a return exchange etc, but when I saw what the prices were I decided the chrome was great. The shower room is a separate room so to speak, and think when I do the bathroom, I am going to be looking for a combo brushed nickel and chrome set for the faucets which will tie it all together. I just got the Oxo Steel Garlic Press, Stainless which has that same combination which is gorgeous.

So there you have it. Get this Moen Chateau single, and save a bundle over the other models, and use the number one rated shower head to automatically adjust the flow to the precise spot you want, and save on the water bill. By the way that shower head is large enough to give you the feel of one of those very expensive huge rain shower heads, yet smaller enough to make it a comfortable hand held.

Another by the way is be sure and install the pipe to mount the head included in the kit with the long part going into the wall. That way you have sufficient clearance for the hose, away from the wall to allow the shower head to be adjusted to any position that suits you; even straight down, once again, creating that rainfall large head feeling.
I'm out of space, so with all of this info you should be able to make the right decision for yourself. One note of caution pricing for these items varies widely. I did buy both the chateau shower posi-temp and cover plate here at Amazon, which had the best prices.

One final item worth mentioning is that I have an older home circa 1955 and the wall this setup is mounted into is 2 1/2"" deep, the maximum depth allowable with the kit. When I installed the cover plate, that took up another 3/4"". I was heartbroken when I felt like I had to return it for a flat plate, because the beauty of this thing, the way it is sculpted, and with a polished chrome look, I didn't want to part with it. Then I discovered that Moen sells an extension kit for walls that measure much thicker than that. All it is comprised of is a longer chrome tube that the handle mounts too, and some longer screws. So now I can enjoy the full setup including the remodeling plate. If you pull your existing plate off and take some measurements from the center of the pipe line, to the inside wall of your shower, you can use that info to check with the PDF file diagrams available for free at [...].

One more installation tip: Ignore the sticker on the valve section warning you to take it easy when soldering it in because you can damage the plastic and rubber valve components; instead, remove them altogether. It is so easy to just take it out, and then solder away the brass body. The secret to removing it is to use the included plastic removing tool. It has a square head on it so you can use a wrench or a pair of pliers to grab it. It slides down over the valve, and the 2 extender pieces sit down in there so you can spin it. Then just turn it like you would remove a jar lid, and because of the tapered sides at the top it pops. Then just use a good pair of pliers, and pull on the stem, and it comes right out. Everything that you would be concerned about overheating is contained right inside of the cartridge. The body as I mentioned is all metal. When you are done, reinstalling is even easier. Just line up the plastic tab marked H-C at the top, and top is marked ""Up"" on the housing, and push it straight in all the way. Your done. It couldn't be simpler.

Oh and one more thing. Remember how I said that the price on this stuff is all over the place. I just saw, current as of today, the model from Moen just like this one; the one with the volume control, and the price wasn't that much different than this one. So if you want to use your old shower head, and set it and forget it concerning the flow level, get that one instead. I love the consumer reports number one rated shower head mentioned above. It makes all the difference. The Chateau is nice for anti-scalding, but you won't notice much of a difference over what you already had, when you add the shower head, you are on a different planet.

The initial reason why I bought this posi-temp model is that I no longer have to fear someone flushing a toilet, or turning on a spigot in the house while I am showering and then getting scalded. I got so caught up in the design and installation stuff I almost forgot to mention that. I love my new shower setup, and I believe you will too.","Moen Chateau Shower, Set up Tips and More",1268438400,66,
475553,5,True,"01 20, 2015",A26ZK8QFWXN859,B0014KMDZ0,{'Size:': ' 1-Pack'},dalepres,Great little screwdriver for keeping at the desk in my office.,Handy little screwdriver.,1421712000,,
1451168,5,True,"10 17, 2015",ASOJFXG09RDC5,B00O0EZ94O,,Anthony H.,I put these to the lights that I turn on at night while sleeping. It has ambient colors that help my little girls to the sleep. I am planning on putting some of these to my enclosed outdoor lights so that I can change colors for the seasonal holidays.,I put these to the lights that I turn on ...,1445040000,,
2065320,5,False,"04 12, 2017",A2DXENZNO2JT4F,B01ET0ELGA,,Mat633,"This Honeywell T8 LED replacement works perfectly, plug and play, and they are brighter than the original light tubes I was replacing.  The brightness is pleasant and welcoming.

I recommend them!",Bright Pleasant and Welcoming,1491955200,,
460163,5,True,"05 23, 2016",AHJ0J8WXO2GIK,B0012YMVBE,{'Size:': ' 100 Tooth'},JC Montana,"good quality blade, works good on alum  with coolant applied.",Five Stars,1463961600,,
1245658,3,True,"03 6, 2016",A1LJYX28DC36V4,B00F5MUB66,,Scott Robertson,"Shower head works great but very splashy so much so that it gets the floor wet on the outside of my shower. Wound up using my existing shower head but keeping the hose and shut off valve that came with it, main reason for purchasing in first place.",Shower head works great but very splashy so much so that it gets ...,1457222400,,
439351,5,True,"01 10, 2017",A2N8U01J1FNEXI,B000ZU9QL4,,robert lavin,works great,Five Stars,1484006400,,
1469564,5,True,"05 17, 2016",A1F1NFIKEOQKVK,B00P2D41DW,{'Style:': ' 7440 Red'},Anthony,"I bought these to replace the OEM halogen light bulbs and was pleasantly surprised to see they were much brighter, and of course lighted instantly when applying my brakes.  I highly recommend these lights based on their reasonable price, warranty, and performance.",Brighter than OEM Halogen Brake Lights,1463443200,,
237032,5,True,"07 28, 2016",A3VYE2ZBAJX54W,B000FCD1AY,{'Size:': ' 24tpi (Pack 2)'},Bugswilson,These are the best quality hacksaw blade replacements I've found.,Five Stars,1469664000,,
500702,5,True,"10 3, 2015",A1FLPPQ3DKAWCL,B00178RTHG,{'Style:': ' 2.5 gallons per minute'},tomster,these shower heads are very soothing to use . i have been using this model for 15 years now (not the same one) and they last a very long time and there only $25 to replace and i have tried others but this is the one that feels the best.,can't go wrong with these !,1443830400,,
978555,5,True,"06 27, 2014",A18IUTPX24DYOP,B005WV9PI0,"{'Size:': ' 1 Pack', 'Package Type:': ' Frustration-Free Packaging'}",Andy Kim,"This bulb is great! Turns on and off properly, even inside of a glass housing. The only issue that I noticed with this bulb is that it seems to get confused if you try to turn it on during the daytime. Instead of turning on, then off because it is daylight, the bulb flashes on and off. The only solution to this I could find is to turn the bulb off until it is dark outside, and then turn it on. This really wasn't a big deal to me, I only ever noticed the issue when I installed the bulb, due to the fact that it was daytime.

Edit 3/2/15:
Just wanted to update my review to highlight how good of an experience I received from Phillips customer service. My bulb happened to fail at around 8 months, and upon contacting Phillips I received a check for the replacement cost. I never thought they would be as helpful as they were. Thank you Phillips!",Great bulb from a great company! One very minor issue.,1403827200,,
516033,5,True,"12 9, 2016",A20JB3NCCB9PCQ,B000WR2ZOA,{'Color:': ' Brushed Nickel'},Internet Novice,I installed 2 of these myself with no problems.,Five Stars,1481241600,,
1775381,5,True,"01 7, 2017",A1WD8WCRH5IS6M,B01DHHPJXK,{'Size:': ' 2 pack'},Java230,"BRIGHT, very bright, can't speak to longevity yet, but they seem well built.",Five Stars,1483747200,,
466195,5,True,"09 11, 2016",A1LGS5ORY151YI,B0013Q0S4S,{'Size Name:': ' 1 Pack'},alllan j,"Good quality, would use vendor again.",Five Stars,1473552000,,
932507,4,True,"12 7, 2015",A29HCR3XV6QI1H,B005DQ27M0,"{'Color Name:': ' Antique Brass', 'Style:': ' Privacy'}",bethany pontier,Price was right.  I get the look for now until I can afford something authentic.,Price was right. I get the look for now ...,1449446400,,
1183175,5,True,"02 24, 2017",A4ELBJL863F3P,B00CRHG63Y,,DCP123,"These are pretty much perfect for my use.  I got a vent fan with a nightlight with no light sensor, so it's on 24/7 and I'd rather have an LED bulb for that than even a very tiny incandescent one.  For brighter bulbs, I usually prefer a more blue color like ""bright white"" (4000K or so), rather than ""warm white"" (about 2700K), but for a nightlight bulb these are a perfect color.",Seems great so far,1487894400,,
1425386,1,True,"09 15, 2017",A120PQIDB3G1O1,B00MXRROCK,,Amazon Customer,Had to through away. Could not get on wall. I think it may have been an old item. Beautiful saying.,Beautiful saying.,1505433600,,
273560,5,True,"01 24, 2015",AQFAXWS8UHY2S,B000HXT2N6,{'Color:': ' Yellow/Black/Silver Table saw/stand'},syakely,"great construction, fence ++ accurate. I had to adjust the blade 90, but was easy to do. Cuts like butter and feels safe. The saw frame is 95% steel tube construction with a few plastic face pieces and bits. Good mix IMHO. Stand sturdy, super happy with it.","great construction, fence ++ accurate",1422057600,,
1261132,4,True,"01 8, 2015",A3C6O0KJPRQXUL,B00FP675XE,,James E Spencer,It appears to work. My wife hasn't needed to use it and we aren't dumb enough to try it on ourselves. The built in flashlight comes in handy though.,My wife hasn't needed to use it and we aren't dumb enough to try it on ourselves,1420675200,,
356216,5,True,"11 1, 2015",A1DUQV3STTR2DD,B000NY8XAM,{'Size:': ' 4'},dbarnett,As advertised and timely shipping,Five Stars,1446336000,,
2027343,5,True,"03 16, 2017",A2FYSOMBKQQ4BG,B00QUA7C1O,"{'Size:': ' 13 x 19 x 11.25', 'Color:': ' Beige'}",Ken,Great shade for the money,Five Stars,1489622400,,
1117647,5,True,"10 28, 2013",A1MGINPAUJ4LEO,B00ANYZH1U,"{'Color:': ' Matte Black', 'Style:': ' Plain-Bezel'}",User of Products and Commmodities,"This is a great lamp. It is expensive, so you need to question whether you need this much intensity or not. Be prepared, it uses special and expensive batteries. It's about time Maglite got on the tactical train, and I hope they'll consider making more, larger, and brigther units in this genre. For some applications, price is really not an option!",Excellent tactical flashlight,1382918400,,
2022281,4,True,"11 13, 2017",A13RCUXP2U7N3Z,B00O7BAZ30,,kc7koh,"Easy to hook up, installation in mini box was easy. Seems to be close in accurat reading.",Four Stars,1510531200,,
282566,5,True,"09 24, 2016",A24ECB8AANSDSO,B000IKJXQY,,CVSALES LLC,Great price and product works fantastic I highly recommend this,Five Stars,1474675200,,
1516933,5,True,"11 15, 2017",AR7HHCOFVQ0T9,B00SG3LIUE,"{'Size Name:': ' 6""(15cm) & Stainless Steel'}",Michael D.,Slight modifying of the door with a chisel.,Five Stars,1510704000,,
1144680,5,True,"07 2, 2015",A3E6WYJRE9YPQ,B00BDPTCAA,{'Package Quantity:': ' 1'},Here in the ATL,Very good for what I wanted. I like that they latch together.,Good product,1435795200,,
633342,2,True,"04 23, 2015",A29Q4YKPCYNSIB,B001D1DUX4,{'Color:': ' Brushed Nickel'},Amazon Customer,"So far, these SUCK! They look nice, but the design that is suppose to hold them to the mount is garbage.",You get what you pay for,1429747200,,
1651257,5,True,"03 16, 2016",A3TDTE4OPNCHB3,B014KE5SH6,"{'Color:': ' Stainless Steel', 'Style Name:': ' Crespo Single Lever Commercial Style Kitchen Faucet'}",Anthony C. Mc Carthy,"Love this faucet. I have put in 100's of high end faucets for clients but this was for my own kitchen, the only thing I would like is if the spray could be locket on",Great Faucet,1458086400,,
1556073,5,True,"01 15, 2017",A2SYJDFKGXG44B,B00VTQG7RE,{'Package Quantity:': ' 1'},Chili_Red,"These fit and work great in our Hunter air purifier, and they are so much cheaper than the OEM ones.  Looking at them side by side you can't even tell the difference between them either.",Great filters.,1484438400,,
1908941,5,True,"11 22, 2016",A3HJENCSJKZVS8,B001KA9XUM,{'Color:': ' Brushed Nickel'},willie,"wife loves the look, i like the finish and price pfisters warranty and customer service.",i like the finish and price pfisters warranty and customer service,1479772800,,
1288451,1,True,"01 10, 2018",A20REQT3ZH20X5,B00GX2MA8O,{'Color:': ' 1 Pack'},Rodolfo,******** Hey people please don't buy this item it is very flimsy and I had to return it only after 3 minutes of use it died and wold not work again after that.,SAVE YOU'RE MONEY PLEASE I KNOW IT SOUNDS GOOD BUT IT BROKE IN 3 MINUTES.,1515542400,2,
626696,5,True,"07 7, 2014",A2EQ45QBSVOA05,B001C6N7OC,,S. Woolard,"Sharp looking sunglasses, my husband is using them for his dress up pair, LOL! But they do look great and wear comfortably and best of all great against the sun! oh and they were so affordable!!!",I rate these Harley-Davidson Safety sunglasses A+++,1404691200,,
1188423,5,True,"12 31, 2014",A2U141SM1O1A0A,B00CYSLGUY,,elaY,"I just installed 2 of these on the same door, a door that hides our furnace.  We live in a very windy location (top of a hill, 1/2 mile from the ocean) and frequently strong gusts of wind blow down the combustible air feed to the furnace and blow open the door that was held shut with 2 standard-weight magnetic clasps.  I left the old ones on there, but added these two.  They are nicely adjustable and are SIGNIFICANTLY stronger than the old catches.  The instructions say that if you use the full plate (shown in the Amazon photo) it is a 10lb pull.  If you use the 2 smaller plates (instead of the one large flat plate) for 2 separate doors, it has a 3.5lb pull for each plate.

I didn't have the screw stripping problems that other reviewers did.  I just ran the screws in using a small electric driver and they went in tight with no stripping at all.  The install took 3-4 minutes each... the little hooked corners to the flat plate were brilliant!  Just mount the magnetic bit to the door frame, place the plate on the magnet with the hooks pointing towards the door you want to mount it to and then close the door (and press firmly).  The hooks will leave little dents where the plate should go!  too easy",They are nicely adjustable and are SIGNIFICANTLY stronger than the old catches,1419984000,2,
942047,5,True,"02 27, 2018",A3NH8F4WI96C1C,B005FT4N2M,,ABE,very reliable,Five Stars,1519689600,,
1315051,4,True,"12 28, 2017",AD3US7WHKQ5Q8,B00I45JKTA,,Tony,nice lights,Four Stars,1514419200,,
1920217,1,False,"11 26, 2017",AR3SWM1342FCY,B002FB74XS,,NorCalMod,"There are a few things to like about this sander, but for a 6X48in belt sander, the basic expectation is that the bed of the belt is flat. This one is not. there's 1mm drop from side to side (the 6in direction)

In use, if you created a 5X5 box and you wanted to sand all 6 sides and pressed each side lightly to the center of the rolling belt (a very normal use for this type of machine), each side would be concave. This is unacceptable  and Id consider this a defect (like a wheel that is not round or a ruler that is not straight).

In contacting Rikon's tech department, they seemed to think the lack of flatness was no big deal, but that the way to fix it was to sand the surface level and even with 80g sand paper... sanding a new sander so that it can perform its most basic function is ludicrous.",bed not flat = useless/defective ...,1511654400,2,
1880446,5,True,"05 2, 2018",A2Y83WW3MQQVKK,B000OVPG9A,,Tdors,Great quality and price!!,Great quality and price!!,1525219200,,
661492,5,True,"02 19, 2016",A3V2AF07TMSCB0,B001HBVBEA,"{'Size:': ' 4"" x "" x 4""', 'Color:': ' JT34443SB Steel Bench Block'}",denny,"Pleasantly surprised!  It was just an "" under the sized listed, understandable if it started out 4 x 4 before finishing. All surfaces nicely finished and all corners chamfered. Wrapped in oil to prevent rust.",Very good!,1455840000,3,
1549366,5,True,"01 3, 2017",A1FEMB793JRNSA,B00V7T1YRQ,{'Color:': ' Black'},Wingfan04,A+ great perfect wonderful.,Five Stars,1483401600,,
1296283,5,True,"09 18, 2015",A9L2668WKJZYW,B00HES3U3A,"{'Size:': ' 13 x 19 x 11.25', 'Color:': ' Eggshell'}",Bajatrvlr,"This is not just a great replacement for my grandparents' floor lamp; it is the exact replacement that looks great. I had rewired it when I got it 30+ years ago and the shade was worn then... Friends gave me a monstrosity shade that that fit but I hated. I'm at peace with it now, it looks like its supposed to.",Exact replacement,1442534400,,
1063665,5,True,"05 14, 2015",A1EKR15WE7B2ZL,B008GYWVT0,{'Color:': ' RGB Waterproof'},A. M.,"Much smaller than i relized but it definately is BRIGHT. Good remote, came with a battery... The 3m tape didn't stick to the line, which im happy about because i plan on using this camping and am planing on attaching a long piece of para cord to suspend it over the campsite. I think i might order more for my fishtanks because this looks extremely easy to cut and reconnect.",Great lighting,1431561600,,
699745,5,True,"12 13, 2015",A1JPEUN5OBNL95,B001U89QBU,,beenaroundawhile,"Easy to use and is accurate,",Five Stars,1449964800,,
743097,4,True,"03 5, 2014",AOK3AVFLI8FGX,B002ERRGT0,,Steve Ballard,Use them often when I need a good quality valve that is simple to install and operate for the customer. Not everyone needs rain and body showers.,Good basic valve,1393977600,2,
808493,5,True,"03 15, 2013",A6MO7GADVX2CR,B003H4BCIK,,Maddog,"My wife and I remodeled our kitchen.  As the remobeling progressed we finally recognized that our old brass door knobs were not going to cut it.  We made a few visits to local hardware stores and we impressed with the solid design, feel and beauty of these door knobs.

As a long time Amazon customer - I search Amazon for these and was happy to find them.

19 door knobs later our entire first floor has been changed from brass to these bronze door knobs.  They are beautiful and helped to complete the kitchen look we had been hoping for.","Great Quality, great look",1363305600,,
909371,5,True,"11 11, 2016",A2VUEZ6333WVLW,B0052OX876,{'Size:': ' 1-(Pack)'},Slack MoFo,"Works great right out of the box, set-up easy. Highly recommended!",Great tool!,1478822400,,
1407017,5,True,"11 18, 2016",A3JWPXEP3VE6WY,B00LXL6AHM,,Charles R. Baringer,Very nice allows me to keep everything in one location,Five Stars,1479427200,,
1144749,5,True,"04 22, 2016",A3NTT0PYNTG75P,B00BDS0YH2,{'Size:': ' 1-Pack'},B. Bergman,"Got these on a whim, mainly because of cost. I put them around the house by toilets and not two weeks go by and one is already screaming. I was a bit pissed about it, until I got into the bathroom and found water on the floor! Well, at least I know they work! :)

As others have said, there is no off switch. These guys scream until the batteries die. However, after having set this one off, I see how they work now. There is a yellow sponge (similar to a kitchen sponge, actually) in the base. On top of the sponge is a copper plate. As soon as water hits the sponge, it swells and the copper plate makes a connection, causing the buzzer to sound. Now, if you carefully pull the little white ring off of the bottom, the protective mesh comes off, and you can remove the sponge. Just set it aside and the buzzer stops. When the sponge is semi-dry, put something heavy on it (I used a soup can) for a few days. The sponge will shrink down flat again, and you can re-insert it into the base and put everything back together. I did this with the one that went off, and it's working perfectly. So they ARE semi-reusable, if you care to spend the time to take it apart a bit. Honestly, it'll take you two minutes to do it.  Anyhow, good product and I'd buy again.

Update: lots of folks asked for details on how to reuse these, so read above and check out the pictures below. The key is to gently remove the rubber ring and pull the sponge out by the mesh covering. Once you have that off, the alarm stops. I peel the copper sticker off the top, and put a heavy weight on the sponge for about 5-7 days. At that point, the sponge is back to being flat and will stay that way until it gets touched by water again. The important part is to make sure it dries in the flat condition. Then, just put the copper sticker back on, and reassemble it with the rubber ring. You're good to go for another use. I've now done this three times and haven't had any false alarms, and they've worked perfect. These are great little leak detectors.","Works great, and you CAN reuse these when they go off.",1461283200,15,"['https://images-na.ssl-images-amazon.com/images/I/61oVgYPMwzL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61yTpRDUImL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61PPLIJ0SEL._SY88.jpg']"
