,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
33884,2,False,"08 4, 2018",A3JV4PJZD5O4NJ,B015WFNLR6,,Worddancer Redux,"This are a bit of a puzzle, I think.  My poor, battered hands definitely need some TLC.  I cant actually do all the things I want to do in the garden or with potted plants if I wear gloves.  And having no dishwasher isn't hand-friendly.

But, while I like the idea of these, the execution is poor:  they are hard to use, and they don't produce better results than conscientious use of a good lotion or cream, and occasional overnight treatment with white cotton gloves.  Since they are one-use only, an heavily over-packaged, they also add appreciably to the stuff one must throw away.  And they cost a lot.  I cant see why anyone would be eager to add these to their beauty regimen.","The execution is poor.  They are hard to use, & don't produce better results than regular use of lotion.",1533340800,,
9532,5,True,"12 29, 2015",A39DIJK69CMNHP,B00170BJDY,{'Size:': ' 8. fl. oz.'},KJT,"Good stuff. Use once a week on face. Will dry out skin, so use face moisturizer after.",Does the job!,1451347200,,
15363,5,True,"11 5, 2013",A3BJZ3Y8UKIQ1G,B003OGV7UO,{'Color:': ' Faux Fur'},Sue K,CND colors are all great.  I love the dark colors and and the brand.  Have tried other shellac gels that just don't last as long or go on as easily.,worth the money...,1383609600,,
8165,4,False,"02 24, 2014",A3S0Y5GVW1CYRW,B000Z61QR0,,Jennifer Rae,I love this product. I use it under my regular foundation like a primer. It helps my base to go on smooth and look even throughout the day.,Great for use under regular foundation,1393200000,,
15036,5,True,"10 18, 2015",A29LA15KO056BT,B003OGV7UO,{'Color:': ' Salmon Run'},Ms.Aya,Gorgeous color!,Gorgeous!,1445126400,,
6865,5,True,"06 13, 2016",A2K21IAPLTPF3Z,B0016191HU,{'Size:': ' 8.45 fl. oz.'},Kristin,Busy mom I like that I can get great quality beauty products without trying to take my kids into the beauty store,Busy mom I like that I can get great quality beauty products without ...,1465776000,,
6255,5,True,"10 11, 2014",A3DLAD4NDHWEDR,B0013U0EYI,,Wildelina,A must for me!!!! Always need to have it to fill those not so hairy spots!!!,Five Stars,1412985600,,
4832,4,True,"10 4, 2017",A1WIARMTYHFQCO,B000ULD9XE,{'Size:': ' 10.1 oz.'},Lulu,it's a pretty good facial spray  no allergy reaction from it,Four Stars,1507075200,,
148,4,True,"03 6, 2012",A34EQAIKKUWYYW,B0001433OU,,K. Wright,"After much deliberation and a lot of wine, I decided to go ahead and buy I Vant to Ne A-Lone Star and happily put it on my nails when it arrived. I was impressed with the color, an opaque light gray with a slight pearl to the finish, but it seems a little weaker than the solid gray that we see in the photos. I wore it for about three days before I decided I wanted something a little flashier.

As far as low-key colors go, it's good for work, play and about anything else. Survives dishwashing well, but the opacity of the color leaves a little bit to be desired. Unlike other OPI polishes, this is streaky on the first application and okay on the second...it requires a full three coats to not be able to see light through the tips of the nails.

Overall, the color is good. I like it better than a comparable polish (I think Recycle) by Essie, has no brown undertones, and is good for all skin tones. However, it made my long nails look short compared to other polishes. Where the moon of the nail meets the cuticle, the layers of color were pretty apparent and again seemed weak, and at the tips the polish wore off pretty quickly, even with a good topcoat. I think this is why the nails look shorter.","Classy Gray, only a little weak",1330992000,2.0,
8312,4,True,"03 3, 2014",A3TRM9VHMCKWH6,B0010JREC2,,Gloria L.,"All the skin care products from NIA24 are excellent.  This cream is a touch greasy upon application, so if that is something of concern to the buyer, you may not care for this.  It seems to be rapidly absorbed by the skin, if you use just a dab.  To use generously will most certainly leave an oily feel and look.  I rate it 4 stars, instead of 5, only because of the oily consistency to the cream.",NIA24 Sun Damage Repair,1393804800,3.0,
27061,4,False,"05 4, 2015",A2503LT8PZIHAD,B00MP1859A,,Trouble,"I love NIA products.  This is the first NIA 24 product that I have felt any ambivalence over.  Usually I love anything NIA 24.  I also pretty much believe anything NIA says.  Among the information on the page is Lifting Cream.  It clarifies that by saying that it lifts as the natural moisture is restored to the neck.  Since I use all moisturizers on my neck as well, I am pretty sure I already have the neck lifting result.

The other question I have is why does it feel so waxy?  I don't mind it at night after I put my curlers in and my granny nightgown on but I don't like that feeling during the day.  I am not finding wax on any of the many ingredients I could not and should not pronounce.

I have lots of sun and age damage so I am willing to keep giving it the old college try.  After some use of this product, my neck does feel soft.",Neck sculpting complex?,1430697600,,
28681,3,False,"04 8, 2017",A1UH8RMD57P34Y,B00XNTNH6Y,,Kathy K,"It unnerves me when a product comes with a medical warning. It DOUBLE unnerves me when this warning is not stated in the product description.

I knew about the sunburn warning going in. That one is stated upfront. Im not a sun worshipper and besides, this skin brightener and blending cream arrived in the dead of winter in the Northeast. So imagine my surprise when I flipped it over and found a very different warning label on it:

Contains sodium metabisulfite, a sulfite that may cause allergic-type reactions included anaphylactic symptoms and LIFE-THREATENING or less severe asthmatic episodes in certain susceptible people.

Really, Obagi?! Its not like asthma is a rare condition or anything. Shame on you for not giving this potentiality the spotlight it should be given. Rant over.

Since Im not asthmatic, I took my chances with the Nu-Derm Blend Fx for the sake of a fair review. Fortunately, I was fine, and I do feel like my skin is slightly brighter when I use this cream, slightly being the operative word. Do I think its upwards of one hundred bucks brighter? No way, not even close.",NOT for Asthmatics and Substantially Overpriced,1491609600,3.0,
7629,5,True,"02 16, 2015",A3FA5DUFXCD4WE,B000VIZEOS,"{'Size:': ' 16 oz.', 'Scent:': ' Lavender'}",Trisha,"Luxurious body lotion, absorbs easily, leaves skin super soft.  Love it!",Luxurious body lotion,1424044800,,
20031,5,False,"11 22, 2017",A26JLTTRXIY6OI,B008H6N7TU,,Ellen M. Jones,Very light. Not greasy at all and makes your skin feel wonderful.,light and feels great,1511308800,,
26419,5,False,"12 16, 2016",A3IE8PNBE2LPJE,B00LA5NKTM,{'Format:': ' Health and Beauty'},lapis,"I love this brush. It is so soft, yet it still cleans well because the Clarisonic device is awesome. I'm glad they came out with this sensitive skin version.","Fabulous, soft brush for my skin!",1481846400,,
4287,5,True,"11 17, 2016",A3SE4NU7AGO47Q,B000PZA2KS,{'Color:': ' Nail Envy Hawaiian Orchid'},Justpeachy85,Fast drying formulation just like the original clear Nail Envy. Love that it also comes in colors. I bought the Hawaiian Orchid and it's a pretty mauve pink. Lasts with no top coat for about 5 days before I have to remove and reapply.,Hawaiian Orchid= Mauve Pink,1479340800,80.0,['https://images-na.ssl-images-amazon.com/images/I/71dkmHXeelL._SY88.jpg']
10274,5,True,"07 10, 2014",AH1WO4RD371X,B001ABYS4C,,P. Graham,"I really like this stuff.  I use it every morning, every night.  It's expensive, compare to other brands, but I honestly think it keeps me from having morning breath when I use it instead of other mouthwashes.  That's worth the price.  Am reordering.  I wasn't as impressed with the rest of the line.  I can do as well if not better with other whiteners.",Helps you avoid morning breath!,1404950400,,
12396,5,True,"06 11, 2016",AZ0O1CT77N1W7,B000J4FGAG,{'Color:': ' Using My Maiden Name'},Amazon Customer,Absolutely loved my purchase!!!:)),Five Stars,1465603200,,
17886,3,True,"07 8, 2013",A3B15P9JJM9QEL,B0058TE4WI,,Imani M.,"I loved the way that this looked in the bottle but once i placed it on my nail i hated it, it made me look like i had barney hands. I may look a little better on fairer skinned people though.",Barney Purple,1373241600,,
24306,3,False,"02 7, 2017",ALDYWG0CPSYUF,B00GR835AG,,Marilyn Dalrymple,"I like the consistency of this product - creamy, not sticky or heavy at all.  It sinks into my skin quickly and is non-greasy.  Im not able to smell any scent at all.  It comes in a nice jar.  I put it on at night and see no staining of my pillow case.  A slight case of winter, flaky skin has disappeared.
My complaint would be the price.  It seems other moisturizers would work as well without costing so much.  Id buy the product in the future if it weren't for the price tag.","Good, but expensive.",1486425600,,
714,5,True,"07 16, 2015",AN5XPZ1LPVRU1,B0001EL9BO,{'Color:': ' Golden Glow'},Shardren,You can't beat Jane Iredale for quality of pure mineral makeups! I have both loose and pressed versions.,Amazing Mineral Powder,1437004800,,
26625,4,False,"11 9, 2017",A3LL8PH49PZUG7,B00M0V39VE,{'Color:': ' 0C Linen: For fair skin with cool undertones'},Fuji,"I like this foundation but it is somewhat reluctant to blend into my ultra-dry skin.  As a result, it looks kind of patchy.  I think if you have normal skin, it would work better.",Not for really dry skin,1510185600,,
33042,3,False,"07 13, 2018",A16Z2OECAUX8Z4,B00FW6ZTW6,{'Style:': ' 55 Bronze'},M. Pauley,"This product was a bit darker than I anticipated for the spot correction I wanted to use it for. However, I did test it out anyway and found that I liked the consistency of the product and it's blending abilities.

A lot of concealers (I'm guess ones with more moisture based on their beading) tend to blend out a bit if you have a really red pimple or area, but this one seems to retain its consistency and feathers more like a full foundation. I'm a bit unsure about its price to value ratio though as I have other products I like as well that are more robust in size with a lower impact on the pocketbook.

If you are using this regularly for undereyes, it will work well, but you will go through a container pretty quickly! Fair warning.",Good consistency....but a small container overall,1531440000,,
11814,5,True,"08 2, 2015",AJL6HX8O2QLVO,B001MF3FMW,,Patrick Tracy,"I had previously tried the Red Sandalwood soap and preshave, as well as the Green soap and preshave. I have used this white variety in conjunction with the green preshave (menthol and eucalyptus), as well as by itself. I found that it loads the shaving brush with lather as quickly as the other Proraso soaps, which is to say that you'll have all the soap you need in the brush within 30 seconds. Note that you will have to soak your shaving brush for a few minutes to make this happen. I found that blooming the soap was of limited utility, as this isn't a hard soap puck, but rather more like a stiff cream.

The Proraso white seems to have a thicker lather than the other varieties. It gives very good protection and nice skin feel after rinsing off. To me, it smells like tea tree oil. A somewhat sharp, almost citrus smell that is quite subdued and won't negatively interact with any other fragrance you wish to use as an aftershave. I have gotten the best performance with using this soap in conjunction with the Proraso Green pre-shave. I apply the pre-shave in a small quantity while the brush is soaking (just a few minutes), then lather the soap directly on top without rinsing. You may need to add a bit of water to the suds to get the right consistency as you go, but this stuff, when properly hydrated, is slick. All but the most aggressive shaving implements should work well with this stuff. I was able to do my first few straight razor shaves without cutting myself. With a safety razor and a good blade, the stubble comes off almost like magic. I was just able to perform my closest-ever shave with this tactic. Highly recommended.

Associated gear: Parker 99R safety razor; Boker Tree Brand straight razor; Escali Badger Hair brush; Proraso Green pre-shave.",Another great soap from Proraso,1438473600,3.0,
7596,4,True,"01 5, 2015",ASBSPNY56QD1X,B0017SWIU4,,SJ,"Dries out pimples really well. Helps them come to a head if they have not yet. I like that I can truly spot treat because since my face is dry from all the acne products I don't to apply spot treatment anywhere but where I need it. With creams although I try to spot treat it ends up being a larger area than the bump site. I am very happy with it. Will continue to use it. I don't know that it works any better than when I use the Proactiv sulfur mask as a spot treatment. I will put a dab of that on a pimple before bed and it dries it out pretty good the next day. And it is much cheaper since it comes ""free"" with the proactiv 3 piece kit. But even so I bought this and I like it and still would buy it again.",Very good spot treatment. Would buy again.,1420416000,,
33718,5,False,"12 14, 2015",A21VGNU5959O85,B00WFH3EM2,,Laura Henri,"I wear some serious make-up...as in waterproof, long lasting and layered. I need a make up remover that is just as serious. MAKE is the ultimate bad arse true to every claim remover.

Just a little goes a long way. Shake it up, apply to cotton ball or makeup remover wipes and gently on face, the oil loosens the make up. Keep wiping ...nicely not all angry...and coila...your face is clean.

The real miracle here, is that this product removes my lip stains like a boss. I wear the dark long lasting stubborn lip stains, and they never come off this good.

It leaves behind a nice scent, and moisturizes your face and lips.",Make this a permanent product!,1450051200,,
3844,4,True,"08 2, 2016",A2GVRTQYWV15IO,B000NG80GM,{'Color:': ' Alpine Snow'},SJG,"Very nice white polish. It's a little streaky, but I could have just gotten a mediocre batch.",Definitely a keeper,1470096000,,
11234,5,True,"01 9, 2013",A3NMQEQPT5LDIA,B001MF3FMW,,PacNW,"Like the smell and like most soaps it does not stick around. Its a larger amount than I expected. Ive been wet shaving for about two years and still find myself experimenting with different soaps. They last a long time so its not like you have a lot of them. This one is very pleasant, very nice shave, lathers easily (I have heard water but on a hardness scale of 1-5 its a 2-1/2) and Im looking forward to keeping it in my rotation. I have a tough beard that grows in many directions and I would definitely recommend this soap.",more product than expected very nice soap,1357689600,19.0,
3746,4,True,"07 23, 2017",A1ZKGSDVP057L9,B000NG80GM,{'Color:': ' Princesses Rule!'},Mariane Matera,"I had another bottle of this shade from a couple of years ago, and this shade was not exactly the same.","Nice, Different from Previous Years",1500768000,,
22190,5,True,"06 23, 2013",ADYK8EVS9WDB0,B00BXS9PFE,,Amanda Gonzalez,Love Essie products and love this color. Looks great and lots of fun for summer. Very bright. Would definitely recommend,Great,1371945600,,
10681,5,False,"09 22, 2017",A2Z8B2KA8K07DM,B001GAOUZY,,Lost in the Crowd,"This hand cream is true to its claims, it is fast absorbing and there's no greasy residue after use. I didn't have any problems opening doors or bottles etc after using this lotion. It's very gently scented (if it does have any almond oil or any similar ingredient) I can't detect it in the scent.

I like the fact that you can roll it down as you use it just like an oversized tube of toothpaste (it is very generously portioned for a hand cream). Makes it more convenient to use plus I can squeeze it right to the point of where I need it to come out.....it doesn't overflow, it only dispenses pretty much exactly what you need.

That being said this hand cream is a little higher in price than what I normally pay for a hand cream but I wanted to try this brand. I do like it, don't know whether or not I'll purchase it again at this price point when I can get something that does as good of a job at moisturizing my dry hands for a lot less. Definitely a luxury item.","Gets the job done well, a bit pricey though.",1506038400,,
21647,5,False,"05 4, 2017",A2AF225HOH0CV0,B00BNUF34E,"{'Size:': ' 6.7 oz.', 'Style:': ' New Packaging'}",KareninCalifornia,"My daughter has had exzema since she was a few weeks old and when she gets a little red patch she tends to itch it.  When using this product you can immediately feel and see a difference in her skin and these problem areas.  This really helps us to get through the exzema outbreaks quicker.  I am a huge fan of any and all exzema products.  The quality is superior to other store brands.  If you are comparing prices one thing I can definitely say about any Mustela product that I've used is the idea "" quality vs quantity"" is something to really consider.  A little goes a long way with any of their products and this is one of my favorites.  I only need a small amount to do what a much larger amount of another brand might be able to do.",Immediately Soothes Skin,1493856000,,
103,5,True,"08 27, 2016",A37DBZJQ3FFDX,B00014351Q,{'Color:': ' Humidi-Tea'},ckayork,"Part of the new 2016 summer colors. Another great nude for a fast, fresh home manicure. Love it.",Opi is the best!,1472256000,,
33449,4,False,"05 18, 2018",A41II52YCOH8Z,B00NGJLCEK,,Lv2amazon,Love it anti aging goes on easily a little goes a long way use every am and pm for best results also use with reine Blanche scrub !,Awesome,1526601600,,['https://images-na.ssl-images-amazon.com/images/I/611w0h0AM8L._SY88.jpg']
20232,4,False,"12 23, 2016",A3JV4PJZD5O4NJ,B009C5NAJC,,Worddancer Redux,"I appreciate the fact that this make-up remover is neither oil-y nor alcohol-y.

For years, I fell back on Albolene when I really wanted stuff OFF my face, but in recent years, I have had to work harder to get it completely off, with predictably skin-unfriendly results.  Then I tried a Neutrogena product that CLAIMED to be alcohol-free, but that smelled (and worked) like an alcohol-based product.

So I was--at least initially--enthusiastic about this product.  After using it on an everyday basis, I am a bit less enthusiastic:  it is a good cleanser.  But it's quite drying, so I need to follow it up with a (serious) moisturizer.  That is not the end of the world, of course.  This IS a good cleanser.  But--at least to meet my needs--it would need to be less drying before I'd be inclined to recommend it without qualification.",Good cleanser.  But (too) drying.,1482451200,4.0,
5683,5,True,"03 22, 2015",A3D72R3QC333J0,B000ZJO1YW,,CJ,Nice product....have always loved Pevonia!,Five Stars,1426982400,,
6930,5,True,"03 5, 2014",A1Q19LUA075AOM,B0016BIQ9O,,Setsail428,"Bought this for a gift but let my husband--a manly man--sniff some of these!  He asked to bathe with one of them--and did so!  So much for the gift--we purchased another.  This is quality product and our visiting houseguests love it.  This set is a wonderful way to test many of the oils.  If you're purchasing this for a gift, save yourself some time and just buy 2!",Wow!,1393977600,,
9771,4,True,"04 11, 2015",AYYWNJS1S12FH,B00172XBOC,{'Scent Name:': ' Penthouse - Champagne'},laura d,I love anything Lafco makes! Great product. Last long time. Burn wonderful and smell great!,Four Stars,1428710400,,
16974,5,False,"12 28, 2016",A47VUHGWSTDUX,B004SUY46E,,Richard B,"I have had dry feet for years and nothing seemed to help. This product made things better after just 2 applications. After a week, my feet, including my heels feel smooth and soft. Amazingly good product.",Miracle Worker,1482883200,,
24539,2,False,"06 26, 2017",A3LLJTKU4USS6O,B00H2VO6P0,{'Color:': ' 0C Ivory: For the fairest skin with cool undertones'},Felting Mom,The effect of this foundation is very cakey.  I have older skin with lines and this foundation emphasizes them.  It does a good job of covering  age spots but  the trade off is not good.,Too thick and cakey,1498435200,,
26076,5,False,"06 7, 2016",A2K22IGDSNM0WY,B00JRW7QCC,{'Style:': ' NuFACE mini Facial Toning Device Set'},Nosnivel,Very easy to use with clear instructions. Been using this for about a week and I can already see positive results in terms of how my face looks and feels. Others are noticing as well.,Very easy to use with clear instructions,1465257600,,
3881,5,True,"04 15, 2016",A2UH1H308KYVMX,B000NG80GM,{'Color:': ' Pamplona Purple'},Miss Amy,this color is BEAUTIFUL!!!! i love it!!,Pretty in PLUM!,1460678400,,
256,2,True,"07 17, 2016",A17O2BER0O0P1K,B00014340I,{'Color:': ' Staying Neutral'},Aztecgirl50,Polish chips within a day or two.,Two Stars,1468713600,,
30976,5,False,"07 10, 2018",APCSV85SWASN2,B01CP39FL4,{'Style:': ' Ayurveda'},Word Lover,"Indulge in a salt scrub once or twice a week to exfoliate skin, especially on your legs, feet, and elbows.  Love the ruby red --too pretty to hide in a cupboard-- and the almond and rose scent.  Not TOO fragrant, fortunately.",For a Smooth Operator,1531180800,,
1108,5,True,"02 3, 2016",A34XNPNAD1EVB4,B0002MPS7G,,"BUCK WINTHROP, Author of Ocean Drive-A Novel","As everyone who cares about their appearance knows, skin care products come at us at record speed all making big promises. Glycolix Elite Treatment Pads not only deliver dramatic results it is the best skin care product I have ever used. First of all it cost pennies a day to use this product. You only need one pad to totally cover your face, neck and hands. So, one jar lasts 2 months--in which time your skin looks years younger. The main ingredient is doctor strength 20% Glycolic Acid which has been medically proven to exfoliate skin, reducing fine lines, blemishes and never tone. You see results in just a day or so. I use it at night rubbing really hard to get all the dirt, oil and dead skin off. You can see the pad turn brown after. Then, I use a good moisturizer like Vitamin C serum and go to bed. In the morning skin looks incredible and with daily use it just looks better and better day by day week by week. One note of caution: If you have sensitive skin and have been reactionary to any similar products in the past I suggest you start out with 10% Otherwise, use this every other day or every third day till your skin gets used to it.",By Far The Best Anti-Aging Skin Care Product I Have Ever Used,1454457600,,
9344,2,False,"09 5, 2016",A1ACM1CBGORBN1,B0015ZC1CY,{'Size:': ' 8 oz.'},Sherry Berry,"I really wanted to like this cleanser. I mean the name of it just sounds amazing. Upon opening it, there's no seal on it. The smell is not too bad. It's a pleasant smell but definitely a little bit artificial. There are little bits of pieces in this to help exfoliate the skin. I have used it for a few days now - hoping for what happened the first time was a fluke but I think I am allergic to something in this because every time I used it, my skin would break out. I have not had as much break out as when I was a teenager - over 15 years ago.

I tried going back to my usual cleaner and noticed that my skin was a lot less irritated. So there's something in this making my skin irritated and I don't even have super sensitive skin. I have combination skin and as nice as this smells, it didn't work for me.",Made me break out - not the greatest ingredients,1473033600,,
22372,5,False,"08 25, 2014",AHN86VFJIJ2JP,B00CLIC7E6,,Chicago Book Addict,"I adore the Davines OI products.  I've tried a few different products in the line and have loved them all, and this product is no exception.  When used along with Davines This is a Relaxing Mosturizing fluid after shampooing and conditioning hair with Kevin Murphy Luxury Wash and Rinse this made my hair feel great.  It felt healthier and smoother with less frizz and also held the style well after blowing my hair out.  I used to question any some salon products could be so expensive, but after trying a few products from Davines and the OI line in particular it is clear that it is because they actually work.  For my hair type - thick, naturally wavy, and color treated blonde - this is the perfect product.  I would recommend!",Just as fabulous as the other products in the Davines OI line,1408924800,12.0,
20233,4,False,"12 23, 2016",A2V5R832QCSOMX,B009C5NAJC,,Leanne,"I'm not sure why La Roche-Posay labeled this is a micellar water (I have a feeling that they did so just to tap into the micellar trend) since micellar waters don't need to be rinsed, and this one certainly does.  Despite the name, it's a nice cleanser that does a really nice job of removing makeup.

The texture is a bit strange and sticky/spongy, and is unlike any other cleanser I've used before.  Once I got used to the texture, though, I found that I do really like this, but it's probably better for summer; while, it removes my makeup really well, it leaves my oily yet sensitive skin feeling a bit stripped.  I'm actually surprised that this is labeled as being for sensitive skin because of that.","Has a strange, sticky feel to it, but works well to clean off makeup -- just rather drying",1482451200,,
3323,5,True,"01 15, 2015",AIAK483LF8YVH,B000IOATJU,,Suzanne,Great product,Five Stars,1421280000,,
535,3,False,"06 28, 2017",A108XP24UESKSV,B00014GT8W,{'Color:': ' 0C Pale Ivory: For fair skin with cool undertones'},E. Kay,"I have mixed feelings about this product. On the plus side, it gives you pretty good coverage, and I like the SPF. I also have acne prone skin, but this product didn't seem to affect my breakouts in any way.

Unfortunately, the negatives outweigh the positives for me. To begin with, it's not very blendable. I expected it to be creamier than it was--it's actually very dry! I'm pretty pale, but the pale ivory was lighter than my skin tone. I actually have a drugstore foundation/concealer than I like better, and it's about a third of the cost. The Dermablend one is tiny! Also, ""L'Oreal USA"" is on the bottom of the product, so that's worth noting.

I didn't hate it, but it won't be replacing my usual products.",Only okay for me,1498608000,,
6534,1,False,"05 8, 2015",A1JBEME9FKIXQ3,B0015VP9CW,,Momo10,"Very disappointed. It may be 7-free but it's rated a ""6"" on EWG. Ugh! I was going to go back to Essie (rated a 5 with EWG Skin Deep) but will try Zoya (5-free) because of all the good things I read about it. It was 1 of only 2 out of the 12 nail polishes tested that were really free of the toxic chemicals they claimed.",7-free doesn't mean it's healthy,1431043200,5.0,
21120,5,True,"04 10, 2014",A37BC154GF7ETV,B00B59AULY,{'Color:': ' The Girls Are Out'},PJ Brown,"I love nail polish (what girl doesn't) and this pretty, girly color stays on fabulously. I'll definitely be ordering more in other colors.",Stays on great,1397088000,,
