,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
445900,5,True,"04 10, 2016",AZSMTNCA01OVT,B00KJ260K8,{'Color:': ' Plass'},S. Shaw,Very happy with this screen protector.  Fit phone perfectly and was easy to install.  My daughter much prefers this PLASS protector over the glass screen protector on her iPod.,Very happy with this screen protector,1460246400,,
1045085,5,True,"05 20, 2015",A2QV5Y817PWHIW,B007AJ09QY,,CARLOS PLAZA,Excellent,Five Stars,1432080000,,
113132,5,False,"12 26, 2012",A1GRW9B3LHF098,B007HISFO6,,Veronica Nieto,Hasn't given me any problems and its length is an extra plus! Had it for two weeks already hopefully it stays working as promised!,Awesome,1356480000,,
1029882,5,True,"12 7, 2016",AWD102J4CWQU7,B000VMPWFA,{'Color:': ' Black'},D. G. Brown,worked fine in Europe and hooking up safely all of my electrical appliances and surge protector,Five Stars,1481068800,,
181744,5,False,"10 10, 2014",A2F82AIJSDKRPR,B00AAT27SY,,Joyce Peterman,"While I really loved this case, I went back to using my extended battery. I wish they made a case just like this for the bigger batteries!! I really have no complaints about this case though. It fit nice and looked great. I just prefer the extra bulk of the extended battery (I have a Hyperion) and the amazing battery life. Again, if you're thinking of getting this case - just get it, you won't be disappointed. It's freaking adorable.",Sweet case!,1412899200,,
91375,5,True,"12 15, 2012",AUAPKE995NZLL,B0065VZ5HQ,,Coldn,"One of the best screen protectors i have used, reminds me of the ones that come with an otterbox case.  very clear and smooth.",Great!,1355529600,,
159813,5,True,"06 12, 2015",A1358QNA09WP7,B009HN5IO4,,rbeavers,Great works with all configuration.,Five Stars,1434067200,,
255834,2,True,"03 13, 2017",A28ROP9IMW5L6E,B00D856NOG,{'Color:': ' Black'},TXJL,"I'm a fan of Anker products. I have several replacement batteries and charges that have been just as good as, or better than, the original Samsung batteries and charges that came with my phone. Sturdy as this stand felt, it just didn't work for my devices. I ordered it because it said it was compatible with e-readers and Samsung Galaxy smartphones. I was particularly looking for something to prop my Kindle on when reading or playing games. It didn't fit my Kindle Fire with slim case on it. It didn't fit my Samsung Galaxy S4 with an Otterbox defender case on it. It's too much trouble to remove the cases to use the stand. And for the safety of my devices, I don't want to remove them where they could potentially get knocked over and damaged without a case on. I was able to return this stand with no problems. I'd still buy other Anker products.",Doesn't Work With Cases On Your Device,1489363200,3,
378748,5,True,"10 7, 2014",A3GC5P4SBRWNU3,B00IGISUTG,,PhylT,Good product and easily applied to phone.  Cannot tell it is on phone.,Five Stars,1412640000,,
333439,5,True,"05 29, 2014",A2V96B2WEZ3JQI,B00GI3Q4OO,,Mr. Alvin,So far the screen protector seem to work very good so far. By only time will tell. I like the price as well,Protector Screen,1401321600,,
729184,5,True,"02 21, 2016",A2583T8KFO4Y1U,B00WYBFT90,,Andyking,Nice and protect well,Best one u ever find,1456012800,,
839298,2,True,"03 29, 2016",A2LTTT8RN8WBVG,B014SART9C,,J. E. Rivera,The magnet drains the phone battery. Otherwise it sticks well.,Battery drain,1459209600,,
285093,5,True,"10 23, 2013",A3EI930NYTQO4M,B00EJXOU96,"{'Color:': ' Mirror, 3 Pack'}",Elizabeth kolarik,Really easy to put on. No bubbles. Looks great as a mirror and the screen is clear to read. Good buy,mirror screen protectors,1382486400,,
414105,5,True,"11 9, 2015",A3JTMRGD0N409D,B00JJ8WO6M,,Maicol Stewar Mateus Gonzalez,Excelente,Five Stars,1447027200,,
984090,4,False,"05 7, 2016",A3PEK9H6RG4AMH,B01E5UCWYW,"{'Color:': ' Glacier Silver', 'Style:': ' International Version'}",JoHn,"----------In case u didn't already know that, this phone won't work on Verizon or Sprint, though you will soon be able to get one compatible with these 2 carriers if yo buy directly from hTc, or ur carrier's website. The one on this page is for At&t and T-mobile only in the US, or for international use-----------
First I have to say, I don't currently own the S7. I do own the S6 & the htc 10. I compared the M10 & S7 based on few days of use. I like both brands so I'll try to be as fair as possible.
Screen:
I'm not a pro,so while other reviewers kept talking about depth & black saturation, all I could see is a beautiful, full hd hTc screen, vs a more solid -colored Samsung screen. IMO I prefer how the colors look on the M10
Speed:
No winners here, both phone are quick & can do any task u throw at them with equal capacity. If u wanna be too technical the US version of the S7, which comes with an exynos processor does seem to lag slightly, specially with some heavy games!
Camera:
Image Stabilizer is the winner here. While both 12 MP back cameras seemed to have equally impressive pics, the front ""selfie"" camera on the htc seemed to take much better selfies.
Sound:
Hands down, the M10 has the best speakers on any phone in the market, period. While I still think the dual bar of the M8 had slightly better sound than the M10, I do think they looked ugly and should have been changed
Battery:
Both phones have very similar batteries,they both seemed to last almost the whole day with regular use. Browsing, light gaming, internet calling and some netflix. Don't believe htc advertising of 2 day battery. The M10's battery is actually smaller in capacity than most other competitors
Design:
I have always been a fan of htc's full metal back, and still am, it's actually the reason I bought this one. But I have to say the S7 does look more slick and is slightly lighter than the M10. That's definitely the reason why I took 1 star off. THe htc 10 is slightly heavier than it should, and slightly thicker too. Should definitely have been slimmer & lighter. So , despite the S7 being a dirt & fingerprint magnet ( it is, it will drive u crazy with all those fingerprints!) I think it wins over the design point.
Both phones have expendable memory. Both OS are good. However I felt the htc has a much ""cleaner"" operating system, Samsung's touchwiz is just a little too much!
To wrap it up, if, like me, u already had the S6 ( i had the edge) don't get the S7, u'll be disappointed for the daily use, since u won't feel that much difference! Get the M10 if U don't have the M9!
If u haven't had a Samsung in a while, now is a good time to try it, the phone is really good, but buy a case!",Confused between Galaxy S7 & M10? Read this!,1462579200,12,
190795,5,True,"05 31, 2015",A3FLLJ8O8T8YS0,B00AOPNFWQ,"{'Color:': ' Dark Blue/Black', 'Package Type:': ' Standard Packaging'}",Kathryn Weeks,Excellent for it's design and usefulness. Love the kick stand on the back so watch videos.,Five Stars,1433030400,,
441775,4,True,"11 29, 2017",A3PYL1MWHY20AH,B00KFZ4M5E,{'Color:': ' Black'},Chris Cunningham,Works as expected,Works as expected,1511913600,,
1104336,5,True,"11 6, 2017",A3B7DLJOR2BUJ0,B00YBGTC9E,{'Color:': ' Assembly Black'},Ritchie Maharaj,Works perfectly and easy to install.,I love it.,1509926400,,
1084345,3,True,"08 4, 2018",A215W1JC7USWRK,B00MOO1CXO,"{'Color:': ' Green/Gray', 'Package Type:': ' Standard Packaging'}",Jay,Outer edges seem durable but screen scratches way too easy,Meh,1533340800,,
893082,5,True,"12 10, 2016",A1DUI6ENCCYTFK,B01884O0XW,{'Color:': ' Turbo Adapter + Styus'},ValamirCleaver,"With&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/OEM-Motorola-SKN6461A-Micro-USB-Sync-Data-Transfer-Charger-Cord-Cable-support-QC-2-0-Quick-Turbo-Charger/dp/B01GVHMFYO/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">OEM Motorola SKN6461A Micro USB Sync Data Transfer Charger Cord Cable support QC 2.0 Quick Turbo Charger</a>&nbsp;functions properly as a TurboPower charger on my Moto X Pure.",Functions properly as a TurboPower charger with my Moto X Pure,1481328000,,
477927,3,True,"11 15, 2014",AZ2U1SR4VMES8,B00LOZJJVQ,,Loliaz,Some are striped,Three Stars,1416009600,,
383715,5,True,"05 27, 2014",A22A4E4QKH2MLL,B00IM7DZEG,,Ilya,"This is an excellent screen protector. It is made out of high quality glass that applies seamlessly over your screen. I was afraid that I will catch air bubbles like I have in the past with those cheap plastic screen protectors, but this product had zero problems. It came with a cleaning wipe and a high quality fabric cloth as well. It also included a few extra stickers that are used to pick up left over dust particles. After that applying the screen protector was a piece of cake and I got zero air bubbles. The quality of color has not been affected in the least amount and its like nothing is over my screen at all. I highly recumbent this.",Amazing Quality,1401148800,,
506221,5,True,"01 31, 2016",A1WS3EB47JBRDV,B00MIZ0WGW,{'Color:': ' Black-blue'},Lady T,provides great protection,Five Stars,1454198400,,
919777,5,True,"09 26, 2017",A3JLFYGA8OGFX5,B01A7IDQV4,{'Color:': ' Blue Coral'},AReview4U,"love Spigen cases, and this one is no exception",Love it,1506384000,,
500954,5,False,"12 4, 2015",A2NNTL6RTYLPEW,B00ME0HRP0,,Gee,Intial product did not work as intended. Icontacted customer service and they immeadiately sent me a replacement that now work well with my iphone 6s plus.,Intial product did not work as intended. I contacted customer ...,1449187200,,
456115,5,True,"06 26, 2015",A337MBPTWNE2K0,B00KVIAP9W,,KWCbasile,Wow!. What a great product to protect my phone,Perfect Screen Protector,1435276800,,
435520,1,True,"06 4, 2015",A190MMFOIS762Q,B00K8CS9OO,,Janine S.,I already had to buy a new phone...freezes all the time,One Star,1433376000,,
929880,5,True,"10 17, 2017",APXO78FGXSG7D,B01AUC39IC,{'Color:': ' Futura-Slim Pad | Black'},Danielle,love not having to plug in my phone to charge,Five Stars,1508198400,,
636647,5,False,"02 24, 2015",A177YDP9TU5LJT,B00R1QYASY,{'Color:': ' Navy'},QiChiro,"I bought these for my family, who all gave me the wonderful ability of dropping my phone. My dad thought it'd be cool to buy everyone the exact same white iPhone.
Let's just say that Ive been embaressed. Anyways the cases are sturdy and don't feel cheap and thus far has not cracked. I love it! And family can't complain about free cases.",Little brother,1424736000,,
661000,2,True,"04 14, 2015",A1R1BFJCMWX0Y3,B00SXPOCCQ,"{'Color:': ' Cotton Lavender Purple', 'Package Type:': ' Standard Packaging'}",KO,"I bought this case because of all the 5 star reviews. I'm wondering if anyone actually used it with the phone.

The case itself is fine. The color is great. When you put the case on you will have to put the plastic bumper on after putting the rubber on and that was a chore. It was not a simple slip on, it was fighting to get the little plastic pieces into the rubber grooves and plus trying to get everything lined up was just annoying.

Also if you ever want to take it out to clean it so you don't get rings around your phone, that is a horrible pain. After all the on and offs, I don't foresee the plastic pieces that slip in to last more than a few times.

I am super bummed that I spent $17 on this case. Like I said the case looks nice, but it's not what I was expecting at all.",This case is a pain to put on and get off,1428969600,13,
800312,5,False,"09 28, 2015",A1I0MSFPPG74AO,B0129DMTKY,{'Color:': ' Silver'},J Chan,Received very quickly.  Product looks good (not cheap).  Would recommend.,Product looks good (not cheap),1443398400,,
68270,5,True,"11 20, 2014",A1TR3G8YUR8QMG,B005GGBYJ4,,Shutterbug,"It does what it is supposed to do and only costs $8.  What more could you want.

As far as the warranty, it comes in a silver bag which lists an email address for warranty.  No web site or instructions.  There is no statement of warranty so you know nothing about what is covered or how to get it repaired.  If it is like most warranties the shipping cost would be equal to or more than the cost of a new one so why try to get it repaired under warranty.  So the warranty is likely meaningless to most consumers.",Does what it is supposed to do - Warranty useless,1416441600,,
1051364,5,True,"06 16, 2016",A6PNWT5V48KGJ,B009WDWBH6,"{'Color:': ' Smoke', 'Package Type:': ' Standard Packaging'}",R. Kiyomura,Excellent case for my old Note phone that I now use as a kind of micro table.,excellent case for my very old Note phone,1466035200,,
557975,1,True,"08 31, 2016",A3ND4WJE744YCB,B00NLJ3NPG,{'Style:': ' Glass - Case Friendly'},Justin Manuel,Be careful buying. I purchased a glass screen protector and received a legit ZAGG glass screen protector box with a plastic screen protector inside. Very shady.,Beware,1472601600,,
788054,5,True,"11 26, 2015",A3U2Z3LBG5APGG,B010VFFU1W,{'Color:': ' 6.6ft Black'},Team Cloud,this is a great cable. It one of the two aftermarket brands google engineer recommend to use with their new phone's,this is a great cable. It one of the two aftermarket brands ...,1448496000,,
415442,5,True,"05 2, 2018",A2SC14S5UMWS19,B00JLVGC60,{'Color:': ' Navy Blue'},kashif,Excellent cover within a good price. Timely delivery.,Five Stars,1525219200,,
15081,5,True,"10 30, 2012",A3NGOG8Z78AZSD,B001IYSKPY,{'Color:': ' white-3'},Edward Barnett,"I bought this light a few months ago, along with a comparable Eddie Bauer lantern and a no-brand lantern.  Hurricane Sandy rolled through this week, and we had our first real test of the lanterns when the power went out (and stayed out).  The Eddie Bauer lantern was not as bright and lasted only about an hour before going dim.  The no-brand lantern lasted a bit longer but was very difficult to use -- it wasn't configured to put the light where needed.  Our d.lights, on the other hand, performed flawlessly.  We used both the area lantern (the d.light S10) and also this task light (d.light S1).  The area lantern (the S10) kept large (15x30 foot) living spaces lit well enough to work (preparing dinner, etc.).  And the task light (S1) was fantastic for reading, doing paperwork, etc.  All of the d.light lanterns lasted from sundown to bed time at full brightness -- the S10 lanterns were on the whole time (about 6 hours), while the S1 task lights were used intermittently (probably 3-4 hours).  Both the S10 and the S1 are designed for functionality -- the area lantern is very easy to hang, and the S1 task light puts light right where you need it.  Last but not least, they recharged the next day with only partial sunlight and were ready to go for a second night.

Long and the short of it:  D.light lanterns are awesome!  Hands down, these are the best power outage lanterns available, and at a great price.  I just placed an order for a few more.  These are far more valuable than battery-eating flashlights when facing a sustained power outage.

05-Nov-2012:  Important Note.  If you're looking for a whole-room lantern, as opposed to a task, light, you'll probably want to get the d.light S10.  The S1 (this product) is a task light, for reading, etc.  Both are great products -- just designed for slightly different uses.",The light that beat Hurricane Sandy,1351555200,17,
942043,5,False,"08 23, 2016",A1US87X5YUEQ7A,B01BHCLBRU,,Wayne Schulz,I use Speck on all my phones. I like the fit and it is one case where you don't have to worry that the buttons are blocked or become difficult to press. The grip is very good.,Grippy and consistently good quality,1471910400,,
310815,5,True,"09 21, 2014",AEBQ80I9BYCPE,B00FC3V8QK,,Lo,I bought the hot pink one. I've had it almost a year. It's durable and cute. I only recently had a problem with the metal ring where it connects to the wristlets strap. It's also saved my phone many times. I'm very accident prone and my phone has not sustained any injuries in this case and I've dropped it many times. It's easy to clean and I use harsh chemicals to clean it when I leave work so I would definitely buy it again.,Excellent,1411257600,,
850645,5,True,"11 23, 2015",A7O9PE8SHBPO2,B015H9IQH2,,Mrs. Hopefully,"Love, love love the mint green color. very cute and slim, but sturdy. Exactly as pictured and what I was expecting. Actually, better than what I was expecting!",Slim but sturdy,1448236800,2,
830298,3,False,"08 26, 2016",A680RUE1FDO8B,B0148DEHCQ,"{'Size:': ' 5.7-Inch pouch iPhone 7 / SE / 6 / 5 & Galaxy S6 / S5 / S4', 'Style:': ' Bike / Stroller Clip'}",Jerry Saperstein,"I have balance problems that require me to use a walker. These balance issues also make it difficult for me to use my smartphone when Im walking.

 What a great idea to have a case for my Samsung Galaxy S5 that would mount on the handle of my walker.

 Well, it sort of works. I can use the clamp on mount on my walker with no issue.

 The quick mount on the mount itself and the case is well designed  and part of a fairly versatile mounting system.

 Okay, thats the good news.

 The bad news is that the case simply feel like  it will not last very long, especially with the Galaxy S5 which seem to be as big a phone as the case will accept without stretching it beyond its limits.

 And I have to take off the pretty thin bumper case I have on the S5 to get it into the ClickGo case  which means major problems when I need to put the phone back into handheld use. I have a handle attached to the case so I can safely use it while standing.

Jerry","The idea has promise, but the reality is disappointing.",1472169600,,
747827,5,True,"01 14, 2016",A1TDR7Y90SVCHL,B00YBYNQZM,{'Color:': ' Full Matte Black'},J.Z.,"Great cover, fits perfectly, doesn't have the slots in the corners as others, the material is tough and hopefully will last as long or more than the phone.",Slim and fit,1452729600,,
386533,3,True,"05 18, 2015",A18N00R1SVKLSE,B00IO6CA0K,{'Color:': ' Black'},moin saab,"Okay for the price, the skin on the belt clip starts to peal off after a month.",Three Stars,1431907200,,
514832,3,True,"02 21, 2018",ASS9RIDKZBIIF,B00MQSMDYU,{'Color:': ' Black-16750'},yh,long cable arrived damaged,Three Stars,1519171200,,
333786,4,True,"01 9, 2015",A1G0B8D4QGELG5,B00GIOS3NS,,This Guy,"Tool longer than the expected delivery date, but it was the holiday season.  Serves its purpose well.  Feels sturdy and durable.  Great value for the price.",Feels sturdy and durable,1420761600,,
608501,2,True,"06 21, 2015",A3VIMJYZK9YT1A,B00PDG84I6,,Dawn Clark,Returned. Too short.,Arm not long enough. Had to return.,1434844800,,
33869,5,True,"11 6, 2015",AVJAPT5DUYXCQ,B0042I3UJE,,Antonio Rodriguez Araya,I am very satisfied,Five Stars,1446768000,,
32973,5,True,"01 19, 2015",ATH9ZJCCE0FOW,B00404XAOU,"{'Color:': ' Black', 'Package Type:': ' Standard Packaging'}",Epifania R.,Very nice!!!,Five Stars,1421625600,,
630605,3,True,"03 23, 2015",A3IF6HKQK3CHMY,B00QQ8K9MY,{'Color:': ' WHITE'},Cesar,"Fits perfect, but the case got dirty way too fast its really hard to keep the white with the clear clean.  Its slim so it looks good but i would recommend a nother color.","Fits perfect, but the case got dirty way too fast ...",1427068800,,
274097,4,True,"05 14, 2015",A2B5S1Y4VCK6E,B00DZTJKYU,"{'Size:': ' Old Bluetooth 3.0', 'Color:': ' other', 'Package Type:': ' Standard Packaging'}",Aziz,Good,Four Stars,1431561600,,
945841,5,True,"03 21, 2016",A2QJ7FJA8FM5P2,B01BLI4FWI,{'Color:': ' Black'},Rafael E. Puente Roca,I love this case. I wish it had a very inner soft silicone layer for added cushioning protection. Also adding extra grip features on the side..it's slightly slippery on the hand. The top plastic frame it's cheap and can be bent if not properly remove from bottom part. Other than that....it's a great case... It's overall the best case I've had for my phone. Simply love it.,I love this case,1458518400,,
697138,5,True,"06 19, 2016",A29F4T1VXNA9AD,B00UZBMUK2,,Gerald Senear,This is permanently installed in my car. The only drawback is the Phone gets hot in the winter and cold in the summer when the air conditioning is on in the car. Has not seemed to hurt my smartphone however.,Would not do without it.,1466294400,,
1085979,3,False,"01 11, 2015",AK3JX0VAYJ2L2,B00NAD25CU,{'Color:': ' Purple'},marcus,Somewhat unsatisfactory quality,Three Stars,1420934400,,
680450,3,True,"02 15, 2016",A277GTAA1T4FYD,B00UAIN39W,{'Color:': ' Black'},Lisa,Nice phone case but for the price I kind of assumed continuous use would show over time.  After about a month it started to show but for the price it isn't bad!,Nice phone case but for the price I kind of ...,1455494400,,
306231,5,True,"05 18, 2014",A3JDWJTM1UBJCF,B00F8JEWT8,"{'Color:': ' black', 'Package Type:': ' Standard Packaging'}",J. Lamar Jackson,"I purchased one of these for my Note 2 last year.  I attached it to my mountain bike handlebar stem and used Nav and Fitness apps. I used the Note 2 holder for my Note 3 for awhile but the fit is not good.  I will soon drill a couple of holes (the Note 2 case had openings in the back) and use zip ties to attach this one.  Works great, better than anything I have tried yet.  If it rains?  Ziplock bag.","Quality, Simplicity.",1400371200,,
737411,5,True,"12 1, 2016",A1VNH59EE1H1O,B00XKJP2X8,{'Color:': ' Yellow'},Joseph Anderson,Awesome must buy cases,Five Stars,1480550400,,
1026939,5,True,"01 17, 2017",A5QHXC8TL5BQN,B01HBLS89K,{'Color:': ' BLUE for OnePlus 3 / 3T'},J,"At first, I was skeptical about this case because I didn't like how there are those lines in the back. However once u got my phone in the case, I understood why those were there. The Oneplus 3 has curve edges on the back so this case perfectly fit those edges and replicate how it feels. I had a spigen case before this one which didn't have the curve and remember thinking of how unpleasant it felt in the hand but this case feels great!

It's not a thick case but you can feel how protective the case in your hand. I'm not really sure how to describe it but all I have to say is, the moment you get the case, you'll know it's durable and protective base on how it feels in the hand. Also, you can make it your own but not hide the beauty of the phone by the choice of color they provide for the bumper. All in all, would recommend to anyone who has a Oneplus 3/3T

The only con I can think of is that the buttons are kind of flushed to the case so I can't tell immediately where the buttons are.

Update 7/18/18
I ended up buying another case because I didn't like the discoloration on the case overtime/my popsocket won't come off",Feels great in the hands!,1484611200,3,['https://images-na.ssl-images-amazon.com/images/I/61ZJAikSKrL._SY88.jpg']
2797,3,False,"04 3, 2008",A1OZA52DFY3SHD,B000GUKT9Q,{'Color:': ' Dark Pearl Gray'},Gaz Rendar,"The Motorola H350 bluetooth headset is one of the cheaper models out there, and it shows.

PAIRING
The H350 pairs like most bluetooth headsets. Tell your phone to search for headsets, then hold down the H350 main button for about 10 seconds. Your phone finds the H350 and you hit ""ok."" This works as expected and is no different from any other bluetooth headset. I've used this headset with my Motorola RAZR and Uniden landline bluetooth-capable phone.

COMFORT/DESIGN
The H350 has an earclip that easily pops off so that you can fit the headset onto either ear. The clip itself is flexible rubber and while it seems moderately comfortable at first, I find my ear starts to hurt after about 30 minutes. Ideally, I do not want to notice or feel that I'm wearing a headset. I definitely cannot say that about the H350. The speaker lightly rests over your ear canal. There are two volume buttons on the top and bottom of the headset to increase, decrease, or mute the speaker.

SOUND QUALITY
I've tried quite a few headsets out there from Plantronics, Motorola and Jabra to compare. Most of them have some deficiencies, and the H350 is no different. People on the other end of my conversations state that while my voice is clear, it sounds a little ""far-away."" I also think that the highest volume ability of the H350 speaker on my end is still too weak (yes, I have perfectly normal hearing). When you max out the speaker volume the sound becomes a bit distorted and it's still not loud enough to clearly hear the other caller while driving in a car, even with the windows all the way up. This is in stark contrast to the Plantronics 640-665 series which have jelly earpieces that comfortably squish into your ear canal for optimal volume and clarity. As a result, I can only recommend the H350 for home use where there isn't alot of background noise present.

OVERALL
At it's basic level, the Motorola H350 bluetooth headset works. You maintain a good connection between it and your phone within 10-12 feet (like any other functional headset). However, it's shortcomings in volume and mic quality cannot be overlooked. I only recommend this headset if you plan on using it at home or in the office, and only if you got it for a great price. If you need higher quality, you may want to open your wallet a little more and look into that Plantronics 640-665 line.",Only decent quality.  Recommended for indoor use only.,1207180800,3,
1084925,5,True,"12 16, 2015",A2O298L1GUH6Q6,B00MWQ2U5S,,Wisssss,very good fit and holding capability,Five Stars,1450224000,,
345276,5,True,"09 28, 2016",A3DERJAT4GXTP,B00GXWIV96,,Amazon Customer,nice,Five Stars,1475020800,,
896665,2,True,"07 24, 2018",AS0MPDOMUF0IP,B018IZ0SWI,"{'Color:': ' White', 'Style:': ' Advance 5.0'}",Amazon Customer,"This phone has many glitches.  The dual sim cards will not work only one did...it doesn't work so great with all companies at all. If you have TMobile avoid this phone, works way better with At&t service.  Even with a micro SD card inside it still doesn't have much space/won't allow most apps and the sd card mostly goes for photos,  The camera isn't too bad for a cheaper phone but we got different phones as these just wasn't good for us.",it doesn't work so great with all companies at all,1532390400,,
303994,5,True,"08 27, 2015",A2JI5XBNASEDKF,B00F4U49M6,,muthalinda,"This is the best of all power chargers I have ever had.  This is my 3rd purchase.  And it charges rapidly.  My sister and I were traveling in DIA.  We checked in at the airline checkin and went to walk to our gate.  As we were walking she said I need to charge my phone.  I handed her my Poweradd.  By the time we sat down at the gate, her phone had gone from 0% to 45%.",This is the best of all power chargers I have ever had,1440633600,,
1064477,5,True,"10 18, 2015",A2KK76Q9XWABT1,B00EMWMSVG,,Jessica Perez,Thank you,Five Stars,1445126400,,
736315,1,True,"01 27, 2016",A2FX54FM1Y6X28,B00XJ2N8B4,{'Color:': ' Leather Series - Black'},Amazon Customer,The Samsung S4 phone does not fit in this case it is too small.,One Star,1453852800,,
1099457,5,True,"12 27, 2015",A19J6VRYQEUI6T,B00UMXU4TM,{'Color:': ' Black'},MzCookieBites,Works as it should.,Five Stars,1451174400,,
764705,5,True,"02 28, 2017",A27W7SQYFSC5J0,B00Z7TB8Y6,,MiaNicole Calomiris,Love it so happy with this case,Love the colors,1488240000,,
1092294,5,True,"07 21, 2018",A2BEXZC8WHHTM5,B00PM0NU5K,,Iwasborn2win,My daughter loved it.,Five Stars,1532131200,,
478534,5,True,"02 15, 2015",AXECHOO9Q0DBC,B00LPPHHFK,,Wireless U.,brand new ty,Five Stars,1423958400,,
333203,4,True,"08 11, 2014",A22O14F0ERAAAU,B00GHUJXO6,,Berry J.,"Works, cheap. It's not bad and it does the job.",Screen protector,1407715200,,
426385,5,True,"06 23, 2015",A1UDBZSO55UDQ6,B00JX8PPCS,{'Color:': ' Brown'},Matthew McLeod,This was a very good buy for the price and necessity.  I would definitely purchase this item again if need be.,This was a very good buy for the price and necessity,1435017600,,
818491,5,True,"02 10, 2017",A1TSXN6F8FQIN2,B013JS5OAU,{'Color:': ' Wallet Black'},Danny,Great case. I like it very much. The only negative thing I can say is if you set your phone down with the speaker face down the ring tone is not as loud. Not so with other cases. It is still a great case and I would order it again.,Great case. I like it very much,1486684800,,
496532,4,True,"02 10, 2016",A3KQ310FTREJ4Z,B00M9UN736,{'Color:': ' Black/Black'},Mike Dat 300zx,Acceptable,Works!,1455062400,,
1002806,5,True,"12 3, 2017",A3GV0SJYVM0T4W,B01FJWAWZG,{'Color:': ' White'},Bernie. San Martin,Thanks,Five Stars,1512259200,,
248799,5,True,"11 2, 2014",A3012RB5OLXLAS,B00CV2M68E,{'Color:': ' red'},Janie Sawyer,Nice phone case very satisfied,Five Stars,1414886400,,
87487,3,True,"05 24, 2012",A1S81JA07SFSPO,B005YI02ME,,Jace,"To begin, this is exactly the case I would consider as a Bumper Case. However when I purchased it I thought it was a case that wrapped a clear gel backing around the phone. Yeah well, it isn't.  I'm not exactly sure were I got that notion but it was incorrect. This is a bumper case.
Anyways long story short the case is only a little better than. No case at all.  But a little protection makes me sleep a little better at night. Helps with grip.  That's a about it It's cheap.  And it shipped FAST and got here way before expected.","Looks good, feels good, fits good.",1337817600,,
886086,5,True,"07 26, 2016",A37BMD5ESLIIX,B017LLUYFQ,,Lyndsay Chamberlain,These are awesome and I want to hang them everywhere! Even better that they come with a remote and different settings and such a reasonable price.,These are awesome and I want to hang them everywhere,1469491200,,
