,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
50,5,True,"06 14, 2016",A1LHJLC4GABYY0,B004Q7CK9M,{'Gift Amount:': ' 50'},Jodi M.,Love it.,Five Stars,1465862400,,
51,5,True,"04 25, 2016",A348GXFNYRHI22,B004Q7CK9M,{'Gift Amount:': ' 30'},Joanne Fink,What can you say about a gift card.,Easy gift,1461542400,,
52,4,True,"04 1, 2016",A1MAKKM3E4PFE2,B004Q7CK9M,,NPR MAN,"!Always good to give an Amazon Gift Card! I wish they would stop putting the ""A"" symbol on the cards they send with the gift card, really sort of botches the message.","Great gift, they need to drop the self promotion on the cards that come with gift card",1459468800,,
53,5,True,"03 10, 2016",A1PD3L2DC3VIB8,B004Q7CK9M,,Cookiesbydad,They are gift cards.,Gift cards,1457568000,,
54,5,True,"02 29, 2016",A3PV2E6RXRS8EO,B004Q7CK9M,{'Gift Amount:': ' 60'},Brett &amp; Family,Its a gift card,Gift card as described,1456704000,,
55,5,True,"02 26, 2016",A3PFXPWNXFPHJP,B004Q7CK9M,{'Gift Amount:': ' 300'},earl tucker,nice,Five Stars,1456444800,,
56,5,True,"02 22, 2016",A2U88Z24HBE9ZF,B004Q7CK9M,{'Gift Amount:': ' 25'},Annette Theel,"Was ordered as a gift, they where very happy with item.",they where very happy with item,1456099200,,
57,5,True,"02 7, 2016",A1NTR9DDR4FCH4,B004Q7CK9M,{'Gift Amount:': ' 25'},Bozoman,Gift well received.  Can't go wrong with an Amazon gift card!,Gift,1454803200,,
58,5,True,"02 3, 2016",A2S1WMTSRVLCN9,B004Q7CK9M,{'Gift Amount:': ' 25'},Amazon Customer,You just can't go wrong giving an Amazon card out.  Everyone loves it and they can buy themselves just what they want.,You just can't go wrong giving an Amazon card out ...,1454457600,,
59,4,True,"01 29, 2016",ABWSFKJ1MRN1Q,B004Q7CK9M,,Barb Peterson,what do you say about a gift card.  It came on time.  My only issue was the lack of choices in the $10 range.,what do you say about a gift card. It ...,1454025600,,
60,5,True,"01 26, 2016",A31YM6THIAWZHK,B004Q7CK9M,{'Gift Amount:': ' 25'},Virginia Rector,it great,Five Stars,1453766400,,
61,5,True,"01 22, 2016",A32M8K2QDHX8JO,B004Q7CK9M,{'Gift Amount:': ' 100'},Robbie Shortner,Happy son in law,Five Stars,1453420800,,
62,5,True,"01 17, 2016",A3GJ0ME0T16IIO,B004Q7CK9M,{'Gift Amount:': ' 50'},Nanc,Great gift idea and easy to give for any occasion. Thanks.,Five Stars,1452988800,,
63,5,True,"01 8, 2016",A1OVVGPONC0EYY,B004Q7CK9M,{'Gift Amount:': ' 25'},Scooter,as expected,Five Stars,1452211200,,
64,5,True,"12 29, 2015",A3VN3FXPVOEHGD,B004Q7CK9M,{'Gift Amount:': ' 25'},kathy,Perfect gift card. kathy,Five Stars,1451347200,,
65,5,True,"12 28, 2015",A3EWD1TIUGTZ5Q,B004Q7CK9M,,Kissa,Exactly what I was looking for!,A+++!,1451260800,,
66,5,True,"12 22, 2015",A2O59ABAZIE8UT,B004Q7CK9M,{'Gift Amount:': ' 25'},Melody Bey,Good gift,Five Stars,1450742400,,
67,5,True,"12 21, 2015",AKMEY1BSHSDG7,B004Q7CK9M,{'Gift Amount:': ' 100'},J. Arena,"Kudos to Amazon.com for fast delivery, beautiful card.... It's all good! This was a gift for a college student in our family who lives on her own struggling to get by. She's reluctant to accept cash, but I know she needs many things. This is the best choice! Books, music, millions of choices on Kindle, snacks, chicken soup, socks... It's all here! She was soooo excited -- really!",This is a GREAT GIFT!,1450656000,2.0,
68,5,True,"11 14, 2015",A6UIRLJ0D4TES,B004Q7CK9M,{'Gift Amount:': ' 30'},Mina,Perfect for gift giving!,Five Stars,1447459200,,
69,5,True,"08 18, 2015",A2VIDYR2CMQM3F,B004Q7CK9M,{'Gift Amount:': ' 25'},Peter R. Mantia,GREAT GIFT,Five Stars,1439856000,,
70,5,True,"06 15, 2015",A21G4URAAP0EN,B004Q7CK9M,{'Gift Amount:': ' 35'},Jaclyn Gordon,it's a gift card!,Five Stars,1434326400,,
71,5,True,"04 21, 2015",A3LBAY6DVQRSDK,B004Q7CK9M,{'Gift Amount:': ' 25'},GMack,"You can buy ANYTHING on Amazon.com.  I give Amazon gift cards for every occasion... birthdays, Christmas, Mother's Day, Father's Day, you name it!!  And the gift cards are always appreciated.  Great bargain since I can send the gift card and they can buy anything they want from Amazon.com!!  And by the way, I really love getting them myself!",Great Gift!!,1429574400,,
72,4,True,"04 19, 2015",A33SMTIC162O6Z,B004Q7CK9M,{'Gift Amount:': ' 20'},VannaBlack,Nice to have and glad to find.,Four Stars,1429401600,,
73,5,True,"01 16, 2015",A33SGA7BQ1X7XG,B004Q7CK9M,{'Gift Amount:': ' 25'},MissElainesMusings,Great gift,Amazon Gift card,1421366400,,
74,5,True,"01 1, 2015",ALL9XFM0Q1N4E,B004Q7CK9M,{'Gift Amount:': ' 50'},Monopoly J,Always a great gift.,Great Gift Idea,1420070400,,
75,5,True,"12 27, 2014",A344HWPE6UJYFI,B004Q7CK9M,{'Gift Amount:': ' 25'},Amazon Customer-Michele,THANKS,GIFT CARDS ARE GREAT GIFTS,1419638400,,
76,5,True,"11 15, 2014",A63HW9AIN5MI3,B004Q7CK9M,{'Gift Amount:': ' 25'},bearcat,nice,Five Stars,1416009600,,
77,5,True,"10 11, 2014",A1TCBHXA93SDOW,B004Q7CK9M,{'Gift Amount:': ' 30'},Jimmy A. Jeffreys,Great!,Five Stars,1412985600,,
78,5,False,"08 11, 2014",AZGFIBEPXL8VT,B004Q7CK9M,{'Gift Amount:': ' 25'},PJB,SATISFIED,Five Stars,1407715200,,
79,5,True,"08 8, 2014",A2WCRWBZJETE17,B004Q7CK9M,{'Gift Amount:': ' 50'},Jeff Quade,Good gift for anyone,Five Stars,1407456000,,
80,5,True,"08 6, 2014",A1ISQ4BFCCGKVY,B004Q7CK9M,{'Gift Amount:': ' 25'},LC,Easiest cards to use.,Five Stars,1407283200,,
81,5,True,"08 4, 2014",A1U1G73EI5IRZF,B004Q7CK9M,{'Gift Amount:': ' 20'},Victor,The design of the card is gorgeous. It's a perfect gift for your friends or family.,It's a perfect gift for your friends or family,1407110400,,
82,5,True,"07 29, 2014",A28TIBCUPRHJ6F,B004Q7CK9M,{'Gift Amount:': ' 30'},Will,as expected.,as expected.,1406592000,,
83,5,True,"07 11, 2014",ARLPBIM5RLZ64,B004Q7CK9M,{'Gift Amount:': ' 20'},Marie in Ohio,Always great for gift giving!,Great gift!,1405036800,,
84,5,True,"06 25, 2014",A34R5N03X79GD8,B004Q7CK9M,{'Gift Amount:': ' 25'},Richard Rodgers,Every one on my shopping list was happy to receive the card. Shopping is fast and easy on Amazon so why not.,As good as it gets,1403654400,,
85,5,True,"05 23, 2014",A12YA3BE6TJK3U,B004Q7CK9M,{'Gift Amount:': ' 50'},Kindle Customer,Recommend getting children/grandchildren gift cards in this day and time of High Tech toys.  Easy to please with a gift card and no wracking the brain.,Grandson's Gift Card,1400803200,,
86,5,True,"04 25, 2014",A175XXVMLQA98A,B004Q7CK9M,{'Gift Amount:': ' 15'},J Rickman,I purchased this for my cousin for Christmas.  She loved it and it was great.  It's an amazon gift card!,For a Christmas Gift,1398384000,,
87,5,True,"04 16, 2014",AICIJFK4YKOBC,B004Q7CK9M,{'Gift Amount:': ' 25'},Kathy Dowden,"it's a gift card, what else is there to say?",I love it,1397606400,,
88,5,True,"04 5, 2014",A3PZJVCJN2J4RB,B004Q7CK9M,,howardh,I ordered one of these when the egift certificate I ordered never arrived at my friends' email.  He spent it before he even got home.  :),Better than an egift certificate,1396656000,,
89,5,True,"02 18, 2014",A2TZK0F2X8EIVA,B004Q7CK9M,{'Gift Amount:': ' 25'},Nikki,Always love Amazon gift cards as gifts and would recommend to anyone as a gift- you could never go wrong!,Can't go wrong.,1392681600,,
90,5,True,"02 15, 2014",A2K90J2GLB0B8D,B004Q7CK9M,{'Gift Amount:': ' 100'},Michael Michaud,"My son has been considering a Kindle reader. Since I did not know which one he would prefer, I was able to let him make his own choice by presenting him with the Amazon Kindle gift card.",The perfect gift.,1392422400,,
91,5,True,"02 9, 2014",A260QLS8Z33KCQ,B004Q7CK9M,{'Gift Amount:': ' 25'},Bun,"Always acceptable and widely enjoyed by all ages and tastes.  When you don't have any idea of a specific gift, these gift cards are perfect.  Also, Amazon has such a large range of items, there is always something for everyone.",Perfect for Christmas,1391904000,,
92,5,True,"01 20, 2014",A2LIUNQZMA292R,B004Q7CK9M,{'Gift Amount:': ' 25'},luv2shop,I have a nephew who loves shopping on Amazon and now his two young daughters love it too.  I purchased gift cards for each of them for Christmas so they can experience Amazon too!,Amazon Gift Card,1390176000,,
93,5,True,"01 18, 2014",A2QKY7ZG920FT7,B004Q7CK9M,{'Gift Amount:': ' 25'},Jobie Austin,"Friends with Kindles love this. I did not realize how many people buy various things from Amazon!!!! Next year, I will probably up this one.  Wonderful for Kindle users as well.",Kindle users,1390003200,,
94,5,True,"01 8, 2014",A3BTZ27R4XTL19,B004Q7CK9M,,Bertha Kidd,What's to go wrong with a gift card.  As long as it enters into a person's account as a credit it is just what you paid for.,gift card,1389139200,,
95,5,True,"12 21, 2013",A1CNOV5UEANRS3,B004Q7CK9M,{'Gift Amount:': ' 50'},MissNewYork41,"If you are ever stuck on what to get kids (tweens) this is the way to go!
Who does not love gift cards? They are the same as cash and not as impersonal. That way they spend the money to get what they want and you know they cannot return to store to exchange.",Great gift idea,1387584000,,
96,5,True,"12 14, 2013",AOI2LGQR941L7,B004Q7CK9M,{'Gift Amount:': ' 25'},vocalgirl,I like how it is a well made full size Christmas card. Plenty of room to write a sentiment. The gift card is securely attached inside so no worries of it moving about or falling out.,Gift card,1386979200,,
97,5,True,"08 26, 2013",AAD9PJLHYQXHB,B004Q7CK9M,{'Gift Amount:': ' 25'},Kindle Customer,I love the gift cards come with the card. I am slowly buying for christmas and it will save me money by not buying additional cards,Great product,1377475200,,
98,5,True,"04 3, 2013",A2NOW0DV5XI9NF,B004Q7CK9M,{'Gift Amount:': ' 25'},Spyder Rider,"Men are hard to buy for, but this gift card covers all the bases since there are unlimited choices offered by Amazon for which it can be redeemed.",Gift Card,1364947200,,
99,4,True,"01 30, 2013",A1IWJ6TXCUGXBF,B004Q7CK9M,{'Gift Amount:': ' 25'},J K P,It was a good gift with a fun card to send it in. I enjoyed sending it to a special child in our family.,Fun Card,1359504000,,
100,5,True,"04 9, 2018",A2CM3SWOMP3A9C,B005DHN6E2,{'Gift Amount:': ' 0'},Mike,"Once again, who but Donald Trump (perhaps The Walton family) could hate an Amazon Gift Card?",who but Donald Trump (perhaps The Walton family) could hate an Amazon Gift Card,1523232000,,
101,5,True,"03 24, 2018",A2L4X2YO7BKNQ4,B005DHN6E2,{'Gift Amount:': ' 0'},Mike Mo,Arrived as promised.,Five Stars,1521849600,,
102,5,True,"03 18, 2018",A3BNRL2SCE6CGU,B005DHN6E2,,karl zahler,they are gift cards,Five Stars,1521331200,,
103,5,True,"03 12, 2018",A1FKMXROBDOI7W,B005DHN6E2,{'Gift Amount:': ' 0'},D.M.,christmas gift.,Five Stars,1520812800,,
104,5,True,"03 5, 2018",A33N3U5Y2BVSIL,B005DHN6E2,{'Gift Amount:': ' 50'},Amazon Customer,Funny,Five Stars,1520208000,,
105,5,True,"03 2, 2018",AEDHVVRO3Y938,B005DHN6E2,{'Gift Amount:': ' 25'},darlene r,my 2nd year of giving Amazon gift cards and everyone likes them  Thanks,Five Stars,1519948800,,
106,5,True,"02 15, 2018",ADGKZ1FXY3DRE,B005DHN6E2,{'Gift Amount:': ' 20'},judijudi0,What could go wrong with an amazon gift card,My grandson loves me more,1518652800,,
107,5,True,"01 30, 2018",AHBLLZMAXGB2U,B005DHN6E2,{'Gift Amount:': ' 100'},Billcar 43,Gave as gift,Five Stars,1517270400,,
108,5,True,"01 27, 2018",A2BDMJQH7BFLFG,B005DHN6E2,{'Gift Amount:': ' 50'},lizz101,These cards are the best gifts and make the holidays stress free!,Five Stars,1517011200,,
109,5,True,"01 13, 2018",A3FVECHCN6HJJ1,B005DHN6E2,{'Gift Amount:': ' 25'},Grace S,Always have a few on hand for last minute birthday gifts,Nice card and gc,1515801600,,
110,5,True,"12 29, 2017",A2LII3BB40HVFZ,B005DHN6E2,{'Gift Amount:': ' 50'},Kali the Cat,My recipients absolutely loved their gifts.  I'm going to do this more often.  Recipients love them and there are no returns.  Amazon's gift cards do not expire!,My recipients absolutely loved their gifts,1514505600,,
111,5,True,"12 18, 2017",A2V1J3JT5OOZFO,B005DHN6E2,{'Gift Amount:': ' 25'},A Long-time Customer,Great gift to give someone,Recommended,1513555200,,
112,5,True,"12 13, 2017",A1C1YNIRA6OSMQ,B005DHN6E2,{'Gift Amount:': ' 25'},Sis,Love giftcards...fast delivery!,Five Stars,1513123200,,
113,5,True,"12 9, 2017",A3MXDV25XUTB16,B005DHN6E2,{'Gift Amount:': ' 50'},Elaine Anderson,Easiest way to get birthday gifts for family and friends.,Five Stars,1512777600,,
114,5,True,"12 5, 2017",A1PGEVY0S98WCC,B005DHN6E2,,Melissa Bray,"Was a wonderful addition to the 'Saran Wrap Ball' Christmas Party Game!
Thank you very much!",Five Stars,1512432000,,
115,3,True,"11 16, 2017",A35ZJY01RQSY5O,B005DHN6E2,{'Gift Amount:': ' 25'},Backpacker,"Cute card. But I would have liked it to come in a tin. As one of the ones I ordered, the card was bent in half. And couldn't have been done by post office as they were in a box.",Cute card. But I would have liked it to come in a tin.,1510790400,,
116,5,True,"10 11, 2017",A1OVVGPONC0EYY,B005DHN6E2,{'Gift Amount:': ' 25'},Scooter,Is as advertised,Five Stars,1507680000,,
117,5,True,"08 26, 2017",A24ISEVWULRQXW,B005DHN6E2,{'Gift Amount:': ' 20'},Amazon Customer,"GAVE IT TO A FRIEND, I GUESS HE BOUGHT HIMSELF SOMETHING WITH IT, HE NEVER TOLD ME WHAT HE GOT","GAVE IT TO A FRIEND, I GUESS HE BOUGHT ...",1503705600,,
118,5,True,"05 10, 2018",A175XXVMLQA98A,B005ESMF5G,{'Gift Amount:': ' 0'},J Rickman,What's not to love about an amazon gift card in a black gift box?  PURRFECT!,Five Stars,1525910400,,
119,5,True,"03 1, 2018",A1G2TIZW7OJ4I7,B005ESMF5G,{'Gift Amount:': ' 75'},Bill Williams,"These gift cards are quick and easy and with so many items to choose from, even a picky shopper will find something they want.  Love em!",These gift cards are quick and easy and with so many items to choose from,1519862400,,
120,5,True,"02 4, 2018",A3GVASWGV1RL8P,B005ESMFP6,{'Gift Amount:': ' 15'},okeedukefan,The receiver loved it.,great gift,1517702400,,
121,5,True,"02 8, 2018",A3VZ1JUAW5IYR8,B005ESMF5G,{'Gift Amount:': ' 0'},BETTY,Nice gift item. Nicely packaged. Reciptian very happy with the gift,Easy gift,1518048000,,
122,5,True,"01 30, 2018",AHBLLZMAXGB2U,B005ESMF5G,{'Gift Amount:': ' 0'},Billcar 43,This was a gift,Five Stars,1517270400,,
123,5,True,"01 28, 2018",A2Z43ZQDGCFCBD,B005ESMF5G,{'Gift Amount:': ' 50'},Jesse Ward,"Came on time, and exactly as described.",Came on time.,1517097600,,
124,5,True,"11 11, 2017",A3FOHIKY3W9NBJ,B005ESMFP6,{'Gift Amount:': ' 15'},DiREll,perfect of multi gift giving.,Five Stars,1510358400,,
125,5,True,"10 3, 2017",A2W3RQOSC87P4A,B005ESMJ02,,Linda Murphy                                                                          on,A great fan of amazon gift cards!,Five Stars,1506988800,,
126,5,True,"09 5, 2017",A123IIX1Z50O9U,B005ESMJ02,{'Gift Amount:': ' 50'},Abburu Sharma,very good,Five Stars,1504569600,,
127,5,True,"12 14, 2017",A32MAHV0PG6YU6,B005ESMF5G,{'Gift Amount:': ' 0'},Jen,Does what a gift card should :),Five Stars,1513209600,,
128,5,True,"03 12, 2017",A3KIBFTS3ES1T2,B005ESMFP6,{'Gift Amount:': ' 10'},TurtlePenguin,"Cute cards, glad I had tins to put them in.",glad I had tins to put them in,1489276800,,
129,5,True,"12 18, 2016",A1NWGBDJ06W9BH,B005ESMFP6,{'Gift Amount:': ' 10'},Debra A. Huntley,Can't go wrong with gift cards.,Five Stars,1482019200,,
130,5,True,"11 28, 2016",A2VZWIEOT8UVIR,B005ESMFP6,{'Gift Amount:': ' 10'},Amazon Customer,thanks,Five Stars,1480291200,,
131,5,True,"02 6, 2017",A1U3DENVSYZ5BQ,B005ESMJ02,{'Gift Amount:': ' 75'},Diane Zivcsak,My 11 grandchildren love to receive amazon gift cards to shop online!  I get them for Birthdays and Christmas!,Five Stars,1486339200,,
132,5,True,"02 6, 2017",A1NMGOOVEUJXGT,B005ESMF5G,{'Gift Amount:': ' 0'},Pattip,Perfect!,Perfect!,1486339200,,
133,5,True,"01 29, 2017",A1KTZOXL3WB1D8,B005ESMF5G,{'Gift Amount:': ' 50'},Bunny,They love the Amazon cards. Amazon needs to add more choices in the gift boxes,Five Stars,1485648000,,
134,5,True,"06 16, 2016",A2WPBMZ2ISXTSA,B005ESMFP6,,Marie,convenient gift,Five Stars,1466035200,,
135,5,True,"01 20, 2017",A34JP8QRZRS7W5,B005ESMF5G,{'Gift Amount:': ' 0'},dood,A+,Five Stars,1484870400,,
136,5,True,"04 23, 2016",A2KOKSKEDIBRGQ,B005ESMFP6,,Wise One,"Works like a charm. Simply scratch off the back of card for code. Go to Amazon redeem web address. Sign in on Amazon. Type in the code and and click on ""apply to your balance."" Easy Peasy. No fees. I get the entire payment amount as credit on account.",Works like a charm,1461369600,,
137,5,True,"01 14, 2017",A1O0W1MJPZYI9J,B005ESMF5G,{'Gift Amount:': ' 50'},CYNTHIA MCGOWAN,nice gift and packaging,Five Stars,1484352000,,
138,5,True,"02 22, 2016",A2U88Z24HBE9ZF,B005ESMFP6,{'Gift Amount:': ' 10'},Annette Theel,Very happy with purchase!,Five Stars,1456099200,,
139,5,True,"01 20, 2016",A1YXA1KL03KML,B005ESMFP6,,ff13texas,These were perfect Christmas gifts for the grandkids.,Perfect Gift,1453248000,,
140,5,True,"12 29, 2015",A3VN3FXPVOEHGD,B005ESMFP6,,kathy,Love to have amazon cards. Can't go wrong.  I ordered my sister one last year for Christmas and now she is hooked. She loves Amazon. kathy,Love to have amazon cards,1451347200,,
141,5,True,"12 21, 2016",A2PHOTTFXUGB7V,B005ESMF5G,{'Gift Amount:': ' 75'},Gene S.,Not many things that I can find that will be appreciated as much as this card will be,Five Stars,1482278400,,
142,5,True,"12 6, 2016",ANDVICVXBOXGN,B005ESMF5G,{'Gift Amount:': ' 50'},Ralphie,great buy,Five Stars,1480982400,,
