,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
10,5,True,"11 23, 2008",A3TS9EQCNLU0SM,0005092663,{'Format:': ' DVD'},Amazon Customer,Watch this and learn how we ended up in the state we are in as a dying country.,Excellent Viewing,1227398400,7,
11,4,True,"11 24, 2016",A2QWTVQ90KYZZP,0005092663,{'Format:': ' DVD'},FASTEDDY,REALLY ENJOYED,Four Stars,1479945600,,
12,5,True,"09 4, 2016",AK1BZVQ7X9EJR,0005092663,{'Format:': ' DVD'},GCK,excellent as usual,Five Stars,1472947200,,
13,5,True,"08 10, 2016",ADUN41PCA098H,0005092663,{'Format:': ' DVD'},Dagny Dibona,"A great read.  So much historical info.

Thank you,",A great read. So much historical info,1470787200,,
14,5,True,"11 20, 2014",A1R6FXSZVCIJKK,0005092663,{'Format:': ' DVD'},Kindle Customer,Should be a must read,Five Stars,1416441600,,
15,5,True,"11 19, 2014",A3JUFDBFDX0A0J,0005092663,{'Format:': ' VHS Tape'},Stan Laurel,Well done video with important information that Americans should know.,Americans should see this.,1416355200,,
16,2,True,"05 2, 2014",A38KRRY00H5TEY,0005092663,{'Format:': ' VHS Tape'},Trish,"While there was a lot of information in this piece (some of it coming at your faster than a freight train, another down side of the video), there is no doubt that it was produced as right-wing propaganda, which means I'm not able to use it as I hoped (for my children's home schooling). One large section of the video is a series of quotes from historical U. S. leaders, mentioning God and/or the Bible -- the quotes are simply inserted without any background or even a common-ground to relate each of them.",Lots of Info. But Mostly a Right-Wing Agenda Pusher,1398988800,2,
17,5,False,"01 3, 2014",A3PTHV9RUWNLU2,0005092663,{'Format:': ' DVD'},David Christhilf,"There is an essential message here that is not being told in society today.  People claim that this nation was not founded on Christianity, and that the writers of the Constitution were actually Deists rather than Christians.  There is a preponderance of evidence over centuries of time presented here, including the wording of documents such as the Mayflower Compact, that establish the Christian heritage of this nation unapologetically beyond refute, as a matter of history.

The other story that is not being told is the origins and destructive objectives of organizations such as Planned Parenthood and the American Civil Liberties Union (ACLU).  The founder of Planned Parenthood was interested in eugenics, and specifically in reducing the number of Blacks to survive being born in this country.  Efforts by the ACLU to remove prayer and the Bible from school are shown to be in direct conflict with the statements by the founding fathers about what they considered to be essential for a proper education that would equip the youth of this country for effective citizenship.  The redefinition of marriage to include homosexual relationships is shown to be tearing at the fabric of the traditional family, and of the stability of our society.

We HAVE become A Nation Adrift, and much of that comes from ignorance of how this country was founded, and of the sacrifices that were made along the way.  This DVD would be beneficial for viewing in every home, school, and church in this country.",This should be esential reading for everyone in the USA.,1388707200,,
18,4,True,"10 23, 2013",A22E627EBTSX4T,0005092663,{'Format:': ' DVD'},Jennifer McCoy,"Haters will say this is biased, that the founding fathers were not christians, or that they were deists...and maybe that's true for some of the ff. But this documentary is very informative. Our nation started as something it is most certainly not anymore. And we are falling. This movie gives insight as to why.",Haters gonna hate,1382486400,2,
19,5,True,"10 11, 2013",A1SJ5KDJF2BQAT,0005092663,{'Format:': ' DVD'},L. Bridges,What a great video that gives the early history of our great country!  I'd highly recommend this to everyone - especially for school children that are not learning the history of our country.,Interesting and educational video about our great country!,1381449600,,
20,4,True,"05 14, 2013",ACKXVXZPO0XZF,0005092663,{'Format:': ' DVD'},T. Halley Newman,"This video presents a very good capsular History of our country and its founding principles.  It the progresses on through the history of america and how the fabric of what once made her an unusual nation began to deteriorate.  America was founded through a war that broke the shackles of a tyrant King George and on the basis of religious freedom. Many were still not free and so a second war would ensue .  Family, Faith, personal responsibility, generosity, work, morality, integrity and freedom are all part of that legacy.  Oven the decades those have been eroded.  This is the story of how and when it happened.",A Nation Adrift purchased fro Amazon,1368489600,2,
21,5,True,"02 14, 2013",A393FE9USJGVLU,0005092663,{'Format:': ' DVD'},Cakraft,I found this dvd put together with historical facts and visuals that kept my interest in the issues discussed. would recommend 6-12 grade classes watching this.,better than expected,1360800000,,
22,5,True,"06 14, 2012",ASDTPYYN9SMLU,0005092663,{'Format:': ' DVD'},Earl,"Well done!  I will definitely be showing this to my children when they get a little older.  This is the documentary you will never see in our public school system these days.  Ironically, it is the one documentary that you should have to see before you graduate.  It is amazing how far our country has fallen from the original intentions of our Founding Fathers.  This is a great reminder of what liberalism and political correctness has done to the United States of America.",A must see for all Americans,1339632000,6,
23,5,True,"10 24, 2009",A1E7VTRDMI4XMV,0005092663,{'Format:': ' DVD'},Harold,Really excellent piece of work showing the beliefs of the founding fathers and what is happening now to our nation.,Freedom and Religon under attack,1256342400,,
24,5,True,"11 2, 2002",A1HP3B92A3JDQ1,0005019281,{'Format:': ' DVD'},OmegaWolf747,"Of course it's impossible to separate Henry Winkler from his famous Fonzie persona, but he actually does a great job as a Scrooge-character in this movie.  His performance is quiet and subdued, not overdone as we might expect from such an intense actor.  I thought Winkler did a great job chaning out of his Fonzie image and taking on the roll of an embittered and lonely miser.
Actually the characters Winkler plays aren't all that different from each other.  Slade felt abandoned and betrayed by those he'd loved, and Fonzie was also abandoned by his parents.  Winkler's parents turned their backs on him when he was a young man because he wanted to be an actor instead of following the family business.  I believe that's why he does rolls like this so well.
I was quite surprised to find this movie available on DVD and have gladly purchased it to add to my collection of Christmas movies.",The Fonz as Scrooge,1036195200,4,
25,5,False,"01 28, 2002",AZB4CQ9JZSUQB,0005019281,{'Format:': ' DVD'},Eric Pregosin,"When this first aired in 1979, I enjoyed it so much I clean forgot it was ""A Christmas Carol"".  I wanted to see it over and over again thoughout the year.  When I finally got a copy on VHS, I got that wish.  Now I finally got the DVD copy and am I glad.  To see Henry Winkler as the best Scrooge or variation on him since Alistair Sim in the 1951 version now on DVD is a treat for the gods.  Although I have both the 1984 and 1999 made for television films made with George Scott and Patrick Stewart on DVD, this version was the first attempt to bring the classic Dickens tale to the small screen. It is as just as enjoyable today as it was 20 plus years ago, and this way it will live forever.  Get it now and on disc before it gets away.",A Christmas Carol to be remembered,1012176000,3,
26,3,False,"12 11, 2001",A17TPT3FWAE5T1,0005019281,{'Format:': ' VHS Tape'},Matthew Spady,"If you already have (and love) the Alistair Sim version (Scrooge, 1951), the Reginald Owen version (1938) and Mr. Magoo's Christmas Carol (no, I'm not kidding, it's beautifully done), this will be an interesting film for comparison.
Two good points stand out for this version of Dicken's classic Christmas story:
1) Since it is an adaptation, set in a different time and place from the original (Depression-era New England), deviations from the text and basic plot-line, are not as bothersome as they are in the films that adapt the story in ""Dickensian"" England.
2) Henry Winkler, who, at the time, was playing against his well-known Fonz character, gives an excellent characterization to the Scrooge-like Benedict Slade.
George C. Scott and Albert Finney give detailed performances as Scrooge in their version, and the films that feature them have good production values -- and, in the case of the Finney version a couple of good songs -- but the deviations in text in the Scott version and the added material in the Finney version (Scrooge in hell -- what?) are both unnecessary and more than a little annoying.",An interesting contrast to more traditional versions,1008028800,31,
27,4,False,"10 19, 2001",A3P98J5DZ00A75,0005019281,{'Format:': ' DVD'},Ken Roberts,"Henry Winkler proves his acting ability in this American version of the Dickens classic. One will actually forget that he was 'The FONZ' and will be amazed at his transformation from nice guy to mean guy back to nice guy. The general feel of this movie, though, is grey. That's the best way to describe it. But then, it was a bleak grey time in American history, with the Great Depression and all. When Dickens originally wrote the book, it was a grey time in England's history as well, so the subdued feeling one gets while watching this 'modern' version fits in well with the spirit of the original story.
A nice twist (sorry, Oliver!) to a true classic.
By the way, for my money, the finest original version out there is the George C. Scott version followed closely by Alistair Sim.",grey,1003449600,62,
28,4,False,"09 12, 2000",A3S1YI6MC7832G,0005019281,{'Format:': ' VHS Tape'},Reviewer,"Being a huge fan of this classic, I own dozens of versions and this one  adds a nice variety.  The twists and changes to this timeless story truly  do justice to the original and the performances, for the most part, are  stellar.  If you're looking for the same feel good movie but in a new  setting, this one's for you.",A Great New Version of a Wonderful Old Story,968716800,2,
29,5,True,"01 30, 2018",A131408USYVUN5,0005019281,{'Format:': ' DVD'},Conrad R. Naugle,as described,Five Stars,1517270400,,
30,5,True,"01 25, 2018",A2U7DG83EXUSFP,0005019281,{'Format:': ' DVD'},Donald R. Brandeberry,A good movie with morals,Family movie,1516838400,,
31,5,True,"01 11, 2018",A1NMYH2IITNOC4,0005019281,{'Format:': ' DVD'},Karen Ridge,Love the movie.,Great movie.,1515628800,,
32,5,True,"01 5, 2018",A1DCI4344E1O3P,0005019281,{'Format:': ' Amazon Video'},Bob,This TV movie brought back fond memories of the first time my wife and I watched it in the late 70's. Henry Winkler did a great job with the character of an American Scrooge. It was radical change from the Fonz.,Henry Winkler did a great job with the character of an American Scrooge,1515110400,,
33,5,False,"01 5, 2018",A1XQVED2NX33TN,0005019281,{'Format:': ' DVD'},In my opinion...,"More of a 'modern' version of the classic.  I didn't think I'd be impressed when my parents took this out but I gave it a try and have to say...what a great adaptation.  The cast was great, Winkler was exceptional.  I was very happy to see this on Amazon and happened to catch it when the price went way down so I snapped it up.  Great timeless classic...and Winkler really surprised me with his portrayal.","Was happily surprised...great version, esp for a TV rendition.",1515110400,,
34,5,True,"12 30, 2017",A29HHWJB3JYPX7,0005019281,{'Format:': ' DVD'},Joanne M. Jackson,Perfect!,Five Stars,1514592000,,
35,5,True,"12 21, 2017",AZPHVD6XM61V,0005019281,{'Format:': ' DVD'},Ronald Dickens,"A rare classic,  a good movie.",a good movie.,1513814400,,
36,5,True,"10 18, 2017",ARSGS4RQUVL1O,0005019281,{'Format:': ' Amazon Video'},M. Smith,The Christmas Carol is my all time favorite story.  I haven't found a version that I haven't disliked yet.  This one was no exception.  Henry Winkler did an awesome joy portraying the Scrooge like character.,The Christmas Carol is my all time favorite story. I haven't found a version that I ...,1508284800,,
37,5,True,"10 9, 2017",A21A5AK06GGXRT,0005019281,{'Format:': ' DVD'},Julie Hemenway,"Heard about this movie saw it years ago. Husband wanted to see it, I just added it to my christmas movie collection.",Heard about this movie saw it years ago. Husband ...,1507507200,,
38,5,True,"06 19, 2017",A3Q7WXBOTKP05H,0005019281,{'Format:': ' DVD'},robert leib,Great movie thank you !!!,Five Stars,1497830400,,
39,3,True,"06 15, 2017",A101IGU6UDKW3X,0005019281,{'Format:': ' Amazon Video'},DorothyZ,Well made Christmas movie. It's a little slow but sweet natured.,It's a little slow but sweet natured.,1497484800,,
40,5,True,"05 12, 2017",A2BY5BZZ5UAV9B,0005019281,{'Format:': ' Blu-ray'},Charles J. Mercik,Great spin on the Classic Christmas Story by the master C. Dickens...,Five Stars,1494547200,,
41,5,True,"04 30, 2017",AN61PQENFFEUR,0005019281,{'Format:': ' DVD'},Amazon Customer,"Great product, fast shipping",Five Stars,1493510400,,
42,5,True,"03 13, 2017",A1RAPP3YN10O53,0005019281,{'Format:': ' DVD'},Amazon Customer,"We loved it. Henry Winkler is a great actor and we missed it not being on TV this year, so we had to buy it for our collection.  Thanks",Henry Winkler A Christmas Carol,1489363200,,
43,4,True,"03 7, 2017",A2L3Y17SPNJ918,0005019281,{'Format:': ' DVD'},DLAllen,This movie is better than it ought to be. Authentic settings and costuming for America 1930's Depression Era. The Scrooge character really does a good changeover. In old TV 4:5 ratio.,Fronz does us proud!,1488844800,,
44,5,True,"03 7, 2017",A0160612BLIWRHROHLLE,0005019281,{'Format:': ' Amazon Video'},BKelley56,Good movie,Five Stars,1488844800,,
45,3,True,"03 2, 2017",A340KTL9KUGYB7,0005019281,{'Format:': ' DVD'},Mike Donnelly,OK,Three Stars,1488412800,,
46,4,True,"02 22, 2017",AM87PNTXTKLOI,0005019281,{'Format:': ' DVD'},Frank  Mottis,Love this movie it is a twist from the Original!,Four Stars,1487721600,,
47,5,True,"02 21, 2017",A3I6UVX7UWDYJM,0005019281,{'Format:': ' DVD'},Amazon Customer,great adaptation of dickens classic Henry winkler is a gifted actor,Five Stars,1487635200,,
48,5,True,"02 21, 2017",A65UCXN2TPSGC,0005019281,{'Format:': ' DVD'},Frank Annis,I have been looking for this dvd for a long time. Love Henry Winkler in the movie,Love Henry Winkler in the,1487635200,,
49,5,True,"02 16, 2017",A1S0IJ7JP3XQA6,0005019281,{'Format:': ' DVD'},John A Skiba,"There are MANY versions of ""A Christmas Carol"" out there. In my humble opinion, this feature length story, set in America during the Great Depression, starring Henry Winkler in the ""Scrooge"" role, is BY FAR the finest interpretation of the classic story. It's as Dickens would have written if he had lived in America in the 1930's. The human drama is REAL, and the joyful ending brings Dickens' ending into the American culture. BIG smile !",The FINEST interpretation of Dickens' classic short story !,1487203200,,
50,5,True,"01 31, 2017",AFOSVGL2LYWIF,0005019281,{'Format:': ' Amazon Video'},ponygirl357,I've watching this movie for several Christmas seasons and I just love it!,A favorite of mine!,1485820800,,
51,5,True,"01 22, 2017",ADMM2Y62J94LF,0005019281,{'Format:': ' DVD'},Caz Bowyer,this is my all time fav christmas movie.  if you haven't seen this version you need to check it out at least once in your life.,this is my all time fav christmas movie. if ...,1485043200,,
52,4,True,"01 18, 2017",A35OBW84S3ZNHC,0005019281,{'Format:': ' Amazon Video'},ktvdpv,Certainly not the best or my favorite but still very enjoyable!,Four Stars,1484697600,,
53,5,True,"01 15, 2017",A2XO8WMP380UL,0005019281,{'Format:': ' DVD'},mary martin,Always loved this version of a Christmas Carol.,one of my favorite Christmas movies,1484438400,,
54,5,True,"01 13, 2017",A1X0LEXETI5G46,0005019281,{'Format:': ' DVD'},Amazon Customer,"Henry Winkler, cute as ever.  This movie is a nice addition to my Christmas Carol collection.",This movie is a nice addition to my Christmas Carol collection,1484265600,,
55,5,True,"01 11, 2017",ADRU3A5DLUE3E,0005019281,{'Format:': ' DVD'},Rhonda Jackson,Good movie. Good buy.,Five Stars,1484092800,,
56,4,True,"01 6, 2017",A3PYWQ75W98M50,0005019281,{'Format:': ' Amazon Video'},liz brennan,good,Four Stars,1483660800,,
57,4,True,"01 5, 2017",A3AKTNMH6TMCQA,0005019281,{'Format:': ' Amazon Video'},Norman A,"Found ""An American Christmas Carol"" to be enjoyable. In my opinion, it didn't rise to the level of the film versions of the Dickens Christmas Carol, but it was worth watching.","Found ""An American Christmas Carol"" to be enjoyable. In ...",1483574400,,
58,5,True,"01 5, 2017",APDQEBD3PCDNG,0005019281,{'Format:': ' Amazon Video'},diane,Fantastic movie,Five Stars,1483574400,,
59,4,True,"01 4, 2017",A1HSTN0YLV0KX8,0005019281,{'Format:': ' Amazon Video'},S Libby,Henry Winkler was great in this.,"Kind of like A Christmas Carol, Scrooge.",1483488000,,
60,3,True,"01 4, 2017",A3AV0IRT0TO3ZD,0005019281,{'Format:': ' Amazon Video'},Alma T. in Baltimore,Is among my favorite updated versions of A Christmas Carol.,Three Stars,1483488000,,
61,5,True,"01 2, 2017",A1B4RZ1OFSLYQW,0005019281,{'Format:': ' Amazon Video'},Daniel B. Luber,"I've always loved watching ""American Christmas Carol"". Tradition in our family.",Five Stars,1483315200,,
62,5,True,"01 2, 2017",AJ2K0TOX7XW01,0005019281,{'Format:': ' Amazon Video'},S. WELLFORD,"This movie is really good,I loved it",An American Christmas Carol,1483315200,,
63,3,True,"01 2, 2017",AVSLEL5LAY67Q,0005019281,{'Format:': ' Amazon Video'},OP,It was OK but not the best.,OK but not great.,1483315200,,
64,5,True,"12 31, 2016",A2DVSU8ZZ93H3Y,0005019281,{'Format:': ' DVD'},Mary L. Govoni,Wonderful movie. Well made and Henry Winkler was amazing in this roll.,Five Stars,1483142400,,
65,4,True,"12 30, 2016",A1A0O4ZP39W2TW,0005019281,{'Format:': ' Amazon Video'},kandersen,"My husband and I were looking for a Christmas movie to watch and stumbled across this one randomly. We chose it because of Henry Winkler. We were both pleasanly surprised at how much we liked it. It was a nice update on the classic story, even though it's ""old"" now. We both recommend it.",A nice surprise,1483056000,,
66,5,True,"12 29, 2016",A20ILGIRTI1A3J,0005019281,{'Format:': ' DVD'},michael rute,Great,Five Stars,1482969600,,
67,2,True,"12 29, 2016",A3BPS2OLX3B2TO,0005019281,{'Format:': ' Amazon Video'},SabinaDeMartini,"Hate to say it, but this is an example of a re-make falling short of the mark.",Stick with the classic version,1482969600,,
68,4,True,"12 29, 2016",A2LPFBAOMC749J,0005019281,{'Format:': ' Amazon Video'},Toots,A great contemporary perspective of A Christmas Carol!,Great!,1482969600,,
69,5,True,"12 28, 2016",A1R3G1373FHEWA,0005019281,{'Format:': ' DVD'},Glenn Ingalls,"Great price, great quality, will buy from seller again",Five Stars,1482883200,,
70,5,True,"12 28, 2016",A81TWBZERI89G,0005019281,{'Format:': ' Amazon Video'},B. K. Smith,"I was thrilled to see, ""An American Christmas Carol"", on the Prime list.  I love the Dicken's story and this was a worthy adaptation that I remembered from my original viewing more than 30 years ago.  Set in early 20th century America, there are a few simple changes from the classic version.  Scrooge is a money lender, having grown rich by lending, then repossessing merchandise when his clients could not keep up on payments.
The ghosts of Christmas past, present and future are represented by some of the clients.  But, anyone familiar with ""The Christmas Carol"", will have no trouble recognizing the storyline.
Feel good, holiday favorite.",A good adaptation of a holiday favorite,1482883200,,
71,4,True,"12 28, 2016",AVF05S1035880,0005019281,{'Format:': ' Amazon Video'},Stanley Fernandes,Thought it was a very good interpretation of A Christmas Carol. Henry Winkler did a good job as Mr. Slate (Scrooge). I would recommend this movie if you are a fan.,Thought it was a very good interpretation of A Christmas Carol,1482883200,,
72,1,True,"12 28, 2016",A35VHR4L8HF3RQ,0005019281,{'Format:': ' Amazon Video'},kell,did not like,One Star,1482883200,,
73,3,True,"12 28, 2016",A1HUK3BZ3J92PW,0005019281,{'Format:': ' Amazon Video'},J. Casey Devine,"It was an ok adaptation, but I still prefer the original version.",Bah Humbug?,1482883200,,
74,5,True,"12 28, 2016",A2E3MAWWN0V14U,0005019281,{'Format:': ' Amazon Video'},Lori J. Simeone,I was getting tired of the same holiday movies that run every day at christmas.  I love this old movie.  Great to watch during the holidays!!  Me & my husband watched it on Christmas Eve.,Classic Christmas Movie,1482883200,,
75,3,True,"12 28, 2016",A2QYDYFWSRGIFB,0005019281,{'Format:': ' Amazon Video'},HLC51,Not what I expected.  Very low budget.,Wouldn't watch again,1482883200,,
76,5,True,"12 28, 2016",A29WW6MCV7IOVU,0005019281,{'Format:': ' Amazon Video'},Frank,Great movie,Five Stars,1482883200,,
77,5,True,"12 27, 2016",A1IK3U20MSQZLC,0005019281,{'Format:': ' Amazon Video'},PhineasPhil,Very well done!  Henry Winkler performed flawlessly!,A Great Adaptation of the Dickens Classic,1482796800,,
78,5,True,"12 27, 2016",A3CONMSD2RMG2C,0005019281,{'Format:': ' Amazon Video'},Lea,Very good. The best thing Henry Winkler EVER did.,Five Stars,1482796800,,
79,4,True,"12 27, 2016",A3GGZQN2H1EAEL,0005019281,{'Format:': ' Amazon Video'},LEONARD F SUTPHIN,good variation of a theme.,Four Stars,1482796800,,
80,4,True,"12 27, 2016",A2IIFOSPWO6NK,0005019281,{'Format:': ' Amazon Video'},GinaM,"A sweet movie with Henry Winkler ""The Christmas Carol"" genre.",Four Stars,1482796800,,
81,5,True,"12 27, 2016",ABJLL66NMY9ZG,0005019281,{'Format:': ' Amazon Video'},Dianne Henriksen,This is a classic scrooge movie but set in the 30's and I love Henry Winkler!,... scrooge movie but set in the 30's and I love Henry Winkler,1482796800,,
82,5,True,"12 27, 2016",AWGQYY31KHT13,0005019281,{'Format:': ' Blu-ray'},Donna Briery,Excellent inspiring movie!!!,Five Stars,1482796800,,
83,4,False,"12 26, 2016",AOY8P5URPRNUP,0005019281,{'Format:': ' Amazon Video'},William Hesseltine,Enjoyed this different twist to Dicken's tale.,Four Stars,1482710400,,
84,3,True,"12 26, 2016",ACER35NN2GG52,0005019281,{'Format:': ' Amazon Video'},Jack2,Interesting adaption of the scrooge story.,Different,1482710400,,
85,5,True,"12 25, 2016",A2064UKX4E89JT,0005019281,{'Format:': ' Amazon Video'},jean heyes,Good take off on the original.,Five Stars,1482624000,,
86,4,False,"12 25, 2016",A3TPAYBF2JECEX,0005019281,{'Format:': ' Amazon Video'},lana theobald,Liked,Four Stars,1482624000,,
87,5,True,"12 25, 2016",A2EYXS22PP3VYU,0005019281,{'Format:': ' Amazon Video'},Amazon Customer,always was a good movie,Five Stars,1482624000,,
88,5,True,"12 24, 2016",A1ILZAXSJCRLUA,0005019281,{'Format:': ' Amazon Video'},Don W. Brown,I am a Henery Winkler fan,Anything Winkler,1482537600,,
89,2,True,"12 23, 2016",A1L2DLWYRNHKDR,0005019281,{'Format:': ' Amazon Video'},Yiannis P,Pathetic reproduction of the Dickens classic. Interesting that the movie is particularly concerned with  the problem of people who lose their possessions to money lenders--corporations not unlike the ones which own directly or indirectly the media which present us with the American version of the Christmas carol.,Don't Bother: Read the News,1482451200,,
90,5,True,"12 22, 2016",A3826GI7UHI7SZ,0005019281,{'Format:': ' Amazon Video'},Danny E. Vidler,"I love this movie. Brings back memories to when I first saw it. Henry Winkler is wonderful as an American ""Scrooge"". It is set during the Depression of the 1930s. And ""tiny Tim"" is a young boy who has been hit with polio.",Henry Winkler Is America's Scrooge,1482364800,,
91,3,True,"12 22, 2016",AMIFEL38NDZP9,0005019281,{'Format:': ' Amazon Video'},froggy,Fleur bleu.,Three Stars,1482364800,,
92,4,True,"12 22, 2016",A2AYG2MTAHZ2L1,0005019281,{'Format:': ' Amazon Video'},Todd a brown,Worth watching if you like dickens,I love a good Christmas story...,1482364800,,
93,5,True,"12 20, 2016",A3KGJE4LQW0T2Q,0005019281,{'Format:': ' Amazon Video'},pei gimel yod,Since I love Henry Winkler this is an easy one to enjoy. Henry is such a great actor.,"Henry is a great ""Scrooge"" aka Mr. Slade.",1482192000,,
94,3,True,"12 20, 2016",A1HU6JEHAN7BZN,0005019281,{'Format:': ' Amazon Video'},Amazon Shopper,It's okay,Three Stars,1482192000,,
95,1,True,"12 20, 2016",A1A0ZTO3NSSQ1O,0005019281,{'Format:': ' Amazon Video'},TocyRN,Slow moving. Boring.  Never finished it.,Boring. Never finished it,1482192000,,
96,4,True,"12 19, 2016",AJS9MAOHDF6Z2,0005019281,{'Format:': ' Amazon Video'},Linda f. Moreno,I thought it was a good Christmas movie.,Four Stars,1482105600,,
