,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
9114,5,True,"06 1, 2014",A1U98C6PV9IBZA,B00J04F9LW,,Binkie,Great product. However it slowed down my pc with winVista sith 4gb RAM but worked well with my win7 computers.,Norton 360,1401580800,,
12131,5,False,"07 28, 2011",A1WKEAS58297E5,B01F7RJHIQ,{'Format:': ' DVD-ROM'},Amazon Customer,"To me, there isn't a lot that can be done to improve upon this Office Suite. It has everything we need to do schoolwork with the kids at home. We use the Word and Excel mostly. The only other program that would be nice to have is Publisher, but we rarely have a need for that with the kids' school work. A must-have for anyone with kids in school!",Another grea Office Suite,1311811200,,
337,5,False,"05 1, 2009",A3546LT0GSOAM0,B000050ZRE,{'Color:': ' 0.3823294459'},Joyce Ann Scofield,"I got a new home computer and was transferring files from my work laptop using my old 10T hub.  After over an hour, it was only one third of the way done. In frustration I bought this Asante switch.  Once I hooked up the Asante, the whole thing copied in 12 minutes!  At first I didn't believe it had actually copied everything.  But it was all there, just 25 times faster.  I should have got a faster switch years ago.",Amazing Speed,1241136000,2,
973,5,False,"07 12, 2006",A3TUWNDO2728F3,B000A6M8QI,{'Platform:': ' PC'},Lauren,Herinteractive! has done an outstanding job once again.  All of the new features they give you.  It gets better with every game.  This one definately blew me away.  How beautiful everything looks.  I've played it 7 times haha.  It never gets old.,THIS ONE TOPS THE CAKE!,1152662400,4,
6698,3,False,"03 31, 2013",AI5OR1HSYXCCL,B008S0IV9G,{'Format:': ' Software'},Steve Dietrich,"I am not a quickbooks wizzard but have used the product on several windows platforms before installing it on my new mac.  Based on my experience it lost something in the transition. We are seriously looking at putting the windows version on the macbook pro  in a windows partition.

It is hard to list all the items but some tasks that are very common seem to take more steps and are more complex.

I have checked with some of my MIT friends in business and they had the same reaction.

Buy with some caution and discuss with someone who actually made the transition.",Not the same as windows version,1364688000,,
1142,5,True,"12 10, 2013",AGB5Y8GBJRQ7S,B000EORV8Q,,Spd_Rcr,works and our AV guys love it people show up with laptops and need to connect plus you can have a secondary monitor as an output (we use it for PowerPoint),The Matrix lets you switch it up,1386633600,,
12103,1,True,"03 13, 2018",AQJTO7LONGZX6,B01F7RJHIQ,,Steve,Would not install: activation code not accepted.  Returned it.,MS Office Student would not activate,1520899200,,
10673,5,True,"01 1, 2018",A3847AOEXWW7FI,B00U7LCE6A,,ryobiguy,this was another one of the benefits of amazon...a very handy program that did not cost a thing for the basic version...thanks amazon and cc cleaner,good program,1514764800,,
1251,5,False,"05 27, 2008",A3RA7ZWPU69LZ7,B000EORV8Q,,S. Mayer,"I bought this video splitter for a work tradeshow - it was excellent! Plug in all your sources, push the power button to ON, and you're done. If only the rest of the electronics were that easy...",Works it does,1211846400,,
3418,4,False,"08 24, 2008",A1MD9AEU9C4WJN,B001AFD20E,,uniq,"This review is written by my 16-year old daughter who installed the software (with a little help from me) and started using it.

""The RosettaStone Version 4: French Level 1,2 & 3"" is a fun, engaging introduction to learning a new language.

The program comes with three corresponding Audio Companion CDs PER LEVEL, for a total of 12 disks of instructional software in one product. (The Audio Companion software can be downloaded to an MP3 player). Each Level has four different units, for each of which you practice Pronunciation, Vocabulary, Phrases, Speaking, and more. RosettaStones' unique feature is its use of ""language immersion"" as a teaching tool. The program shows you images and the corresponding French words for what is in the pictures. There is no direct English-to-French vocabulary translation (that I've seen thus far), and this makes learning the language more enjoyable and more natural. The graphics are very aesthetically pleasing as well.

The audio software is one of the best parts about this program. The product comes with a USB Headset Microphone, and the program uses voice recognition software for you to practice pronunciation. Better yet, you can record yourself saying the same phrase several times and then play it back to listen to your progress and compare your pronunciation to that of a native speaker.

One drawback to the program is that you cannot pause a lesson easily if you need to see something again. You have to wait until the end of the lesson and then go back to particular part of it, but this is a minor inconvenience that does not take away too much from the program's quality.

I've only begun to use RosettaStone, but I am very pleased with the product thus far and will continue to use it.""",Fun and natural way to learn foreign language,1219536000,,
9933,5,True,"05 30, 2015",A1QVQ7UJY4VASG,B00MYXTCIM,,Margie Read,"We have been using TurboTax for years and could not file our yearly tax return without it. We particularly like this version as it included 1099 prep which is a real monster without TurboTax. The price for this version is rather high, but it does simplify things. It includes one state which is satisfactory for our needs. The program won't do taxes for you without your careful l input, but since death and taxes are the only sure things in this life now, take this route",Don't sit down to do your taxes without it!,1432944000,,
8750,4,False,"02 18, 2016",A3283O32S1PCR5,B00FZ0E0HE,{'Format:': ' Software Download'},Lightning,"Webroot seems to work fine on my Mac computer.  I have decided to use Windows Defender on my Dell PC with Win 10.  I'm glad that Windows is finally giving its customers some help  with the awful problem of spyware and malware.
  Webroot seems to respond reliably to e-mail questions and they have an good Threat Blog.

  Get a Mac!",Good for Windows 10 Defender...,1455753600,,
510,5,False,"09 9, 2002",AYMD77ITD15PT,B00006F7S2,,Mindcrime,"I just upgraded my G4 667 dvi Powerbook to 10.2 from 10.1.4...OS X is a very good OS.
The powerbook is my first Apple and 10.2 make it the main computer I now use. I still have a desktop with XP Pro but I just don't use it as much anymore now that I have the powerbook and 10.2.
Compared to 10.1.4, 10.2 has a lot of nice new features for the general user as well as the experienced user. I love the ease of connecting to my XP machine and browsing any shared foldes I have setup. I never got this running under 10.1.4 but under 10.2 it was a breeze. The OS found the workgroup and allowed me to connect to the shared folders in no time. I also like Ichat, Itunes 3.0 and the new Sherlock. All of the applications offer ease of use and great functionality.
With OS X 10.2 I feel we are finally getting to the point where for the average user there will be no compelling reason to only think of Microsoft XP. OS X the and software that comes along with it or that you can buy does just about everything that average home user needs.
If you are a Mac user I recommend this upgrade, if you are a Windows user thinking of changing...now is the time.",10.2 Jaquar Rocks,1031529600,,
10346,4,False,"12 28, 2014",AWNBZSEZ9P8BE,B00OW2PJ5I,{'Platform:': ' PC'},Brian Connors,"Pinnacle Studio is probably best described as ""just about exactly what you'd expect in most respects"". It's fairly similar to Adobe Premiere in layout, so if you're used to that but don't want to either shell out for Premiere or step down to Premiere Elements, it'll be decently familiar (as functionality goes, it's smack in the middle of the two). I did find it a bit sluggish with a rather excessive collection of title and effects templates; it really is possible to have too much of a good thing, and learning to navigate the asset browser takes a little longer than I'd like.

Overall, the price is right, the learning curve isn't too bad, and although you won't rave about it, it works fine for basic to intermediate editing tasks.",Basically a sort-of Premiere clone at a discount,1419724800,,
4104,5,False,"09 16, 2009",AQH1SWR5HA413,B0026PEP5S,,Donnie Darko,"Over the years I have used just about every major brand name and some not-so-famous antivirus/spyware/adware programs.  While each of them has their pluses, I have found that they all tend to have problems as well that keep them from being the best.  Some work very well, but use up so much of your computer capability you are slowed down to a crawl.  Other let your system operate at an acceptable speed but don't seem to block problems.  The worst experiences I have had involves antivirus/spyware/adware programs that just seem to ""take over"" your entire operating system while it does it's thing, leaving you sitting there waiting for the program to finish it's work so you can finally get back to doing your work.  I found Vipre to finally reach that happy point where I am confident in my protection and absolutely don't notice any drop in working speed as the program does it's thing in the background.  It's results are seen, but it doesn't interfer with my productivity.  I have no reservations about giving this product a very favorable recomendation.  I am using it on my PC and both laptops and it's doing a great job for me.","Fast Working, Reliable AntiVirus Software",1253059200,,
3063,1,True,"04 12, 2015",A160SYE0A14IZ3,B00111DJQ4,{'Platform:': ' PC Disc'},Peter B. Tobin,froze up my computer but I got a refund no problem,ok,1428796800,4,
9169,5,False,"06 28, 2014",A1PI8VBCXXSGC7,B00JC5Y6WM,{'Platform:': ' PC Disc'},Lynn,"I love Corel WordPerfect & used it for several years before working with Microsoft Word.  In my opinion, WordPerfect is more intuitive & easier to use than Microsoft Word.

The Office X7 Standard version has everything you will need for home, home office & student use; as a matter of fact, it might have more than you need. In some cases either WordPerfect Office X6 or X7 Home & Student might be all you need.  However,&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/WordPerfect-Office-X7-Standard/dp/B00JC5Y6WM/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">WordPerfect Office X7 Standard</a>&nbsp;also includes Roxio Secure Burn  & eBook Publisher; these features are not found in the Home & Student versions.

If you're new to word processing programs, you can get help by clicking -Help- -Reference Center- then choosing the topic you need help on. In addition to the 'Reference Center', There are several more 'Help' options, such as: CorelTUTOR, Corel on the Web, help with Macro Commands & even, Microsoft Word Help.

There are helpful YouTube videos too. I just watched one which shows how to create interactive PDF forms; it's titled ""WordPerfect Office X7 PDF Forms Features"". Another informative YouTube video: WordPerfect Office X7 Webinar (about 26 min.in length)

To save a document in another format, choose the 'File' menu > 'Save As', > 'File Type'.
To save a document in PDF format, choose the 'File' menu, then scroll down to 'Publish to PDF...'

WordPerfect Office X7 Standard includes:

 WordPerfect X7
--Create high-impact documents, letters, labels, cover sheets, brochures, resumes & more.
--Open, edit & create Microsoft Word files, including OOXML (.dox)
--Use Reveal Codes for hassle free formatting
--Open a PDF, edit in WordPerfect, resave as PDF or convert into other formats

 Quattro Pro X7
--Create spreadsheets for budgets, invoices, receipts, expense reports & more
--Open, edit, & create Microsoft Excel files, including OOXML(.xlsx)
--Organize, analyze & share data to work

 Presentations X7
--Create slideshows, proposals, demos & interactive
--Open, edit & create Microsoft PowerPoint files, including OOXML (.pptx)

WordPerfect Lightning (all in one digital notebook)
--Take notes & gather text & images from a variety of sources (documents, emails, web pages & more)
--Reuse your content by exporting to a WordPerfect or Microsoft Word document, sending to an email or posting on a blog.

WordPerfect eBook Publisher
--Compatible with Nook, Kobo, Kindle, & Sony.
--Add chapters, photos & color fonts, then preview your eBook on different devices.

Roxio Secure Burn
--Password protect & encrypt your content so  information remains private & confidential.
--Easy to use drag & drop user interface

Also Includes:
900+ TrueType Fonts
10,000 Clip art images
300+ Templates
175+ Digital Photos
Graphics bitmap editor & drawing application
Project Designer
Batch Conversion Utility to convert Microsoft Word documents to WordPerfect documents
Brainstorm Training Videos

A free WordPerfect 7 iPad app can be found in the iTunes store.

PDF:
I really like the idea of being able to open a PDF, edit it in WordPerfect, then resave as a PDF or convert it into other formats. (I'll admit that I've been trying to edit a PDF file for the purpose of this review, but I haven't been successful in opening one up for editing yet. I'm going to keep trying though & get help from the 'Learn More' button on the PDF Import pop-up)
I also like the new PDF Form feature for creating fillable PDF forms.

##########
For questions concerning how many computers can use this program at any give time & questions for using WordPerfect Office X7 Standard  on a network, See below:

Copied From the EULA
""Unless you have a written agreement with Corel providing for additional Use, the below agreement gives you permission to install and Use one (1) copy of this Product on one (1) computer or electronic device at any given time as set out in more detail below.""

""To deploy WordPerfect Office X7 to a network, please refer to the ""WordPerfect Office X7 Deployment Guide."" A copy of this guide is included with your purchase of a volume (multi-seat) license of WordPerfect Office X7. For more information, please contact Corel's Licensing Department, your sales representative, or Corel Support Services at [...].""
##########

This is a great program, which I find easier to use than Microsoft Word.  However, it is on the pricey side & you might not need all the features. In that case WordPerfect Office Home & Student X6 or the newer X7, might work for you.","Word Perfect Office X7 Standard, an impressive productivity suite....has an iPad app, too",1403913600,,
6589,1,True,"12 10, 2012",A15R9AHDDZSJ44,B008H3SW4I,{'Format:': ' Software'},Zito Medeiros,Upgraded to Windows 8 from a very stable Windows 7 systematic.  Now my computer constantly crashes and is plagued by several issues like I cannot shutdown without using the power button.  I feel like i am a beta tester.,This may be even worse than Vista,1355097600,8,
1220,5,True,"11 10, 2009",A28P7QWA1FUEHP,B000EORV8Q,,S. Moffett,"I have owned the NV+ and this NVX is much better, read much faster.  It validated all the new disks I bought and said two of them were bad even though they worked in a PC.  It is very quiet and does not take much power.  Software is very versatile - lot of options and the web interface is very straight forward.  5 year warranty is also appreciated.",NVX much better than NV+,1257811200,,
9113,4,True,"06 13, 2014",A1MH90R0ADMIK0,B00J04F9LW,,Tommy A. Bird,"Right now this is all the antivirus I have on my laptop. I get better protection from this than I did from iobit. Amazon has outdone itself with this free offer. I buy a lot from Amazon and find the whole company great, especially the freebies.",It's worth more than I paid for it! (That's a joke.),1402617600,15,
601,1,False,"07 22, 2005",AGTO21BHY08LF,B0001F0XHE,,scottls1,"I'm a software tech., and regularly run ""several"" anti-spyware programs. The older versions of SpySweeper, caused problems...!

I really like the newer 4.5 version (read my review on tips...).",New SpySweeper 4.5 works GOOD!,1121990400,6,
12784,2,True,"11 30, 2017",A2DKUVUY6M48YF,B015SWVD3M,,Shilo Agee,Was not what I expected,Two Stars,1512000000,,
633,5,False,"12 29, 2015",A3K082UB8PHLO5,B0001FS9NE,,Joseph Matthews,"OK here is the deal...  I got this 2 in 1 i5core/ 6GB/ 1TB hard drive machine on Christmas eve 2015 and it was unbelievably slow. I had to wait about 15 seconds to see a row of my pictures, downloads took extremely long, YouTube videos buffered at lease 10 times in one minute, updates kept popping up every time I turned this machine on. I began looking into replacing my NEW hard drive with a newer SSD hard drive and I was getting extremely stressed and pissed off. I mean, my girlfriends 5 yrs old $300 HP laptop was faster, so I called Asus tech support 1-888-678-3688. They talked me through a hard reboot and, ""OMG!"" This is the fastest computer ever! I don't know if it needed a factory update or what, but it is really fast. I can go on Netflix, YouTube, listen to music, watch picture, and surface yahoo news, with no buffering or delays.",OK here is the deal... I got ...,1451347200,,
2227,3,False,"05 2, 2008",A3M1PA1C98XNGN,B000Y7Y6IQ,,Elizabeth Slater,"I tried using this for my home business, but my business is too small for it to be effective.  This product is definitely meant for something with a few employees and more input and output flow than what I do.  I did notice that it took up a lot of the memory and slowed down my boot up considerable, though.

So I would recommend this product to someone who has a medium size business from home with an up-to-date computer system that can afford monthly fees to additional services like Paypal.","not for me, but maybe someone else",1209686400,2,
12478,3,True,"01 12, 2016",A2BABMIJ37TYCT,B003PDMNCC,{'Format:': ' Software Download'},MBM,"Hard to keep up with MINT, which is free",Three Stars,1452556800,,
11174,5,True,"09 18, 2016",ABCPOCM2C65RM,B0144BWWTW,,M. Hills,works great,Five Stars,1474156800,,
5486,5,True,"02 3, 2013",A3UY1P48GDB2TQ,B004Y8MKZM,{'Package Type:': ' Standard Packaging'},John Cook,Great product Use it every year I use no other product except kaspersky would consider no other product o the market,Kaspersky,1359849600,,
6022,4,False,"03 20, 2012",AHS6PX6H22WW1,B005HTIWJ0,{'Format:': ' CD-ROM'},H. Wang,"I have been making home videos for years. I used VideoStudio 7, 9, X1, X2 plus, X3 Plus, and now X4 Ultimate. I also tried digital video softwares from Pinnacle, Roxio, Adobe Premiere. However, Corel software beats them for stability and easy of use. The Adobe Premiere is a great software, but it's overwhelming and overkill for most of us. In general, Corel's VideoStudio is less frustrating than any other softwares.

From product line point of view, Corel VideoStudio has all the basics, not a lot of bells and whistles that are hard to learn. The basic functions are easy to use and intuitive. You use the timeline to place video clips, then add transitions, background music, titles. After you are done, it can be easily exported to YouTube, FaceBook, Flicker...etc. Or you can burn your own DVD, or Blu-Ray disks.

Once a while, bad batch did occur (like Microsoft's Vista), the VideoStudio X3 was slow and crashed a lot. The VideoStuido X4 has significantly improvements. It integrates the disk authoring tool. So I don't need to run separate tool to burn DVD or Blu-ray disk. Also, VideoStudio X4 is extremely stable....I haven't run into any crash after several home video projects.

However, editing HD videos requires a very very powerful CPU, this is especially true if you are dealing with the highly compressed AVCHD videos. My system configuration is: Core i7 processor, 12 GB ram, Window 7 64-bit, 1GB video card, two SATA-2 drives. I have no problem to advance AVCHD videos frame by frame for precise editing, or to fast forward AVCHD videos for quick preview...etc. Also, the rendering time is fast. During rendering, my CPU usage can go up to 90%. If you feel frame drop, out-of-sync between audio and video, color bleaching, software is slow to response to mouse clicking, video editing process is not smooth...etc, before blaming VideoStudio software, you may want to check your hardware system first.

Here is one trick I learned from Video Magazine. While running the VideoStudio with you main hard drive (like C-drive), you should put all video files (both the video input files and video output files) in a separate hard drive. Doing so can ensure a better system performance. With my system, if I put all the video files in the C-drive where the main program resides, from time to time, the VideoStudio program will still hang (not response to your mouse) for couple of second (not crash). This hanging problem goes away once I put all videos files at a separate hard drive.

So far, I have done 4 home videos and created 4 AVCHD disks. I am very happy with the latest VideoStudio X4.

By the way, they don't include the bonus winZip pro software in the package. You have to download the winZip pro software from their web site. But the provided key does not work with the download winZip pro. I take 1 point out due to this.",Solid video editing tool. It DOES not crash.,1332201600,3,
6002,4,False,"04 5, 2013",A3OKH5G69MS8D9,B005HTIWJ0,{'Format:': ' CD-ROM'},JRH,"My use of the Corel VideoStudio product if fairly limited to just simple home movies, editing, and stitching video clips together. I never had the time to get to the more advanced capabilities. For those features that I used, I found the software quite easy to get started without having to resort to long reading of the instructions. Basically, I was able to finish the projects I started in a very satisfactory manner without investment of large amounts of time. The combination of good results and easy usage is important to me. The availability of advanced features is also important, if I ever get around to using them. Bottom line: Corel VideoStudio is a good product at a reasonable price.",Works well for beginners and more advanced users,1365120000,,
12754,5,True,"07 18, 2017",A1SE0LK82QXOGZ,B00W8DIFCM,,Starfleetguy,Great,Five Stars,1500336000,,
