,Unnamed: 0,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image,review_clean
10,10,5,True,"06 12, 2017",A2VRQ8RNTKY1XT,B00005N7QC,Barbara M. Fox,I love glamour mag. I have read it for over 25 years. The articles are most always good and some of the clothes are beautiful.,Great magazine,1497225600,,{'Format:': ' Kindle Edition'},,glamour year beautiful good mag article read clothes always love
11,11,4,False,"10 17, 2003",AQ8DU6XVA3USJ,B00005N7OV,Alejandra Vernon,"This magazine has a lower cover price than some of its competitors, and makes up for it with a massive amount of ads. A few ads contain coupons, for those that like to cut those little things out (unfortunately they are hardly ever for anything I want !). The paper is also a lot thinner than the higher priced home/garden publications, and the photographs do not reproduce that well on it. On the bright side, there are many nice d&eacute;cor ideas, and simply terrific recipes. Taking the October 2003 edition as an example, Fall colors and produce are the theme. It has some ideas on how to display gourds, and an article on a community pumpkin patch, from the June planting by 140 neighbors and friends in a 6000 square ft. area, to harvest time. There are numerous articles on remodeling, ""Foolproof Potted Plants"", on the joys of having hardy succulents in your home, and a lovely piece with lots of photographs on actor Peter Strauss' gorgeous Ojai, California garden. The best article of all, is ""The Magic of Soup"", and some of these recipes are so good they might end up in your family for generations. They are simple to prepare, with easy to find ingredients, and will make a healthy, hearty meal for those frosty days ahead. Also included with the recipes is the preparation and cooking time, and nutritional statistics. As someone who writes a lot of notes and cards, I appreciate the final page which is about letter writing, and how this vanishing form of communicating is good for the soul. All things considered, this magazine gives good value, and is meant for those of us who do not live in a mansion or have hours to devote to a single recipe.",cluttered but nice,1066348800,27.0,{'Format:': ' Print Magazine'},,fall nice price soul d&eacute;cor prepare card magic edition lovely amount bright find frosty soup cook like theme ever california value harvest mansion hour pot ft writes simply someone take might write joy plant garden area lot nutritional coupon many devote simple communicate note june color statistic pumpkin magazine unfortunately publication actor letter friend little ideas thing consider hearty include square page lot article reproduce cut live home good give single gorgeous day price hardly generation higher want competitor display time terrific vanish paper produce plant also thinner recipe ahead home/garden patch form easy foolproof meal numerous strauss contain side make massive ingredient community appreciate photograph piece ojai succulent best article mean cover peter recipe end make hardy gourd well example remodel neighbor october final preparation anything ad low family healthy
12,12,5,False,"07 16, 2002",A2JJGIJI8X6KRS,B00005N7OV,Psboston7,"Having the honor of being one of those people that subscribe to numerous magazines, I find that I am the perfect person to review the subscriptions because I was getting such a large amount to my door. I have kept Better Homes and Garden because it is consistent with it's articles, gardening hints and recipes (both pratical and precise). This one is well worth the money, and I know it isn't as expenisive as some of the others that I subscribe to. I also would recommend ""Country Living"" and ""House & Garden"" in addition to this one. Happy Reading",You can never go wrong with this one,1026777600,2.0,{'Format:': ' Print Magazine'},,know kept consistent pratical subscription numerous house read large door worth person addition find amount country article money magazine well happy gardening recipe would recommend live expenisive people hint precise one well also get honor perfect subscribe others home garden review
13,13,5,False,"12 30, 2001",A281NPSIMI1C2R,B00005N7OV,Rebecca of Amazon,"If you are looking for ideas for that next decorating project, more than likely you can find at least one article each month to inspire you. With a focus on friends and family, gardening, interior design, building, family matters, flood, good health and shopping, you can't go wrong!  I like the ""Yours for the Asking"" section where you can send away a postcard for more information instead of contacting each company.  For mom's, the ""kids project"" section will be amusing and your kids will love the ideas.  The cartoons are also cute and I had to laugh at the one that said: ""Of course I love you. Didn't you get my fax?""  Something about the pictures in this magazine always remind me of a bright sunny day. The open kitchens and lush gardens are just a treat to see.  The recipe section really has a personality all of its own. The ""Petite Caramel Apple"" recipe they had in the September 2001 issue was so adorable!  I look forward to every issue!  ~The Rebecca Review",Essential for Decorating Tips!,1009670400,5.0,{'Format:': ' Print Magazine'},,inspire send laugh away apple month find bright personality ask lush like say decorate project section september health matter open next cute least can't get mom's treat flood building garden interior something rebecca magazine fax contact friend idea really course one caramel shopping love issue article wrong likely company good kitchen design adorable focus garden information also recipe see remind day forward kid petite sunny postcard instead look cartoon go always amuse every look family picture review
14,14,5,False,"06 14, 2002",A281NPSIMI1C2R,B00005N7RD,Rebecca of Amazon,"I buy this for my husband because he never thinks to buy it for himself since he hates shopping. But anyway, it has articles to help him at the gym, health information from a guys perspective, and workout routines he can adapt for his own use.  I find it entertaining and there is always something you can learn about the way men think and react to situations.  A magazine with a real personality.  ~The Rebecca Review",Women buy this too...,1024012800,16.0,{'Format:': ' Print Magazine'},,routine review situation adapt never something use find workout personality since rebecca real way article learn magazine help men gym information entertain buy hate always shop guy health anyway think react think husband perspective
15,15,4,True,"04 15, 2017",A3AFOX1G1FZ3CC,B00005N7Q1,Scott Burns,"I love the magazine, but the sale adds are starting to take up half the magazine.",Four Stars,1492214400,,{'Format:': ' Print Magazine'},,add half sale love start take magazine
16,16,5,False,"04 14, 2016",AXH102X1MH953,B00005N7QC,Amazon Customer,love my magazine,Love it,1460592000,,{'Format:': ' Kindle Edition'},,love magazine
17,17,5,True,"04 13, 2015",A1COZPXWL7Q7WJ,B00005N7QC,Christopher Snell,Fun,Five Stars,1428883200,,{'Format:': ' Print Magazine'},,fun
18,18,5,True,"03 12, 2018",A3MQ98LDJDY2V5,B00005N7RD,JanLayMay,Great articles .. i like looking at the photos. They are inspiring. Nice variations on same old workouts,Motivational,1520812800,,{'Format:': ' Print Magazine'},,great inspiring nice variation photos look workout article old like
19,19,5,True,"02 22, 2018",A1CCUTTNJJRWLQ,B00005N7RD,Amazon Customer,It's a man thing,It's a man thing,1519257600,,{'Format:': ' Print Magazine'},,thing man
20,20,5,True,"02 9, 2018",A346KIAJ2MI38D,B00005N7RD,Unicorn Mom,"Husband loves the magazine! Lots of good info, can be repetitive but maybe sometimes we need those reminders",Great guy magazine,1518134400,,{'Format:': ' Print Magazine'},,info need love maybe reminder husband good repetitive sometimes lot magazine
21,21,5,True,"03 23, 2018",A1SYEK1CRS9FAA,B00005N7OV,Nancy Wahlen,Another great magazine. Once again I have not received my magazines since I moved. I put in a change of address.,Another great magazine. Once again I have not received my ...,1521763200,,{'Format:': ' Print Magazine'},,change great since magazine magazine move address put another receive
22,22,5,False,"01 3, 2014",AQ2S1QAI4R2V6,B00005N7QC,Mindyx,"For me, Glamour magazine is one of the best mags on the market today because it always contains up-to-date information in well-written articles accompanied by great photos.",Great Mag!,1388707200,,{'Format:': ' Kindle Edition'},,glamour photo well-written today great best contains article mag magazine information market one always up-to-date accompanied
23,23,5,True,"02 28, 2013",AXV3OJG9BZ2JW,B00005N7QC,DoomsDay3,"The item came in excellent conditions, well packed, very nice NEW, no defect, as i expected. . . . .",great,1362009600,,{'Format:': ' Print Magazine'},,well excellent expect nice pack new condition item defect come
24,24,5,True,"01 17, 2018",ASU7EOBD3Y4BV,B00005N7OV,Miss Betty,Bought as a gift,Bought as a gift,1516147200,,{'Format:': ' Print Magazine'},,gift buy
25,25,5,True,"01 16, 2018",ATHNAXRXSQJKC,B00005N7OV,somewhere in time,My sweetheart loves that magazine,Five Stars,1516060800,,{'Format:': ' Print Magazine'},,sweetheart love magazine
26,26,5,True,"03 1, 2018",A1H2S3M1B3F5AX,B00005N7SC,&amp;quot;Oma&amp;quot; Luben,Grandchildren read and talk about it.,Five Stars,1519862400,,{'Format:': ' Print Magazine'},,grandchild talk read
27,27,5,True,"12 30, 2016",A3JBIT148KIFBY,B00005N7Q1,ufgatormom,great deal for my office,Five Stars,1483056000,,{'Format:': ' Print Magazine'},,great office deal
28,28,5,False,"02 7, 2018",A18X3E6V8DGIDZ,B00005N7SC,gatormum64,Great gift for the science lover. Good variety of articles and pictures. Awesome for new technology thats ever changin,Good read,1517961600,,{'Format:': ' Print Magazine'},,great science ever changin picture new good thats technology awesome gift variety article lover
29,29,4,True,"10 28, 2017",A14TR6YD2W23A3,B00005N7OV,D Dee,"I've always enjoyed having an ""easy read"" magazine around the house. I can flip through it while watching TV, etc. I have subscribed to several Amazon magazine deals, and have had no problem turning off the ""auto subscribe"" choice. We'll see if I have the same luck here. The only reason this didn't get 5 stars was because this mag has a lot of info for parents & about kids. I'm retired, so it doesn't apply to me.",Great daily deal,1509148800,10.0,{'Format:': ' Print Magazine'},,info tv get subscribe several we'll luck reason house kid mag problem watch choice parent i've amazon i'm around enjoy turn magazine read retire stars auto deal etc always lot apply subscribe see easy flip
30,30,5,True,"10 28, 2017",A1CKHSVHDVTKFT,B00005N7OV,duraid makhay,For any living space.,Excellent magazine,1509148800,,{'Format:': ' Print Magazine'},,space living
31,31,3,True,"10 26, 2017",A1LUTC4A8E99WF,B00005N7OV,Amazon Customer,"Lots of ideas, decorating, recipes",Great,1508976000,,{'Format:': ' Print Magazine'},,decorate recipe idea lot
32,32,5,True,"05 7, 2009",A215WH6RUDUCMP,B00005N7QC,JDuB,"I get a lot of magazines.  A lot.  Very few get read through completely for obvious reasons; time, many other mags to read, not interested in ALL the content.  This is one I read through each and every month, along with Parents, TV Guide and Readers Digest.  It has great articles that appeal to almost everyone, humor, great advice, etc.  I really enjoy it and usually read it as soon as it arrives!",One of my Favorite Magazines,1241654400,,{'Format:': ' Print Magazine'},,tv get soon guide many month reason parent great enjoy advice almost article mag along interested magazine time read reader content arrives really obvious one etc usually lot completely every appeal digest humor everyone
33,33,3,True,"11 26, 2015",A1APD0GQAENV32,B00005N7RD,Dave L.,I think I'm not into fitness enough to warrant having a Men's Health subscription but it's great for those who are into fitness.,Men's Health review.,1448496000,,{'Format:': ' Print Magazine'},,men's enough great i'm subscription warrant health think fitness
34,34,3,False,"08 13, 2006",A3EAMIMS5I3L22,B00005N7QC,Magazine Diva,I suggested on my site to share the subscription price with a friend. This mag has a few good ideas but no exactly on the pulse of my life.,The Magazine Diva says.......,1155427200,,{'Format:': ' Print Magazine'},,good mag price subscription life idea friend share site exactly suggest pulse
35,35,5,True,"06 20, 2017",A38YE3LNT90GVO,B00005N7OV,pat,One of my favorite magazines,Five Stars,1497916800,2.0,{'Format:': ' Kindle Edition'},,one magazine favorite
36,36,5,True,"07 12, 2015",A2JWK70SOWNANV,B00005N7RD,Chris,super cheap subscription and easy to read layout on my kindle fire hd,love it,1436659200,2.0,{'Format:': ' Kindle Edition'},,subscription read super kindle hd cheap layout fire easy
37,37,4,False,"06 15, 2015",A1JZFGZEZVWQPY,B00005N7RD,Professor H,"This is not a perfect magazine. For one, I was a charter subscriber when it first came out. I get the print and iPad edition. That has been awhile. While I have gotten older the magazine has stayed stuck at the same age. While I am now in an older demographic that its numbers are huge, it is pretty much ignored now. Surely I am not the only fifty year old guy in good shape, or who is interested in being and staying that way. Maybe a mens health plus. Anyway you get used to that sort of thing. One reviewer said all you need is one year of this magazine and it will cover everything. That could be true sort of, but I like it for the ideas, motivation, and it has some really cool food stuff, and recipes. I get mens health, and I got womens health for the misses. The stories and info do not overlap. Most times I find womens health a better magazine. Womens health also suffers from the agest problem. They think their readers don't get older. If they follow their magazines fitness programs they should get older.. right?",Mens Health,1434326400,2.0,{'Format:': ' Print Magazine'},,age agest stay stuck much edition maybe find way like come say true reviewer program could need perfect health think fitness time get follow shape thing problem magazine interested well print huge food idea really overlap suffers one number right subscriber good use first demographic stuff cool awhile magazine sort reader get motivation stay everything fifty also anyway info story miss plus gotten woman ignore men old ipad cover recipe charter year older surely guy pretty
38,38,4,False,"02 10, 2005",A1G69BQLIUMWPN,B00005N7QC,cassidrm,"I love Glamour!  This has to be my favorite magazine of all times!  Granted the ads drive me nuts but I love the Do and Don'ts and all the clothes.  I am a shopping mogul!  This magazine is great for showing new trends and I love layering and almost always they are showing new ways of layering clothes and teaching you how to wear your clothes in a different exciting way.  I also enjoy the articles and life lessons as there is always something that I am interested in.  I read Glamour almost from cover to back!  I rarely skip articles!  If you like fashion and just articles on every life issues this magazine is for you!  **I have noticed a change over the last year in the magazine, but it is not terrible.**",A great magazine!,1107993600,,{'Format:': ' Print Magazine'},,glamour drive enjoy way like clothes layer skip way mogul grant lesson time last wear favorite change something great different teach rarely magazine interested read don'ts love shop new back show nut terrible almost exciting issue also fashion article cover life year trend always notice every ad
39,39,5,True,"05 10, 2015",A3B6OPMZQ9DIO4,B00005N7RD,SAS Afficionado,Excellent content and diversity in material,Five Stars,1431216000,,{'Format:': ' Print Magazine'},,excellent content material diversity
40,40,5,True,"03 23, 2017",A3EY1L8WLP10YZ,B00005N7OV,Darci Whitaker,happy grandmother,Five Stars,1490227200,,{'Format:': ' Print Magazine'},,happy grandmother
41,41,5,False,"11 12, 2001",A1T17LMQABMBN5,B00005N7QC,Caf Girl Writes,"I have subscribed to Glamour every year! I love the features about careers and relationships most -- although I also do love the beauty and fashion columns. Women in their twenties and thirties should all read Glamour. It is smart, sassy, sexy and entertaining! Subscribe today!",I suscribe to this magazine every year!,1005523200,5.0,{'Format:': ' Print Magazine'},,sexy glamour fashion subscribe relationship woman today career beauty although read sassy entertain smart twenty year also love column every subscribe thirty feature
42,42,5,True,"09 7, 2016",A3FEYXRV33UQU3,B00005N7Q1,the mad Frenchman,FUN TO HAVE EVERY MONTH,Five Stars,1473206400,,{'Format:': ' Print Magazine'},,every fun month
43,43,1,True,"01 5, 2017",A14VG00P4LF96L,B00005N7OV,Harvey Keck,Nothing but ads,Feh!,1483574400,11.0,{'Format:': ' Print Magazine'},,nothing ad
44,44,5,False,"12 28, 2016",A1FEDK55GMLSV,B00005N7OV,Sunberry,Had a subscription for many years. Never disappointed. Beautiful pictures.,love it,1482883200,,{'Format:': ' Kindle Edition'},,never subscription year disappoint beautiful many picture
45,45,5,True,"12 10, 2016",A2KGI1OPBP7UNJ,B00005N7OV,Suzanne Smith,"I like this magazine, and it has lots of helpful articles on everything from baking to rated cosmetics.",Five Stars,1481328000,,{'Format:': ' Print Magazine'},,bake rat magazine cosmetic lot helpful everything article like
46,46,5,True,"10 7, 2016",A1WIVRB7HVZICJ,B00005N7OV,Rick D.,A,Five Stars,1475798400,,{'Format:': ' Print Magazine'},,
47,47,4,True,"06 21, 2016",A2NSEIMPXOLKSO,B00005N7OV,RSK,Great ideas for decorating.,Four Stars,1466467200,,{'Format:': ' Print Magazine'},,decorate idea great
48,48,5,True,"07 24, 2016",A2CUT3CM3IPFFW,B00005N7Q1,Jack Roberts,Good price. Great magazine.,GOOD DEAL,1469318400,,{'Format:': ' Print Magazine'},,price good great magazine
49,49,5,True,"01 31, 2016",A1HV7PFWWGX2K3,B00005N7OV,Amazon Customer,Excellent!,Five Stars,1454198400,,{'Format:': ' Print Magazine'},,excellent
50,50,5,True,"09 4, 2014",A301ZGFMBFN8UX,B00005N7RD,G. Lane,Great Magazine that is full of tips and articles about guy stuff!  I learn something with every issue and it helps me keep up to date in this fast paced world we live in!,Great Magazine!,1409788800,,{'Format:': ' Print Magazine'},,help live tip something great stuff full learn article magazine date world issue every keep pace guy fast
51,51,4,True,"12 29, 2015",A2OTUWUSH49XIN,B00005N7OV,DaleDK,I always find something I like in this magazine,Four Stars,1451347200,,{'Format:': ' Print Magazine'},,something always find magazine like
52,52,5,True,"12 13, 2015",APWZCNE81SMPW,B00005N7OV,Donna Ani,good value for your money if you still read paper mags,great,1449964800,,{'Format:': ' Print Magazine'},,read value still good money mag paper
53,53,5,True,"09 12, 2015",A168R2UBJO6Q7K,B00005N7OV,wyominggal,I love the magazine and the price is right...When I am done with it; I pass it on to my mom and she passes it to her neighbors....Thank you much for having such a great magazine....We all enjoy it....,A really great magazine....,1442016000,,{'Format:': ' Print Magazine'},,much great pas price enjoy magazine mom magazine....we neighbors....thank do love right...when pass
54,54,5,True,"06 21, 2016",A1A81SEFIT63PB,B00005N7Q1,Joan M. Peterson,"The Handyman magazine is both my husband's and my favorite wood magazine!!  It not only contains some patterns, it has a lot of articles:  tips on how to make things work better, tips on cleaning things like brushes.  It contains a lot of information that both my husband and I use weekly in some way or another!!  My subscription is good through 2023!!  Love it!!  Thank you!",Great wood magazine!!,1466467200,,{'Format:': ' Print Magazine'},,wood favorite good make tip use work husband's way handyman contain article magazine like good subscription brush information thing another love pattern lot weekly thank cleaning husband
55,55,5,True,"06 19, 2016",A3J5VEQ4VDUS2F,B00005N7Q1,MacKelly,very resourceful!,Five Stars,1466294400,,{'Format:': ' Print Magazine'},,resourceful
56,56,5,True,"07 17, 2015",A37769B3IC2VWC,B00005N7OV,amymcg,"this magazine has definitely had some updates in the last few years, and the style and projects are great. Their website also features some fantastic guest writers/bloggers. I would recommend if the styles featured are your style.",updated for the times,1437091200,,{'Format:': ' Print Magazine'},,year definitely great writers/bloggers style update project magazine would recommend fantastic feature website also style guest feature last
57,57,5,True,"07 4, 2015",A1G6396T44I72M,B00005N7OV,Rodney Walker,Very nice magazine with great articles!!,Five Stars,1435968000,,{'Format:': ' Print Magazine'},,great nice article magazine
58,58,5,True,"06 29, 2015",AAZV7DET3J15U,B00005N7OV,Frugal Shopper,Its a mag,Five Stars,1435536000,,{'Format:': ' Print Magazine'},,mag
59,59,5,True,"03 15, 2013",AXV3OJG9BZ2JW,B00005N7RD,DoomsDay3,"Great Packing, Good Shipping time. All as expected.",Five Stars,1363305600,,{'Format:': ' Print Magazine'},,time expect great shipping good packing
60,60,5,True,"05 31, 2017",A1UFMGEZGL7ASQ,B00005N7SC,Jeffrey L Brazier,Quickly shipped. Loved this item,Loved this,1496188800,,{'Format:': ' Print Magazine'},,love shipped item quickly
61,61,5,True,"05 1, 2015",A2EWTO7MMG82OD,B00005N7OV,chocoholic,Nice magazine for great ideas in home and my garden!!!  A bit too much advertising...... But otherwise enjoyable,My better home,1430438400,,{'Format:': ' Print Magazine'},,enjoyable nice home much great otherwise bit advertise garden magazine idea
