,Unnamed: 0,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,image,style,review_clean
10,15415,5,True,"11 2, 2014",A3D7079PVMW0ND,B0014CZ0TE,redart,Great product,This is my favorite cling wrap,1414886400,,,,product great
11,33618,5,False,"09 26, 2014",A1FX8M51XCUVMZ,B00IB18TIA,Jose Via Vitae,is on a good price at amazon and its do the work.,Very good.,1411689600,,,,work amazon price good
12,136907,5,True,"09 14, 2018",A2WIGE9IHS1O15,B01FUGUXC8,CammyV,One of my favorites. Always a great pick.,Always a great pick.,1536883200,,,,one always great favorite pick
13,45608,5,True,"03 30, 2017",A22GULFWJZWFPF,B00NAZ532W,J. S.,Viva has always been my favorite paper towel.  It is very durable and cleans up messes well.  The softness makes for good napkins too.  The Viva I bought through Amazon seems to be the same quality as I buy in the local stores.  So I will definitely be buying again.,Perfect paper towels,1490832000,,,,local clean favorite durable good bought seem definitely buy amazon store mess make towel buy paper well softness always quality viva napkin
14,20239,4,True,"04 23, 2015",A3EV58S4ZC65ST,B0014CQAZW,Is,Great deal through Pantry. Toothpaste works great.,Great deal & toothpaste,1429747200,,,,toothpaste great pantry work deal
15,25690,5,False,"07 2, 2016",A35Q0RBM3YNQNF,B00HZYE7IK,M. Hill,"Crisp accurate orange flavor and a significant amount of carbonation make Fanta Orange a satisfying choice. Next to ice tea, I consider this a perfect summer drink. While lemonade can be too acidic and may stomach discomfort, this orange soda has the bright taste of citrus without the potential for organ damage.  Prices vary so I watch and wait until comparable to my local stores. This twelve pack from prime pantry arrived at my door in perfect condition.",Fanta Orange Fridge Pack Twelve Count,1467417600,,,,organ local arrive ice summer pack pantry consider tea make vary wait flavor soda comparable door choice taste amount lemonade bright satisfy accurate acidic prime price orange watch store without fanta condition stomach carbonation damage twelve drink discomfort significant citrus potential crisp perfect may next
16,22425,5,True,"05 16, 2015",A3K3T0MJRZVWWP,B0014D5L2O,garbo,delicious  love them  and great in carrot salad even in regular salad and colesaw,delicious love them and great in carrot salad even in regular ...,1431734400,,,,regular great salad love carrot delicious colesaw even
17,132005,1,True,"07 22, 2016",A164WXVOK380VH,B0122K9NL2,Rholm,"I have a little boy and ordered this because it seemed to be a unisex product. However, the bag that I received has purple and pink butterflies on it and is very feminine. It's not a big deal. But I am a little disappointed because it's not what I expected/thought I was ordering.",But I am a little disappointed because it's not what I expected/thought I was ordering,1469145600,,,,feminine pink big butterfly disappoint purple unisex order seem however boy little bag product order deal receive expected/thought
18,46153,4,True,"12 17, 2017",A3S3QIR1UTAGY4,B00NAZ5JQ2,Diane,nice product.  Soft and durable.,Good,1513468800,,,,soft product nice durable
19,122142,3,True,"08 16, 2016",A1R8YC4QUZQIAB,B000VDT1YC,Rumae,does add flavor to food dishes,Three Stars,1471305600,,,,add food dish flavor
20,83097,5,True,"01 31, 2017",A107652KJ8BTTN,B00X3G9Y0U,Moh,Gift,Gift,1485820800,,,,gift
21,90018,5,True,"05 29, 2017",A2WZMBKZILC20T,B010DS00Y4,Christer,This is a great deal. I used them for vocabulary cards. I wrote the word on the blank side then the definition on the lined side. It worked out really nicely.,This is a great deal. I used them for vocabulary cards,1496016000,,,,definition side card use work great nicely word line write blank really vocabulary deal
22,57633,5,True,"05 6, 2016",A1DCKDK0Q9WBFF,B00QT7WD5I,JK in LA,Tasty and reasonably low in sugar..,Yummy Cereal,1462492800,,,,sugar low tasty reasonably
23,4696,5,True,"03 20, 2018",A2D79ZTTOX78J6,B000R4NP24,Theresa,We love the taste of all of these.,Five Stars,1521504000,,,,taste love
24,49520,5,True,"10 14, 2015",A1VQZQ46R0WLER,B00O33EZLU,Samantha Allshouse,My favorite handsoap!,Five Stars,1444780800,,,,favorite handsoap
25,90613,5,True,"02 26, 2018",A1FHNG0Q1AWLLW,B010NBIPO8,HardWorkingMom,"I like my coffee sweet, and this is my favorite coffee that I use in my Keurig. I have tried several others, and I always come back to this one. I love that you don't have to add sugar or cream, or mix two parts to drink this cappuccino. I would encourage anyone to give this French vanilla cappuccino a try. You won't be disappointed.",My favorite coffee for the Keurig,1519603200,,,,give mix favorite sweet several anyone cream encourage use disappoint two keurig like try would part french one come add sugar always love try back cappuccino others vanilla drink coffee
26,113924,3,True,"06 22, 2017",A2HBSU9AL4C9SX,B01BGEGFXO,nmart,Super easy installation.  VERY strong scent.  This get blob will create a very strong scent in the bathroom.,Three Stars,1498089600,,,,get strong blob installation super bathroom scent create easy
27,77885,5,False,"10 3, 2016",A15SJZ4T6Q25VE,B00VC5AC00,New Quilter,Excellent.  We love this healthy Mac and cheese.,Excellent. We love this healthy Mac and cheese,1475452800,,,,excellent love healthy cheese mac
28,6292,5,True,"09 9, 2015",A2XUAYUW5SK8W3,B000RPUCQK,madeleine gallay,"Oatmeal. I like it with butter and water, 5 minutes in the microwave, perhaps a diced nectarine and a little salt. Love the box, great for children's crafts.",Oatmeal!!!!,1441756800,,,,craft nectarine great microwave minute oatmeal like butter perhaps box little salt love children's water dice
29,54459,5,True,"02 20, 2017",AY8XVN09NGFLK,B00PTX8N52,Elizabeth Brailey,love it,Five Stars,1487548800,,,,love
30,105432,5,False,"11 17, 2016",A27TWPML8ECNW6,B016F7H27K,Dianna Coplen,"I LOVE Zatarain's products. Bought this because I always seem to purchase the ""dirty rice"" and this is a welcome change from my normal rice dish!",VERY GOOD!,1479340800,,,,product buy zatarain's change dirty rice purchase seem always love dish welcome normal
31,97743,5,True,"12 27, 2016",A108LA9T4VW9PZ,B013394U5K,JB,Handy!,Five Stars,1482796800,,,,handy
32,43676,5,False,"02 9, 2017",A3RM8AD94VO7C4,B00N0WZSOS,Ava Quinn,My favorite chips. Price stays the same in store or online.,Cant go Wrong with Santitas,1486598400,,,,chip favorite stays price store online
33,113731,5,False,"07 1, 2016",A3CIO3L47ZVF0T,B01B7L05TG,Maya,I love the way the arrowroot flour makes things taste. It is a much richer taste than wheat and a lot healthier. People often ask what I used and are surprised wen I tell them. I love Bob's Red Mill products and have used them for a very long time. I have never been disappointed in them.,Great stuff!,1467331200,,,,surprised product richer bob's use much never taste arrowroot disappoint wheat way often mill red time long flour make thing people ask love lot tell wen healthier
34,61542,5,True,"09 1, 2016",A3BUR4WTJM5AWU,B00RGL7AJU,Amanda Morris,Delicious!,Five Stars,1472688000,,,,delicious
35,5157,5,True,"11 16, 2014",A3CHC3RO54N0WT,B000R7ZMOU,Jeffs&#039; Pics,Changing the way I cook has caused me to use a great deal more vegetable broth than I ever dreamed I would.  This is great.  I love all Pacific Foods products and buy it no questions asked.,Makes a difference,1416096000,,,,product pacific question cause great use cook ask food way ever would dream buy vegetable broth love change deal
36,24561,5,True,"11 26, 2016",A1JADDWR1H3M0I,B00HHI12VE,Amanda S.,"One of the only brands that I feed my cats. My oldest cat is like 13 years old and has a very sensitive stomach, this is one of the only brands that he is able to use. Plus purina has a points program",A great cat food,1480118400,,,,year point able cat plus use program feed sensitive old old like stomach one cat brand purina
37,112301,5,True,"05 10, 2017",A250H8P123X5H1,B01AG58TCE,sapphiregirl73,I like these 1/2 size bars since they make a much better snack than the full bar. It's about two bites which seems perfect to take away hunger quickly. This mix pack is also great since I like the plain peanut butter and my husband likes the chocolate version.,"great product, perfect size for a snack",1494374400,,,,mix plain away pack snack make like much seem take quickly great bar chocolate bar since two full version like good butter size bite hunger also perfect peanut husband
38,3180,5,True,"01 30, 2015",AR1GL07T43T7J,B000Q5NG78,Kindle Customer,Another great value with Prime Pantry. Usually sells for upwards of $3/can in my area. Progresso soups are always hearty and this one is no exception. Lots of meat and veggies and delicious.,Progresso Rich & Hearty Beef Pot Roast Soup -- will buy it again,1422576000,,,,soup progresso pantry delicious exception great prime sell value hearty upwards veggie one always usually another meat area lot
39,41490,5,True,"04 15, 2015",A1ZINPWHI0D1VE,B00MHT8FCC,K. B.,Great taste  Mild  Not bitter,K-cup,1429056000,,,,bitter taste great mild
40,87374,5,True,"04 28, 2016",AEUFGRO8YWNFF,B00ZBK4PJG,Dianna American,great snack.like the flavor,mmmmmm  good,1461801600,,,,snack.like flavor great
41,41850,5,True,"12 12, 2017",A22AB77OD50U4M,B00MHTGHE0,Amazon Customer,Healthy snack.,Five Stars,1513036800,,,,snack healthy
42,13222,5,True,"12 17, 2014",A382P8ZWX1JDP1,B0010XS2CE,Kevinn Z Lanier,Thumbs up here!,Five Stars,1418774400,,,,thumb
43,55574,5,True,"02 8, 2016",APQHWZAF5A2J4,B00Q8JJ23S,Pam Chaney,"I used to use Tide, but it irritates my families skin...Arm and Hammer laundry detergent beats Tide hands down in getting my clothes clean, fresh and non irritating to our skin!!!!",Lifelong Tide user has converted for good to Arm & Hammer.,1454889600,,,,detergent family skin...arm fresh hammer irritates use use tide laundry hand clean clothes irritate skin get beat non
44,118068,3,True,"03 26, 2017",A1OO9Q1RAL6IU9,B01EMZ7QK0,Chuck360,I wanted to give a try the stuff from the local grocery is Cheaper and makes better bubbles.,It is okay.,1490486400,,,,give good local cheap try grocery make bubble want stuff
45,119426,5,False,"01 23, 2018",A1DE4FM0WAQ10G,B01G3N4C06,Amazon Customer,Good mac and cheese,Five Stars,1516665600,,,,good cheese mac
46,67569,5,True,"09 3, 2016",A2HJYN6XLW6UYR,B00U5G2AYI,lldeb,Love the ease of wiping up messes and disinfecting at the same time. Love convenience of 2 day shipping in my pantry box.,Ease of wiping up messes and disinfecting,1472860800,,,,day pantry ease wipe time mess box disinfect love convenience shipping
47,119652,5,True,"05 8, 2017",A1I15ODNPCOEPO,B01G3N472O,XReviewer,"I love this mac n cheese and have bought it now several times. My kids love it, I love it, it is a hit in my house.",Yum,1494201600,2.0,,,several house kid buy cheese mac love hit time
48,25274,5,True,"12 4, 2014",ALP9LUCHN6038,B00HZ6X8QU,Babe1941,"I've used original Tide since my son was a toddler and still use it. Tried cheaper brands, but without good results.",Still the best!,1417651200,,,,good use tide i've use toddler cheaper since try without result son still original brand
49,59092,4,False,"07 22, 2017",A1RVR0V15SUIVC,B00R1H0438,K. Sweere,Great for muddy buddies.  Mmmmm. Prime Pantry packaging delivered unscathed.,"Rice chex--yup, they are",1500681600,,,,great packaging buddy mmmmm prime pantry deliver muddy unscathed
50,39887,5,True,"06 19, 2016",AC6CEFZ4CQ9PU,B00JQQAN60,Sharon Dolle,These are quite delicious.,Great bars,1466294400,,,,quite delicious
51,62122,5,True,"06 18, 2016",A1C4VI3MN134AP,B00RGVOUIO,DJM,I bought several snacks for my son who lives in the dorm and would like the convenience of a snack without having to leave and go by a snack for those evening cravings. They are classic snacks and a great option for sending a food care package to loved ones. I love prime pantry for purchasing a variety of products with a flat shipping rate that is always super fast!!!,... my son who lives in the dorm and would like the convenience of a snack without having to leave ...,1466208000,6.0,,,option product several pantry snack even buy great life super prime classic snack variety like love dorm without purchase son would food flat go rate sending always love convenience craving package one ship leave care fast
52,117462,1,False,"11 20, 2016",A20ZCHB9EV90D4,B01DBCBXB8,Julie Healon,These are not good. Have you ever given a dog a beggin strip dog treat? These taste how those smell. Not quit bacon. Definitely not brown sugar. Bleh!,These are not good. Have you ever given a dog a beggin ...,1479600000,,,,quit good treat definitely taste bacon brown bleh strip beggin ever dog smell sugar give
53,50394,1,True,"08 17, 2017",A1MRFFZARPQ4KK,B00O7TO0K6,robert,awful.,One Star,1502928000,,,,awful
54,67925,5,True,"05 25, 2015",A1PXRO1SV1M9UX,B00UB6EBDK,Bettina,very good.,Five Stars,1432512000,,,,good
55,42089,5,True,"11 4, 2015",A3J4XXSXYFQQZV,B00MHTGHE0,Tamara West,love these,Five Stars,1446595200,,,,love
56,54545,5,True,"10 21, 2016",A3PQ6HY7UDSFLR,B00PTX8N52,mammie,Very good buy.,Five Stars,1477008000,,,,good buy
57,137620,3,True,"11 1, 2017",A3LEK50ZD4CEFN,B01H5GAAYM,Watchman,"no bargain, buy great value",overpriced,1509494400,,,,great value bargain buy
58,45464,5,True,"02 15, 2017",A3FTINF62G9SK8,B00NAZ5RIC,Richter,these were just what I needed - easy to use unlike many of the off brands,Excellent and easy to use-one at a time,1487116800,,,,use easy unlike need many brand
59,35784,5,True,"11 1, 2016",A183XN1WTON9I0,B00IXPADTM,RJ,awesome,Five Stars,1477958400,,,,awesome
60,90284,5,True,"08 26, 2016",A2I5M4KTTHKLF4,B010HKKKVG,Kindle Customer,Bought this to have on hand when the grandkids come as they like it.,Great for grandkids,1472169600,,,,come hand like buy grandkids
61,52278,4,True,"05 7, 2016",A1M9I3V386H8CY,B00OZENTBE,Medina Crawford,My favorite.only loves them.,My favorite. only loves them,1462579200,,,,love favorite.only
62,102901,5,True,"05 10, 2017",A4LRRLSD3H7SJ,B015O6UI1K,trader1998,"So good, remind me of the cinnamon toast we used to make when I was a kid, super super yummy!",LOVE these,1494374400,2.0,,,good make use toast super yummy kid cinnamon remind
63,9850,5,True,"09 27, 2014",A2QRBBEK41CAKO,B000VCFAXO,PT Bass,"Great seller delivered as expected,I will order from them again!***** Great product as expected.",Five Stars,1411776000,,,,"order expect great seller product deliver expected,i"
64,4610,3,True,"08 28, 2015",A3851J2K1V69LO,B000R4H3D6,M. L. Woodral,smaller package than expected.,Three Stars,1440720000,,,,package expect small
65,89019,5,True,"06 21, 2016",AHCVIFWZCCEWB,B0105MGX1C,Margo D Schafer,Wonderful taste and great crunch. Love it with blueberries,Outstanding,1466467200,,,,great taste love wonderful blueberry crunch
66,57688,5,True,"10 2, 2016",A16KXFBJERRM8O,B00QTLZYQ4,Tinyt1553,Love these things in the shower. Works great on soap scum,Five Stars,1475366400,,,,great soap love scum shower work thing
67,52634,5,True,"04 12, 2016",A1DH3QDZX8Z7GO,B00P6EQGW6,Charlemagne ,"Once I gave King Arthur flour a try, I never went back to any other brand. Their products truly are superior to any other. I sometimes mix this flour with King Arthur's white whole wheat to make muffins, bread, or cookies.  If you have not tried this flour yet, give it a go. The price on Amazon isn't that much different than most stores. Your baked foods will come out great.",Best flour you can buy,1460419200,3.0,,,give mix product make much never truly great amazon different price wheat bread bake food yet superior arthur's go muffin try store cooky brand white sometimes arthur go come try king back flour whole give
68,75099,5,True,"08 7, 2015",A1DJGH0ETO9NT9,B00UTJK6J2,Fred&#039;s mom,"Huge pack, tastes very refreshing",Five Stars,1438905600,,,,taste refresh huge pack
69,130316,4,True,"08 9, 2017",A3KBWNRVT25A36,B00YOZT2JW,Purrfect Storm,"I've been a Coca-Cola person for many decades, but these were good with the wild cherry in them.  I drank Pepsi when I was a young teen, but I switched to Cokes in my later teens or early 20's and have been a Coca-Cola fanatic ever since.  Pepsi is too sweet when I want something to tone down something sweet, like chocolate.  I love cherry Cokes and especially vanilla Cokes, but they're hard to find in bottles any more...at least in our area.",but these were good with the wild cherry in them,1502236800,,,,coke least more...at sweet many good hard coca-cola person something i've switch find late chocolate since want teen early like fanatic ever especially teens decade tone cherry vanilla love they're pepsi bottle drink wild young area
70,63141,5,True,"01 18, 2018",A3GPPMYLU2NHOW,B00SH4ORI2,cym holbrook,It's soup,Yep,1516233600,,,,soup
71,2209,5,True,"09 9, 2015",A5A9Z917INIXL,B000PUJ01K,Denise S.,Thank you.,Five Stars,1441756800,,,,thank
72,107453,5,False,"05 19, 2016",A1993291NGEPEU,B017XKJ7BM,cckajones,"Quick, easy and tasty brownies. An inexpensive, yet easy to make treat.",easy and tasty brownies,1463616000,,,,inexpensive brownie tasty treat make yet quick easy
73,118483,5,False,"01 20, 2017",A2UGBKOE7SFLSS,B01EUIHPEG,Lu,One of my favorite green teas on the market. Lipton does it right!,Five Stars,1484870400,,,,one green lipton favorite tea right market
74,18928,5,True,"02 18, 2016",A34ATJR9KFIXL9,B000WM2WWK,Maudy1,Good!,Good.,1455753600,,,,good
75,37852,5,True,"06 16, 2018",A2ICM0KD6F71IE,B00J4YYFYA,Mona,Great product.,Five Stars,1529107200,,,,product great
76,22493,5,True,"11 24, 2014",AH319MF0SDVBH,B0014E1D34,Mary Jo Gramann,Exaclty what I wanted.,Five Stars,1416787200,,,,exaclty want
77,90306,4,True,"04 20, 2016",A22T83W37TFPII,B010HKKKVG,Amazon Customer,My son loves the product.  It is cheaper in the store.,Four Stars,1461110400,,,,love son cheap product store
78,624,5,True,"02 16, 2015",A4W9TZB22EGYC,B00099XPMM,Perrydog,"Arrived on time, Excellent purchase.  Operates as advertised.","Arrived on time, Excellent purchase.  Operates as advertised.",1424044800,,,,time arrive purchase excellent operate advertise
79,34701,5,True,"11 21, 2015",A20JP89MJIC8I8,B00ID0DTAM,Jan Stone,Like the idea of having a choice.  Like the fact all the choices are tasty.,Five Stars,1448064000,,,,choice fact choice tasty idea like
80,73654,5,True,"06 11, 2016",A2NJ2DBTNK475O,B00UL9UWQW,Amazon Customer,great product.  A+,Five Stars,1465603200,,,,product great
81,82663,1,True,"02 28, 2016",AXF94NDRBVGBN,B00WYOFOR4,stacyg,No.  FSTG regular chips are yum in all flavors.  Kettle cooked are not. I blame the kettle.,No. FSTG regular chips are yum in all flavors ...,1456617600,,,,yum regular chip kettle flavor blame cooked fstg
82,19291,5,True,"03 3, 2015",A1V7LAYECKEL8Z,B000ZZWAB2,Earthling1984,"I have used this a few times now.  And I can say, it does make your hair much easier to brush.  I have hair past my shoulders, and I haven't had it cut in over a year, not even a trim.  It brushes fine but sometimes a snag.  This conditioner made my hair very silky soft, but, not weighted down; and, my brush went through like it was just going through air.  Great conditioner, highly recommend!  It smells great too!",Great conditioner!  Makes hair silky smooth but not weighted down!,1425340800,,,,cut brush hair soft go easy snag make air use much great shoulder like go highly brush recommend sometimes weighted smell trim year past say fine conditioner silky even make time
83,127110,5,True,"11 27, 2017",A29YFQSQMWN43J,B00TS5GN5Y,Ptquilter48,They help the dryness of my mouth,Five Stars,1511740800,,,,help mouth dryness
84,127515,5,True,"01 9, 2018",A1FNJQWESATGJA,B00UB6WOOI,Sara K Flinn,Easy to use. Rarely get nicked or cut. Quickest shave ever. Wont ever go back to normal shaving.,Best razor hands down.,1515456000,,,,cut ever get use nick shave shave back quick wont rarely normal easy go
85,52472,3,True,"09 6, 2017",A18XIQMVV9EFL5,B00P6ESU70,Gina,These were somewhat bland and dry for my taste.,Three Stars,1504656000,,,,bland taste dry somewhat
86,53412,5,True,"08 1, 2016",A1R8JCU1KIN1K,B00PDHEPWY,joey s phifer,Great price,Five Stars,1470009600,,,,price great
87,61564,5,False,"02 21, 2016",A1ZXWLJHTJSCL3,B00RGR384A,Erin F,These are so yummy.  They were very fresh (always a worry when ordering food online).  I love salty snacks so this satisfies that but healthier than chips. If the price is good will order again. Will buy at the store also.,Great snack.,1456012800,,,,chip good fresh healthy online store yummy price worry snack order food salty buy also always love order satisfies
88,38500,5,True,"07 5, 2016",AIOS8LKXR4AKY,B00J51PZBO,Tangela Stanley,this is great for lips and smells so lovely!,perfect amount of moisture!,1467676800,,,,great lovely lip smell
89,106444,4,True,"07 25, 2016",A21ACKP1NWDCDJ,B017BGMD4Q,Romantic,"The colors in this palette are very lovely and match my preferences and skin tone quite well. It does not apply darkly though, so if headed to a nightclub, you may have to work to get the colors a bit darker for the muted, dark lighted environment. Still, I will get a lot of use out of this and will purchase again. Highly recommended.",Lovely colors,1469404800,10.0,,,environment get dark palette head mute light recommend lovely use quite preference work darkly bit color highly though purchase tone skin well nightclub match apply still lot may darker
90,61928,5,True,"04 21, 2015",A2IH3KOCBNE8YN,B00RGR3020,Willy,Ate them up. Forgot I even had them because they are gone. :),Five Stars,1429574400,,,,go ate forgot even
91,74393,5,True,"11 20, 2015",AAX1JMZ7W9UB,B00UQPPS7Y,Country Gardens,"I love crystal light ice tea.  I've always been partial to the peach, but this lemon flavor also gets my vote!",Lemon and Peach are my favorites!,1447977600,,,,vote ice tea crystal flavor i've light partial also peach always love get lemon
92,87508,3,True,"06 4, 2018",A6PGDYV1FOB9K,B00ZHKA4T0,Amazon Customer,:),Three Stars,1528070400,,,,
93,136528,5,True,"05 25, 2018",AVNFRPWAT1HD1,B01DBCBS54,gloria lykins,GREAT,Five Stars,1527206400,,,,great
94,41894,5,True,"04 29, 2017",A17CXKJHDF4MGO,B00MHTGHE0,Mark S.,I eat Pistachios everyday for lunch.,Five Stars,1493424000,,,,pistachio everyday eat lunch
95,830,2,True,"08 5, 2016",A2A47J5W0S6TSQ,B00099XPD6,Paul Napier,just didn't really have any flavor,Two Stars,1470355200,,,,really flavor
96,122278,5,True,"04 11, 2018",AW7BIYHXUIZ62,B000VK85XS,T.M. Reader,"I ordered a few Amy's canned soups on a whim and am glad I did.  They are all delicious and this Southwestern Vegetable is among my favorites.  Hearty and nicely seasoned.  The Amy's soups are organic and vegetarian friendly.  That said, the consumer is welcome to add some meat of choice, or additions like cheese or sour cream or crackers or hot sauce, etc.  I play around with all of these.  Anyway - in the canned soup category . . . great!","Delicious, organic, vegetarian friendly",1523404800,,,,soup southwestern vegetarian whim favorites delicious category choice cream great meat sauce around soup nicely like organic amy's say ordered addition glad friendly consumer cheese hearty vegetable among add etc play anyway can hot season welcome cracker sour
97,77218,5,True,"11 6, 2016",A3VUGUGQPL1HYN,B00V3UTXFE,mmshls,For my grands,Five Stars,1478390400,,,,grand
98,5224,5,False,"04 28, 2015",ADXWHZUTXSLNE,B000R91CRO,siren.zombie,"Yummy, just how I remember them when I was a kid and now my niece is addict. Lol.",Taken back to Being a Kid,1430179200,,,,addict kid niece yummy lol remember
99,22111,5,True,"05 30, 2015",A2XVPCGWI1BWVY,B0014D3MH0,Rupert Hess,great,Five Stars,1432944000,,,,great
100,11270,5,True,"09 13, 2016",A13RAU56C2VBOF,B000VK7T3U,ted m kinney,"Black beans are one of the most nutritious foods you can put in your body. They are a low cost, nutritional addition to many meals. I add a couple tablespoons to my tuna salad, chili and salad!!!",Cheap and Nutritious!!!!,1473724800,,,,nutritional low meal many black addition couple salad nutritious chili tablespoon food tuna bean put body one add cost
101,67432,5,False,"01 17, 2017",A3MFEU5H9SEC2B,B00U5G2JJO,S. Scott,I love these cleaners and you cant beat the value of them.,Five Stars,1484611200,,,,love beat value cleaner cant
102,25990,5,True,"12 15, 2016",A2C325ZSTC464I,B00HZYEAE6,N. jones,This was the first time that I had ever tried this. It was so easy -  Just two to three drops in my bottled water and shake. It last a long time also.  Tastes great! I would buy this item again.,Tastes Great -- Lasts a long time -- Very easy to use,1481760000,,,,bottle great shake first two time try ever long taste would drop item buy also three water easy last
103,121189,4,False,"08 9, 2018",A1B75M619GLGM7,B01HHVVLGQ,Hector,Discolored,Ok,1533772800,,,,discolor
104,39062,5,True,"05 9, 2016",A1POBZCAK5LHWE,B00JGZBTCI,Ed of Anaheim Hills,Worked great.,Five Stars,1462752000,,,,work great
105,129267,5,True,"11 13, 2016",A3366ZXLX2IU79,B00W6T0ZJE,Carol Calfee,"We are trying to use more organic food whenever possible. So, I was excited to see this as an option for coffee. The coffee is strong and it goes along way.",We are trying to use more organic food whenever possible ...,1478995200,,,,option try whenever go use way excite along organic food strong see possible coffee
106,47935,3,True,"11 3, 2016",A1CMTDVI8PGNH9,B00NQ2GOJU,GinaMarie in HB,"I ordered this by accident and did receive a refund but didn't have to return it so I gave it a try.  The smell is a little weird as it's almond and it is a little greasy but I think it does work on my dry legs.  if it wasn't for the smell and greasiness, I would consider using this instead of my current body lotion.",I ordered this by accident and did receive a refund ...,1478131200,,,{'Format:': ' Health and Beauty'},weird consider current accident work greasy refund almond instead lotion order would dry little body return smell use legs greasiness receive try think give
