,Unnamed: 0,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,review_clean
10,76862,5,True,"07 1, 2017",A1JHD5DIVP7MJ9,B01EN5B7U4,,Fco. Rdz.,Works but if you use glass on the bed I recommend the 8mm range,Great item,1498867200,,,range use recommend work glass bed
11,2079,5,True,"07 25, 2013",A1NE8Y9UD2447X,B0000DH8I8,"{'Size Name:': ' 20 Yards', 'Style:': ' Transparent'}",momofgus,Nice high quality tape for all of our projects.  I use it as well as my husband and would not hesitate to buy it again.,"3M Scotch Transparent Duct Tape,",1374710400,,,high nice use project would hesitate buy well quality tape husband
12,65085,5,True,"07 15, 2016",A1HZ3VAL9DXQR8,B018RDZ3HG,,E.T.,"Fantastic product, very manageable, very easy to print to! - quantity is good and price very good too.","Excellent, would / will buy again..",1468540800,,,manageable product print fantastic quantity good price easy
13,33217,3,True,"01 11, 2016",ADM80OGKYLB56,B0060FGA8A,,Chancey,Have not test all but what I have used has worked just fine.,Good value,1452470400,,,use test fine work
14,27668,5,True,"04 6, 2015",A5P4727IUARC4,B0043F779K,,SALCIAMBELLI,thanks outstanding part great price and fast shipping great seller,thanks outstanding part great price and fast shipping great seller,1428278400,,,great outstanding part seller price ship thanks fast
15,38932,4,True,"09 20, 2017",A3MPHEJ0N39W87,B00AEXKR4C,{'Size:': ' 1 Pack'},Tina the S.,Good.,3M Virtua Protective Eyewear...,1505865600,,,good
16,12994,3,True,"06 4, 2015",A1508QCTX91AYM,B0001MSC84,,delNeko,"Since these are commercial grade brute trash cans, I expected them to be more substantial.  I also expected the lids to fit the cans better.  A strong wind could probably blow the lids off, since it's quite easy to pop the lid by bumping into the side of the can.  Rubbermaid might be making the cans and lids in the US, but they're not the same.  I have a old rubbermaid tub for the sink, and it's heavier construction than the new 'commercial grade'....",They stay on if you weight them down.,1433376000,,,heavy blow side probably pop brute fit make quite construction commercial since old good wind rubbermaid tub substantial lid could grade also expect can might strong they're lid new bump sink easy trash
17,24166,5,True,"04 23, 2017",A3PBS0EK0DP65A,B00207NF6W,,Scott,"Great product.  Outside threads are very sharp, easy to screw into wood.",Great product. Outside threads are very sharp,1492905600,,,outside great wood thread product screw easy sharp
18,8520,5,True,"08 28, 2015",A3B75L7E8WTUYP,B000H9JCE4,,K. M. Krieger,"- Dimensionally correct.  - For something described as ""unpolished"", the finish looks really nice to me!  I was expecting that I'd need to work on the finish before using it in my project, but it looks great as-is!  So, I'm quite happy with the item ;)",Stainless Steel Rod,1440720000,,,look nice i'd dimensionally something great quite work i'm unpolished as-is correct happy project describe finish expect really item use need
19,63646,5,True,"04 3, 2017",A2LVHFHXQOX9Y6,B0166GCD42,{'Size:': ' 4 x 6cm 25pcs'},Cdrdata,"Good price, quality.",Five Stars,1491177600,,,quality price good
20,2557,3,True,"04 6, 2017",AZR0ZCOZU0Z3V,B00022749Q,,gomerg,"Works well for big stuff. The problem is that the shoulder straps are not adjustable. They say it's ""one size fits all"", which usually means it's too big for smaller people and too small for bigger people. If the item is tall enough to use your arms to hold it out away from your body it works well, but if you are carrying a heavy object that is not tall and you can't hold it out away from your body, the object keeps banging into your legs (knees, shins). So, if the straps were adjustable, I would give it a five star rating, but without that feature, it's just OK for some uses. The construction seems very good - well made and heavy materials.",Does not work well for some items because the straps are not adjustable.,1491436800,3.0,,give away use star feature knees usually hold tall can't enough object seem big problem mean size ok one make shin good big stuff carry would fit item material small work arm five rating adjustable construction bang without strap keep body people heavy shoulder well leg say us small
21,7152,5,True,"01 8, 2018",A3P09GI06CGD3B,B000FE7GXU,,Ed Dwan,"I bought this to keep gloves handy at my reloading bench. Mounting hardware is included, so that's a bonus. Since they don't have a two box model, I simply taped my 5 mil and 7 mil boxes together, flipped them on their side, and they fit and work perfectly!",Works great and keep gloves handy,1515369600,,['https://images-na.ssl-images-amazon.com/images/I/515gcvfNtPL._SY88.jpg'],bonus box mil bought side perfectly tap together fit work since two mount flip box model handy that's reload simply include glove hardware bench keep
22,31957,5,True,"08 7, 2015",A1BBCMQSEJN0PP,B005KMDV9A,,Barbara Cheney,I am so thrilled with my new Shark.  I was quite surprised with the amount of dirt it picked up when I had vacuumed only 2 days ago.  It is easy to use and to move around.  The attachments are useful and practical.,Shark Navigator Lift-Away Professional Upright...,1438905600,,,surprised attachment move vacuum shark pick day amount use quite around thrilled practical dirt ago new useful easy
23,7153,4,True,"08 28, 2017",A2O6XBOZEBCD7X,B000FE7GXU,,Kyle,Exactly as described.  No problems.,Four Stars,1503878400,,,problem exactly describe
24,46125,5,True,"04 4, 2016",A1X05WPOPZOIVA,B00EUGCT22,{'Size Name:': ' 1 - Pack'},DG,The clear fits the bill!,Five Stars,1459728000,,,fit bill clear
25,24573,4,True,"04 5, 2017",A2A6LDY3IN4GM1,B0029XJANE,,Stephen Throop,"The clips are big enough to grab the 18mm positive post of my car battery (barely). The design means I could clip into a live circuit without much risk of a short or a shock. Alternatively, the probe shields leave only 2mm of tip exposed, reducing the possibility of a short circuit.  When I snipped a piece of paper clip to insert into a connector, I found that a smaller, lighter clip would have attached to the wire better.  It takes eight full turns to screw a clip on, so it seems more efficient to carry them draped over my neck like a scarf, and swap leads when necessary. There's little movement as the leads rest against the front of my shirt, but, however tightly I screw the clips on, they won't stay on. They may fall off within three steps.  I probably won't realize it at the time. so I'll end up searching.  The last time I searched, I hoped I wouldn't find the clip because I really wanted to throw these leads in the trash and, for half the price, buy a pair with slightly smaller, permanently attached clips.  Update: I now carry the clips in my pocket and take a minute to screw them on when needed. Their size is a disadvantage sometimes but an advantage other times.",Can't take them anywhere because they won't behave!,1491350400,,,fall shield much i'll find realize probe like positive however could turn half permanently time battery last clip insert enough within barely seem take big tip slightly mean wanted scarf connector well clip eight size find little really pair snip movement draped need lighter efficient trash search live shock alternatively possibility probably expose design post price update minute full tightly neck time search disadvantage would sometimes buy paper small necessary leave advantage front rest step grab lead reduce short piece car circuit pocket without attach swap take screw end risk there's wire stay three throw carry may hop shirt
26,75514,1,True,"08 25, 2018",A3UZIJTB4JG443,B00YQBF0ZY,,Fire,"As of 2018 Inland has declined in quality. Before 2018 all my rolls were amazing, bought from both Amazon and Microcenter. Now, buying from both Microcenter in-store and Amazon the rolls just aren't what they use to be. I'm no longer a lover of Inland. This makes me so sad. Now it will cost me more to get quality prints.",SAD,1535155200,,,get sad lover buy buying use amazon roll i'm print amaze longer microcenter make inland quality cost in-store decline
27,58850,3,True,"04 12, 2016",A16JC1YESGEZJ0,B00T6YZ0K6,,StanF,"We use several of these in one of our products. They are used very infrequently, but the batteries do not seem to last very long. Otherwise, are good.",Questionable Battery Life,1460419200,,,product several good use use otherwise long battery seem infrequently one last
28,66151,5,False,"08 1, 2014",A2ME15IK9D263Y,B01BD80T6M,,Terri,still in box,Five Stars,1406851200,,,still box
29,50659,1,True,"06 23, 2016",A3SJ5ERHAN56J3,B00J0GPC80,{'Style:': ' 3D Printer Filament'},OldFart,Had issues with this roll. Only had it 2 weeks and began to get brittle with every run. Had to discard 3/4 of the roll. I always keep all my PLA in sealed bags with moisture packs when not running jobs.,HATCHBOX 3D PLA-1KG1.75-BLU PLA,1466640000,,,pack get bags roll week run pla run seal discard moisture issue begin job always every keep brittle
30,76033,5,True,"10 15, 2017",A1TW5VBYU8ZBXT,B015IR1DAU,,Joseph Hall,Works for me,Five Stars,1508025600,,,work
31,25642,4,True,"01 23, 2013",A21LDIFT02EMXX,B002WJHEHY,"{'Size:': ' 5.5 inch', 'Color:': ' Hot Pink'}",wonderer,I bought as a gift for my sis in nursing school. she likes guess they work good for the money,works good,1358899200,,,nursing good buy like work money school gift si guess
32,8141,5,True,"07 19, 2016",AKS06WUFVMGEI,B000H5R5M4,,James T. Owen,Fast delivery and good product!,Five Stars,1468886400,,,product delivery good fast
33,70515,5,True,"04 12, 2015",A3KWK4R82JWHV,B0010XFTQ6,{'Size:': ' 1in x 10ft Roll'},Garrett,Works great for weatherproofing coax connections,Five Stars,1428796800,,,great weatherproof works connection coax
34,73967,5,True,"11 28, 2016",AHAW9PMTYGDT7,B00H8TJOU8,,Chris Ruggiero,worked perfect on my CNC mill.,Five Stars,1480291200,,,mill perfect cnc work
35,12715,5,True,"08 12, 2014",A3OJD6ZRN2BKLH,B000WHPVC8,{'Color:': ' Standard'},Tran,Didn't get so use it yet on a person but I have on a Dummy in CPR cert and it seals nicely.  case is sturdy and would fit nicely in a small bag or purse but not so much in pockets.,Great barrier for health professionals,1407801600,,,get cpr pocket sturdy case much person fit use small yet nicely would dummy seal bag cert purse
36,72819,4,True,"06 17, 2018",A2SVGFEMB2F2AQ,B00AA5AICU,"{'Color:': ' Blue', 'Package Type:': ' Standard Packaging'}",E. Jorgensen,"This turned out to be the first filament i used with the first 3d printer i built, though not the first 3d printer i used.  It does seem to need to be extruded at above-average temperatures for PLA but not so much as would be a concern. Adjust your extrusion temperature and retraction settings and print stringing test pieces until you find the sweet spot for this filament on your printer.",Adjust your extrusion temperature and retraction settings and print stringing test pieces until you find the sweet spot for this filament on your printer,1529193600,,,turn string sweet spot concern use much extrusion build test find first above-average printer filament pla though seem print would extrude adjust setting retraction need piece temperature temperature
37,42324,3,True,"07 25, 2015",A2DTSVDJIFQN68,B00CR8ZRBU,"{'Item Package Quantity:': ' 1', 'Package Quantity:': ' 1'}",R. Rosenfeld,No hoe should be without an assortment like this,Handy,1437782400,,,assortment without hoe like
38,49493,5,True,"06 7, 2016",A3T54TAXO9EZ5N,B00IJ67BJA,{'Size Name:': ' SCS8UU'},JDG,Work great on my project.  be sure to get hardened rod.,Five Stars,1465257600,,,sure great get work harden project rod
39,63827,5,True,"07 1, 2016",A27L229I63IU66,B016EOKTWO,,Wayne Binkins,Accurate description of how well it works. Strong shrink wrap,Five Stars,1467331200,,,well wrap strong accurate description shrink work
40,70735,5,True,"03 26, 2015",AM3AETZXBE73D,B0018BNPKM,,Aram,"Item delivered on time, was as described",Five Stars,1427328000,,,time deliver described item
41,43449,4,True,"01 22, 2015",AF5AJ5V9T6LTS,B00DN1BU52,,AAA,"These strips work, but the level of accuracy is not precise. If a summary acidity or alkaline test if all you need and you don't need to receive it fast, then this is a good product at a great price (mine took about a month to arrive). The color changes are not clearly distinct yet it works in the sense that acid items clearly show as acid (albeit the level is hard to tell) and alkali items show as such, once again, the level of alkalinity is hard to tell.",Good for fundamental acid or basic test.,1421884800,,,sense arrive hard good month take clearly great alkalinity test color work item price alkali mine acid yet albeit alkaline level precise need fast receive product change show tell work summary acidity distinct strip accuracy
42,51118,4,True,"10 7, 2016",A305ZGRCJYFB3V,B00J0GMMP6,,Felix Garcia,"Goign to keep it simple. Is it good filament? You bet ya. Is it the best for your money? No. Compared to the  Inland PLA i got from microcenter for $10 less, i like Inland PLA better. Specially  the price being better.","Works great, but is pricey",1475798400,,,compare goign good ya simple price filament best pla money like good microcenter less bet get specially inland keep
43,75422,5,True,"12 16, 2015",A1N705HD1GQ73I,B00WW6RGLG,,Vishal Gupta,They work well as advertised for 2020 extrusions.,Five Stars,1450224000,,,well work extrusion advertise
44,19953,5,True,"03 25, 2016",A3GZIPC954OZ2,B00168264S,,D. Rhew,It works well.,Five Stars,1458864000,,,work well
45,40008,1,True,"09 30, 2014",A1B9D3DFZ9PTHV,B00AZBIZTW,"{'Color:': ' Purple', 'Style Name:': ' Vacuum Only'}",John NYC,Disappointed.  Returning.  Nothing more to say.,One Star,1412035200,,,say disappointed nothing return
46,51172,5,True,"09 17, 2015",A34HJ7GCZR91ZL,B00J0GMMP6,,Darrell Perdue,Using it on my 5th gen replicator. Love it better then the expensive stuff from makerbot.,Good stuff!,1442448000,,,use good replicator love makerbot gen expensive stuff
47,59392,1,True,"05 11, 2017",A36Z9YKAGGXFX1,B00UMV7AKK,{'Color:': ' Black'},James Buller,JUNK DO NOT BUY !!!!,One Star,1494460800,,,junk buy
48,3105,3,True,"05 1, 2015",A3UBJJ2IV0NAVE,B0002KRABU,,Kyu Seok Seo,Not bad.,Three Stars,1430438400,,,bad
49,943,2,True,"07 17, 2016",A2RM45PK0FG60V,B00004YOKC,{'Size Name:': ' 6 Inch'},Chad,The Wheels are too small to be useful on anything other than a perfectly flat surface. A crumb caused them to stop rolling.,Tiny Wheels -- you get what you pay for.,1468713600,,,perfectly cause roll crumb wheel stop surface flat useful anything small
50,38685,5,True,"06 13, 2016",A3FEHMI3FQN5QI,B00A31PT52,"{'Size:': ' 3/8""-16', 'Length:': ' 3', 'Number of Items:': ' 10', 'Overall Length:': ' 3'}",Jason,"Grade 8 hex bolts, they are as advertised and work as they should. The price was excellent as well. I'd buy them again.",The price was excellent as well,1465776000,,,hex i'd work price excellent bolt buy well grade advertise
51,5242,5,True,"06 20, 2016",A2EWRQ8M55A7QH,B000BODTKI,"{'Size:': ' 1/4"" x 1/4""', 'Number of Items:': ' 1'}",Bob the builder,Great quality,Five Stars,1466380800,,,quality great
52,37093,5,True,"04 4, 2016",AS0E6PGMNN680,B0089OP1JE,"{'Size:': ' 10"" x 7""', 'Material:': ' Durable Non-Reflective Aluminum'}",M. A. Simmons,Awesome,Five Stars,1459728000,,,awesome
53,4606,4,True,"01 24, 2013",A1I6U5AQAT3ZG9,B0009KMYHI,"{'Size:': ' 1.6 cu.ft', 'Color:': ' Black'}",E. B. MULLIGAN,"EASY setup - I think I spent all of 5 minutes to unbox, unwrap, plug in and go. VERY easy/user friendly controls and it nukes really quickly. Fits easily on the kitchen counter, underneath the cabinets with room to spare. I put salt & pepper shakers, a butter dish on top and I am sure more will follow. I am hoping this will last as long as my Kenmore which was going strong 16 years after I bought it, then I moved.",A lot bigger than you would think,1358985600,,,year follow spent unwrap go buy quickly hop plug sure kitchen minute nuke kenmore easy/user butter pepper move long shaker put fit friendly top really unbox go salt cabinet strong think room spare dish control setup underneath counter easy easily last
54,55360,5,True,"12 9, 2016",AFDWR7GL7SFTI,B00MVIPG80,,Jim from Princeton,"good clarity, and prints as a translucent/clear color.  you may not like that so much light escapes, but I was looking for that.  Runs really well through my Flashforge Finder, I printed a bracket to allow me to piggyback the rolls off the back of my printer:  [...]",Great color and clarity... so go BUILD SOMETHING!!!,1481241600,,,clarity good allow much escape piggyback run color print roll printer bracket light like translucent/clear really print well flashforge may finder look back
55,17810,5,False,"04 2, 2016",A2O489VAPVIH35,B0011N0LTA,,Spencer in Seattle,"I used these brackets to install multiple railings in our house, and they're both easy to install and very solid. My method for installing them was to:  1. Cut the railing to length, angling each end to make it vertical on the end 2. Attach these brackets to the railing, using pre-drilled holes and short wood screws 3. With two people, locate the railing location measuring up from the stairs to get it to the same height all the way down 4. Pencil mark the holes 5. Pre-drill the holes, then screw the entire assembly to the wall using hefty wood screws with a flat face  There are certainly more elaborate railings out there, but these have worked well for us and never failed.",Solid and Simple (Installation Instructions Given),1459555200,,,locate house rail assembly pre-drilled way get location length screw certainly solid multiple face mark entire wall cut installing use work hefty stair rail pencil fail method elaborate vertical attach easy install wood angle make measure never height short bracket two hole screw end flat people use well they're pre-drill
56,14942,5,True,"01 3, 2015",ANNNJY4XS57C5,B0013EI054,,Robert Schilling,"On time,  as expected",Five Stars,1420243200,,,time expect
57,47648,5,True,"01 21, 2016",A20H0RTI10UG81,B00GQNNVH4,{'Size:': ' 25MHz Max output frequency'},Enginerd,"I've been using this signal generator for quite a few months now and am still very happy with it. Very easy to operate. Key in the values you want for precision or twist the knob as your watching your oscilloscope when checking a circuit and watch for dynamic changes. It's very versatile with a lot of features for the money, Least important but still a plus, it's also a nice looking piece of equipment.",Feature Packed and Easy to Operate,1453334400,2.0,,least important nice check versatile signal precision plus watch i've quite piece circuit want money equipment month watch happy oscilloscope dynamic twist generator use knob also key still lot value change operate look easy feature
58,16478,5,True,"12 4, 2012",ADVTJ03JD4RQ2,B0017PQI2G,,Amazon Customer,They fit my Vacuum cleaner what more can I say. They got her fast enough. I was out of them.,Great,1354579200,,,fit say get vacuum clean enough fast
59,8787,5,True,"03 25, 2016",AP9DZ0D3LTWRM,B000H9L3NW,,John Fontanella,Delivered as advertised,Good aluminum stock,1458864000,,,deliver advertise
60,8709,5,True,"06 7, 2015",AVQREBUMLU2P2,B000H9JGFE,,Mike P.,"Product as advertised, shipped quickly, very happy!",Good stuff,1433635200,,,happy product ship advertised quickly
61,52421,4,True,"05 14, 2018",A1VI4HB323EQUG,B00KNNSKV0,{'Color:': ' Black'},Dr. Dave,It works well but doesn't come with the necessary power supply.  This is not obvious from the listing. It would be helpful if the listing stressed that the power supply was not included and perhaps offered a compatible power supply as a supplementary purchase.,It works well but doesn't come with the necessary power ...,1526256000,,,compatible stressed power list supplementary helpful purchase perhaps would supply obvious well come include offer work necessary
62,12048,5,True,"06 1, 2016",A3CZB21CSR4YEM,B000SBLM1C,{'Package Type:': ' Standard Packaging'},Alex Abraham,just what I needed,Five Stars,1464739200,,,need
63,72102,5,True,"12 28, 2017",A50ECCMREBXCR,B0064SEBZC,,Wagner,Cool!,Five Stars,1514419200,,,cool
64,55625,5,True,"03 3, 2016",A1XALR4I4IKHPL,B00N51OJNK,,ohmylittlecamera,"good wire in a box, not much more to be said",Good product,1456963200,,,box say good wire much
65,2257,5,True,"03 18, 2017",AOLD9UJJ6ENW9,B0001AF162,,D. Iler,Great value.,Five Stars,1489795200,,,value great
66,19795,5,True,"08 1, 2017",A2GBLMVSN304ZE,B0015HKVTM,,rob,great,Five Stars,1501545600,,,great
67,61753,2,True,"10 3, 2016",A14JWFPWI4TWJW,B010MZ8T2S,,SysopJ,"Both ends are 5mm not 1x5, 1x8 as the description says.","Both ends are 5mm not 1x5, 1x8 as the description says.",1475452800,,,say end description
68,4593,4,True,"02 18, 2014",A3ENX1Y48DJQVK,B0009KMYHI,"{'Size:': ' 2.2 cu.ft', 'Color:': ' Black'}",Elphy 2,"This oven was a replacement for it's predecessor we had for over 10 years.  When that one died I looked for a a new model that was close to the same as we really liked our old Panasonic. Newer models have replaced the keyboard with a dial that seemed pretty funky to me and some reviewers.  Then I hit on this one.  1250 watts, same as my old one..and a keyboard.  Reviews were mainly good.  This review is early so can't speak to longevity but after a couple days I have put it through it's paces.  First I found how much more quickly it cooks familiar items than the old one.  It also has some new functions and the old function of reheating and cooking by sensor.  I did not use that on the old one as I found it never did the job right.  Better by trial and error with the timer. This one didn't do any better on things I have tried.  But I am enjoying the power that had diminished over the years on my old one and the unit is sleek and good looking in our kitchen.  I hope it will have at least have as long a life as the old one but I also understand most of the new stuff is designed otherwise.  We'll see.",Perfect replacement,1392681600,,,power reviewer much use keyboard cooking reheat panasonic understand model one..and oven function job unit can't least replacement cook sensor longevity sleek well long find look seemed put dial hope watt thing enjoy really one like model predecessor new right speak we'll good quickly function couple day otherwise kitchen first item stuff timer early die familiar also close see mainly hit error year diminish never design review funky old tried life newer pace look trial pretty review replace
69,56026,5,True,"04 3, 2016",A2SM4TH8CXRQ2S,B00NPBUWRC,"{'Size:': ' 3 to 1 Ratio', 'Color:': ' 85 Pieces / Dual Wall Colors - 4""'}",Claudio D&#039;arezzo,i like this one - more sizes would be great also,Five Stars,1459641600,,,one also great size would like
70,24947,5,True,"04 10, 2015",A2W19IAPS7ZSDK,B002GQ5AKG,{'Style:': ' Standard'},Ian Mazursky,"Im pretty happy with the Neiko 10197A 5-Piece Step Drill Bit Set. They're probably not heavy duty enough for thicker material but do work great on plastics. I did notice as another did that some of the foam inlay from the case did stick to or melt onto the bits. On my set, it wasn't a large amount and came off easily. Anywhoo, they cut nicely and work well.",A good step drill set for plastics and light metal,1428624000,,,cut duty material enough large probably case great amount inlay onto work step melt bit stick neiko set notice anywhoo nicely easily come plastic happy thicker drill im heavy well bits foam another they're pretty
71,29853,5,True,"05 25, 2016",A1D1QWQFIM9EHF,B0050GWAVG,,michael mcdunn,GREAT,Five Stars,1464134400,,,great
72,7640,5,True,"08 4, 2015",A2KW2LCO5QUWOI,B000FN1FLA,"{'Inside Diameter:': ' 1/2', 'Length:': ' 10', 'Outside Diameter:': ' 11/16', 'Overall Length:': ' 10'}",Jerrod Kowalski,best version for brewing needs. good thickness so it won;t crimp easily,just the right thickness for brewing transfers,1438646400,,,won;t crimp need thickness easily best brewing good version
73,54390,5,True,"05 22, 2016",A25MIT5WTWRRIF,B00ME7YUIU,,dito,"works great, no problems!",Five Stars,1463875200,,,work problem great
74,58495,5,False,"02 12, 2016",A3NHUQ33CFH3VM,B00SF4YXYC,{'Style:': ' 32 oz. (1 Pack)'},Greeny,"I've sprayed this on basement walls and allowed it to air dry. This is one of the recommended uses, and it's made the basement a lot fresher with very little effort.  There was no wiping in the way I used the product. But if I were killing visible mold, I would have wiped and then sprayed again later and let the second application air dry.  The smell is ok, not bad or strong but seems that germs are neutralized. It's not strong like bleach and can be used in places where bleach might make surfaces show fade.",Sprayed and let to air dry,1455235200,,,sprayed let second wall air germ allow basement use wipe seem recommended bleach effort make i've later surface way wipe like fresher neutralize would ok dry fade little visible smell place bad one might product lot strong application show use make kill mold
75,29203,4,False,"03 13, 2014",AO9UNKQG83BUP,B004U7A5X6,,Gadget  Fan,"PROS - variety, usage information & suggestions included CONS - bulky storage box with wasted space, some types have too few samples  This special-purpose tape assortment reminds me of those bandage assortments that are useful to have on hand.  Lots of special purpose tapes that sit around unused, until the right situation occurs and then they are just the right thing to utilize.  Several of the types were unknown to me, yet now that I have them, I have immediate uses for them (see the full list in the product description above).  One thing that is good is that they include a card with usage suggestions.  For example, I didn't know what I might want the Foam Removable Tape for, and after seeing the suggestions I realized that I could use them as a quick and easy way to put artwork on the wall, as well as securing a kitchen rug that slips.  Search amazon for ""tapecase tape kit"" if you would like a different assortment, as there are numerous different sets available (or go to the tapecase website).  CONS:  The provided storage/organizing box looks nice at first, but I quickly realized that it is much larger than needed.  All the tapes themselves, if not spaced out nicely as they are in the box, would fit in a much smaller 5x5x2 inch box -- better for those with limited storage.  The actual box is 14.5x8.5x2.5 inches, and you can see from the photo above of the opened box how much empty space there is.  It would have been nice if they had included the possibility of adding more components, for example, I have some of their silicone tape, and I'd like to put it with the other tapes in the box, but it doesn't fit.  Also, and I know this is quibbling, I'd like a few more samples of some of the special purpose tapes.  There are only two of the Command Strips with Hooks, and I'd like a few more to mount right away.  Also, there are only three pairs each of the Hook & Look Fasteners, and the Dual Lock Clear Fasteners (which are sort of industrial strength rigid interlocking fasteners for much heavier items).  I think after investing in this assortment, it should last a bit longer before needing to refill the supplies.",Useful Tapes I Learned About Only Because of this Assortment,1394668800,,,know removable look nice away heavier much storage waste hand use refill dual long type need fastener way nicely like bandage space could inch assortment supply might product useful search think open strip lot realize last rigid pro several thing i'd con inch storage/organizing different description silicone tape immediate artwork well box put secure pair set lock include one website command hook wall need assortment unknown right slip industrial utilize large good limited tapecase quick possibility quickly add fit card list kitchen amazon first quibble item bit want full variety remind occur sort empty component information bulky would actual sample also usage strength foam situation small see special-purpose include easy numerous sit purpose provide spaced photo invest special mount unused around two yet look rug kit go well available example three see interlock suggestion use tape hook clear
