,Unnamed: 0,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image,review_clean
19,114048,5,False,"07 13, 2012",A2QT5C9YKTCMY9,B00365USKI,English Pearson,"If you don't know, G-DEC stands for ""Guitar--Digital Entertainment Center,"" and that describes this amp exactly. I can't say how well the G-DEC 30 is suited for a gigging guitarist, since I'm only a hobbyist, but it's a fantastic little amp for someone who plays mostly for himself. The ability to choose vastly different tones is great, and using the Fuse software, that number changes from 99 to infinite. More than that, there's a series of music books that come with SD cards loaded with the tones of the music you're trying to play, so you don't even have to dial it in. Finally, being able to start up a loop and noodle along seems to me like a great way to build your chops, but even if it's not, again, it's fun.  The enclosure seems solidly built. The dials feel solid, but the other controls are mostly plastic buttons and do feel a bit flimsy, but if you buy the very useful footswitch (<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Fender-Footswitches-Contemporary-GDEC-BDEC-ULT-4/dp/B0067MIHSW/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Fender Footswitches - Contemporary - GDEC/BDEC ULT-4</a>), you hardly ever have to touch them, as almost every function of the amp, from presets to loops to tuning to recording. is accessible from the pedal, something that's far beyond convenient when you've got a guitar swinging around your neck. I don't have a large practice space, so others' mileage may vary, but I rarely turn my G-DEC up past 3, and it gives me more than enough volume.  As I said, I play guitar for fun. This little amp should have 'fun' written all over it. If you buy it for that purpose, I don't think you'll be disappointed.",'Entertainment' isn't a dirty word,1342137600,3.0,{'Size:': ' 30 Watt'},,"know guitar--digital record plastic card contemporary way like stand gdec/bdec ever say space amp practice come someone convenient useful think vastly function others can't footswitch software enclosure suit enough chop button seem something great solid disappoint different dial feel rarely tune ability music play fun dial little write that's play infinite touch series change turn control solidly guitarist presets try far beyond able give large load swing bit hardly number almost neck noodle get flimsy fantastic mostly entertainment tone buy sd accessible finally even start data-hook=""product-link-linked book class=""a-link-normal guitar purpose vary choose volume build build i'm around since g-dec along describes footswitches center there's loop well use loop past say gigging fuse exactly every may hobbyist pedal mileage"
20,50801,3,True,"04 19, 2013",A1CNNDHM820I1C,B00065VQN4,s son of g,"Like it says annoying volume swell from low to high and back again. Still don't know what the point for that  is  throws timing completely off. ""Ruins effect sound completly"" if i knew it was going to do that might of thought twice abought buying it. is it even suppose to soud like this?",dissapointment volume swell,1366329600,,{'Color:': ' MultiColored'},,know point low high sound go twice abought volume say buying thought effect suppose like ruin completly know throw swell time might still soud completely annoy back even
21,151281,5,True,"02 4, 2016",A25FCN1GV07V75,B00COVEJ1E,B,I can't believe what a huge difference this made in the sound quality of my sub.  I own a Paradigm Reference Servo 15 sub and have had it for 10 years now.  I am finally hearing the sound I paid for!  The bass was instantly tighter when I placed it on the SD HT.  I can turn it up much louder without the rattles of lights and the suspended ceiling too.  I wish I had read about this sooner!  I can't overstate how amazing the difference is!,Absolutely amazing!!,1454544000,,{'style:': ' SubDude-HT'},,can't ht year sound believe hear servo much paradigm rattle amaze sooner bass light louder tight without place read huge overstate sub pay instantly sd difference turn quality finally suspend reference make ceiling wish
22,49908,1,True,"01 26, 2016",A3TC52F40L7098,B0002ZGE44,Krista Drew,"IF this item worked it would probably be great, especially for the price. However, neither my husband nor I could get it to work, even after trying multiple things including different batteries.  I'm returning it.","IF this item worked it would probably be great, especially for the price",1453766400,,,,get try work probably great multiple work different i'm price include battery especially would however return thing item neither could even husband
23,602,4,True,"03 24, 2016",A2SH4EWFTVOIX6,B000068NZG,Anthony Webb,"This cable seems to mainly be to connect a XLR mic to a camera. The most common camera's I see people using this product with are DSLR's, do not use this if you are attempting to plug this directly from a Phantom power supply to your PC, it will not work as intended",This cable works as inteded. Make sure you know how to use it.,1458777600,,{'Size:': ' 1 Foot'},,dslr's power directly pc phantom seem plug connect use work xlr cable attempt intended common people mic supply use product see mainly camera camera's
24,219441,4,False,"02 15, 2017",AS5QSS7NMMBZD,B007ZH2T6Y,urick4321,"I have a Gibson Les Paul Studio w/ '57 classic pickups, and I love it. But the Epiphone plus tops (AAA!) are beautiful, so I thought I'd give it a chance. Nearly 10 years ago I tried a few Epiphone standards at guitar center, but they sounded kind of dead and dry, regardless of what amp I was playing thru. Upon receiving my new one I was prepared for it to sound lame, in which case I'd sell it and likely recoup most of my $$. But to my pleasant surprise it sounds as good as it looks, and it looks great! I suspect the main factor is the probucker pickups. They are modeled after late 50's PAF pickups, and I say they did a pretty good job of it. But the guitar also feels good in my hands and plays easy. It was set up well right out of the box. The only reason I didn't give it 5 stars is because- well- it isn't a Gibson, but that may just be the gear snob in me. I's a great value.","For the price, I don't think you'll find a better guitar!",1487116800,4.0,,['https://images-na.ssl-images-amazon.com/images/I/71zey1jG6fL._SY88.jpg'],give look paul chance think epiphone gear lame value dry amp factor pickup thru regardless job receive prepared i'd les great feel sell hand gibson surprise box play nearly stars upon dead one love new right recoup beautiful reason kind likely sound good probucker sound suspect studio pleasant ago also top standard easy year guitar sound main case plus playing set paf classic aaa i's model tried snob center well say late may pretty
25,55328,5,True,"10 24, 2014",A212H5UC280SOV,B0007GGUGA,yap2AMZ,Love this!,Five Stars,1414108800,,{'Color:': ' Silver'},,love
26,212941,5,True,"12 20, 2013",A3412OM2NWNT5E,B001P8LXDY,Nilram,"For the price, you would be silly not to pick this up! The cloth is great and works well with the wax, etc. The only problem for me is I went crazy with the wax and have nearly depleted my supply in just around 6 months!!! That's because I just recently refinished the body on my parts-caster custom. Needed to make sure she was all shiny-like afterwards :)",Totally Rad!!!,1387497600,,,,recently deplete make crazy pick problem sure great refinish parts-caster around price month go wax would cloth shiny-like body nearly silly supply that's custom well etc need afterwards work
27,114272,5,True,"01 8, 2012",A1XL4YLORJ5IBS,B0037ME3G0,Ana Pendragon,"At this price how can you go wrong? Comfortable and sturdy. Works just fine, thank you. Bought another for my Strat.",Works just fine.,1325980800,3.0,"{'Color:': ' Black', 'Style:': ' Leather End'}",,wrong sturdy buy comfortable price strat go fine another work thank
28,210410,5,True,"06 28, 2016",A3QEBUU7U4E66T,B0010CJ4L8,Diva Singer,Works great for squeezing a drum mic where you need it...,Five Stars,1467072000,,,,need great drum work mic squeezing
29,187227,5,False,"02 29, 2016",A1M23590C0V803,B00Y83UT4C,Omnicess,"Instant response using the thunderbolt cable. The sound quality is right up with other Focusrite products I've used. I've just noticed Focusrite tends to be more reliable when I use the products with Apple products.  The two front inputs are automatically received as left and right on my computer, so I need to modify the software settings to get it to play on both ends. Not exactly plug and play for me, I had to download a driver first but after that, all worked great.  Overall cool product.",Pretty Great Product,1456704000,,{'style:': ' 2Pre - 10 in / 4 out'},,thunderbolt software get product sound instant apple tend computer use work front focusrite plug great i've use input first cable overall two cool driver automatically leave download modify setting use need play response exactly end noticed quality product receive right reliable
30,205018,5,True,"07 20, 2017",A2BO055OCQH12P,B0002KZEB8,Amazon Customer,"This item works. If your trem is adjusted properly to float, and you have locking tuners, your Strat will stay in tune. It will brighten the tone just a hair, but I think what it adds in clarity makes up nicely.","Works great, but is a slightly tricky install",1500508800,,,,hair clarity tune lock brighten tuner strat trem adjust nicely add make stay item tone properly float think work
31,54555,5,True,"01 5, 2015",A7MGU0IU27G3M,B0006ODWUU,Ron C. Johnston,Great microphone for a sax have also had excellent luck with recording with it as well as live,Excellent choice for any woodwind,1420416000,,,,well also great excellent record luck live microphone sax
32,40519,5,True,"04 24, 2015",A2LDCAGY41TKNW,B0002H03YY,Honest Feedback,Good for my Les Paul,Five Stars,1429833600,,,,paul good le
33,17601,5,True,"10 6, 2016",A15IT8B69C19RA,B0002E1J3Q,Josh Smith,These have been my favorite guitar strings for as long as I've been playing.  It's not too often that you find a particular product that you can say  you have never had any issues with and have used for 20+ years.,20+ years of satisfaction,1475712000,,"{'Size:': ' Regular', 'Style:': ' 6 pack'}",,year guitar favorite use never i've find play often long particular issue say product string
34,166526,4,True,"05 21, 2016",A25HNCSHBYB8JZ,B00J3ZCVCS,kyle yoder,Great starter,Four Stars,1463788800,,{'style:': ' APC Key 25'},,starter great
35,137221,3,True,"07 17, 2013",A1MJGATLJM2Z41,B0078YFA1A,deo,i put the strings on. the tone is magnificent along with the feel of the string.  These did not feel like their string gauge which was good for my comfort. BUT! they do not last as long as nickle string sets. They break easily!,not as great as its cracked up to be!,1374019200,,"{'Size:': ' Power', 'Style:': ' 1 pack'}",,string good gauge break feel along like long put set magnificent tone comfort nickle string easily last
36,137586,4,True,"03 31, 2017",A1MGDSVKRB11GO,B007EV6RFK,mrClues,still works,still works,1490918400,,,,work still
37,162947,5,False,"08 13, 2014",ADH0O8UVJOT10,B00I6JGPHY,StormJH1,"I was on the lookout for a very compact, portable, all-in-one practice amp solution for noodling in my office or any other small room around the house I wanted to play guitar in.  As a very amateur - though somewhat experienced - guitar player and wannabe gearhead, I've owned a number of solid state, tube, and modeling combo amps and switched them in and out as my needs and tastes changed.  If you are realistic about the types of sounds that an affordable amplifier of this size can make, then I truly believe the Blackstar ID Core10 is one of the more complete practice amp solutions imaginable.  Let's get a few things out of the way.  First, the size...this thing is SMALL.  Stand a ruler up on your desk.  The Core10 is slightly shorter than that ruler, and maybe an inch wider.  It weighs all of 9 pounds and comes with a detachable shoulder strap/carrying handle.  Chances are that your guitar weighs 7 to 10 pounds, so if you can carry it, you can carry the Core10 as well.  It's also pretty uniformly ""square"" in shape, so you could slide it onto a shelf or into the corner of a closet and hide it quite easily.  The phrases ""bedroom amp"" and ""practice amp"" get thrown around interchangeably with no uniform meaning.  For comparison, I have a Fender Super Champ X2 in my basement.  It's a $350 15 watt tube/hybrid modeling amp with a 10 inch speaker, and it probably weighs around 20 pounds.  The Blackstare ID Core10 has two 3"" speakers that are 5 watts each (total of 10 watts of power).  There really is no practical way that you could consider the Core10 a ""performance"" amp.  My Super Champ X2 is probably about the smallest size amp you would consider even for a smaller venue (unless you mic it up), and even then, you would probably opt for a tube amp or something with a bigger speaker.  So if people log on here and post 1- or 2-star reviews complaining about the lack of low end - just keep in mind: they bought the wrong amp for their purposes.  But the most important question about the Core10 is ""How does it sound?!""  I'm thoroughly amazed by the quality and variety of sounds that this little solid state modeling amp puts out.  For something that costs 100 dollars, keep in mind that not even 15 years ago, amateur players like me would freely pay 2 or 3 times that price for a multi-effects processor, which would be about the same width as my Core10.  They would then hook that up to whatever crummy solid state amp they could afford (Mine was a Crate GX10...yuck), and you'd have one complicated, relatively expensive, and still poor-sounding gear.  The $100 Core10 assembles amp/speaker modeling, effects, and speakers all into the same box, and it sounds worlds better than that big red POD you were proud of in the late 90's.  The limitations of a set of 3"" speakers are obvious, but the sound very ""full"" without necessarily being deep.  But the Core10 seems to avoid two key annoyances that plague most solid state amps with 8"" or smaller speakers: (1) Unwanted rattling; and (2) Speaker breakup/distortion.  In fact, as much as I love my Vox Pathfinder 15 (a now discontinued solid state amp revered for it's affordable tube-like sound), the Core10 seems able to be pushed closer to its limits without degrading sound quality.  The secret may be in the ""stereo"" nature of having two small speakers side by side.  This is particularly noticeable with the addition of reverb, delay, or chorus.  The Core10 has 6 ""voices"", which are kind of like different amp models: Clean Warm, Clean Bright, Crunch, Super Crunch, OD1, and OD2.  I had a Strat and Les Paul-style guitar alternately plugged into the Core10, and it handled both quite well.  On some settings, the Strat can get a bit bright, but the guitar's tone knob can help that.  None of the settings were muddy and unusable, though, and it really does simulate a ""cranked"" larger tube amp sound at lower volumes.  One controversial feature may be the ""ISF"" control, which stands in lieu of a traditional tone knob.  The ISF does affect equalization, but not in the traditional way.  At ""0"" it has more of a Fender/US sound, and blends all the way to ""Marshall""/UK at ""10"".  At first, I was quite alarmed that there was no way to tame the high end with a simple roll-off control.  But, realistically, the 3"" speakers probably don't push enough air for the difference in low end/high end on a simple tone control to even register.  You will find that the different voice presets have sweet spots that may also vary based on your guitar.  Add/subtract gain and volume, and you'll get close enough to where you want to be.  The ""Clean"" settings do a convincing Fender tube amp at low volume.  Crunch is bright with some tube-like breakup (similar to a Vox), and the three higher gain settings could be part Marshall, ""Brown Sound"", Soldano, depending on your opinion.  It all sounds surprisingly good.  While the EQ could have been handled better, the effects suite is brilliantly conceived.  I can't tell you many modeling amps costing many times more than this one force you to use one or two effects at a time (and usually in the combinations that they pick).  On the Core10, reverb (which is always on for many players) has its own control button, which can be run separately with modulation (chorus, tremolo, etc.) and delay.  You really have everything you need in this one little box to approximate just about any guitar sound you can reasonably think of.  No, it wouldn't sound as good as a 30-pound tube amp, but that was never the point.  Some final notes: the amp is powered by an external power supply, which is a round plug cable into a box, and out into a wall plug.  It's actually nice not to have a power cord permanently sticking out the back, but you do have to bring the power supply.  The headphone jack is okay - it retained the sound quality but needed to be turned up quite a bit to match volume.  It also does some type of line out speaker emulation but I haven't tried that.  Also allows you to plug in an MP3 player to jam along with, but I haven't tried that either.","Not for performance, but as good an all-around compact practice amp you will find",1407888000,46.0,,,"player approximate power thoroughly vox jack maybe i've performance onto dollar champ stand imaginable player degrade round supply permanently traditional actually room time turn get many thing alarm soldano force different note realistically really warm hook part model tell point large volume believe kind type hide ruler big post bit high variety separately size...this limit complicate would particularly blend mic equalization everything ago fender/us small model easily chance sound volume either spots set two combo without powered strap/carrying proud knob affordable may complain small portable brilliantly house realistic add/subtract limitation crunch much none type marshall""/uk button like isf poor-sounding practice desk could annoyances solution noticeable usually amaze question detachable can't affect multi-effects shape experience small le effect modulation bedroom brown state guitar's pound well deep size alternately tube-like lookout surprisingly blackstare obvious one love wall noodling whatever crank suite emulation relatively presets reverb cost sweet plug own blackstar let's first help time crummy watt handle practical etc wider also match still short voice reasonably gearhead year vary side basement external need try though run tube comparison allow slide tone always amp/speaker three low wannabe id all-in-one nice cost use bright gain world jam retain red convincing log conceive amp phrase compact need think expensive headphone important breakup/distortion enough secret seem voice stick big discontinue slightly cable want paul-style amp combination cord box little rattling thing crate unusable push quality back wrong similar low able good consider shelf come tame mind roll-off uniform amplifier corner close purpose fender make bought controversial avoid i'm along revere marshall tremolo setting shoulder well interchangeably delay difference final unless control stand lieu simulate air find quite gear somewhat way speaker register strat feature depend amateur pay plague breakup meaning put thrown nature high office inch pathfinder pick something addition solid simple speaker processor mine clean taste handle line opt watt stereo square play fact change need closet pod sound afford necessarily probably truly lack super price number want full muddy end/high unwanted venue uniformly key complete even close opinion guitar eq never plug bring push switched review width around assembles chorus total okay tube/hybrid end weigh people freely base solution late carry keep pretty"
38,83275,5,True,"01 1, 2012",A1XEQGYY1IL8CD,B000ZLOGCC,CamiloXR,"Meets specified by the manufacturer, the sound is recorded clean and strong, good packing box, it seems fine but I think it's good to keep from gaining weight on the boom, is a brand that has proven to be a good alternative to more brands market costs, I recommend",Good choise,1325376000,,,,specify sound good seem meet cost clean weight record manufacturer box gain boom brand recommend alternative market fine proven strong think keep brand pack
39,68692,4,True,"09 7, 2013",A2JN6080LXS12H,B000GUR8V8,D N Wolfe,"Unit works fine with my digital piano.  It's light, portable and fairly sturdy.  The price is right for what you get.",Good Value,1378512000,,,,get sturdy digital price light fairly piano fine work right portable unit
40,204567,5,True,"04 13, 2018",A1TULFZZVAFL3Y,B0002IHFVM,Amazon Customer,I wanted a small backup strap that fits in a small Les Paul case.  This does and exceeds my expectations.  I use it regularly now because i am curious about how long the locking mechanism will last.,For sure it is a great back up strap that fits in small places.,1523577600,,"{'Color:': ' Black', 'Style:': ' Planet Lock'}",,curious le case paul backup use lock small want long fit strap regularly mechanism exceed expectation last
41,139455,5,True,"10 5, 2012",A1YDQEVBW8WLS9,B008JZ7GIW,william j. endres,"Fabulous instrument, feels and plays great and sounds like a Jaguar. Received it 2 days after ordering. I would recommend this instrument.",Squier VM Jaguar,1349395200,3.0,"{'Color:': ' Surf Green', 'Configuration:': ' Rosewood Fretboard', 'Style:': ' Jaguar'}",,sound fabulous day great feels jaguar like instrument would play recommend order receive
42,96119,5,True,"12 21, 2015",A2811903KDQPAS,B0016ZZKJO,Adam Ertsey,"I had a DD 7 before and that thing always sounded too digital and monotone.  I much-much prefer the carbon copy's sound as it has that smooth feel you'd expect.  The sound deserves 5 stars.  However, There's room for improvement.  My complaint is that the regen an mix go on a crazy feedback frenzy past 12 o'clock.  The mod (modulator) is adjustable from the inside once you take the Overall it's a keeper if you care for gorgeous sounding delay.",Sweet delay,1450656000,,{'style:': ' Pedal'},,feedback mix modulator sound copy's thing expect care crazy take gorgeous adjustable frenzy deserves sound digital feel overall o'clock carbon mod smooth dd regen sound however complaint star prefer there's keeper go past always monotone delay room much-much inside improvement
43,136525,5,True,"08 29, 2014",A249GADBPIL6TP,B0073WGCZA,Ishkey,great price for good product.,Five Stars,1409270400,,,,great product price good
44,52715,5,True,"08 12, 2015",A8WA6ZTKLSE2X,B0006LOBA8,gromit,"I bought this for my guitars with Kahler tremolos and I am impressed.  I was doubtful at first but all of the tuning quirks on my Kahler disappeared- stretched strings came back in tune, tremolo dives and pulls also came back spot on.  It certainly beats soldering the ball end on every set before you put it on or having to use sheaths on the end of the strings.  Great tone also.  My only question now is how long they will stay fresh.  I usually use Elixir strings because they keep that new string sound for longer, but even if the D'addario strings don't last as long they take the fuss out of stringing my guitars.",pleasantly surprised,1439337600,,,,spot tune use fuss longer come ball usually question last kahler impress sheaths certainly take elixir great tune long put stretch disappear new dive back beat string quirk solder first pull tremolo also guitars even string sound buy fresh d'addario set end stay tremolo tone every doubtful keep string
45,197095,5,True,"01 22, 2017",A2AC3WEXSIOQQ7,B01CSAATY6,Kevin M,"Great pedal power supply. Fits nicely on the board and doesn't take alot of room, can't beat it for the price. Off the 12v I powered a Nova One delay, the daisychained to a stereo volume off the same line and it still handled both. Good current capability.",Great supply,1485043200,,,,can't power good current volume take great price daisychained nova nicely capability power line board handle fit supply stereo one delay beat still room alot pedal
46,141869,5,True,"04 8, 2014",A1XNCV67JBJVF7,B009DO2PPC,Sam Beckett,"A great way to take ordinary road worn stands and have them appear high end.  Used with a LED fixture, these appear to glow from the inside and provide an additional source of room lighting (get your room designer to give you the RGBA/W color settings for their uprights and match...).  They work with any stands, bottom two cups fit in the stand legs, the top Velcro to the pole immediately below the speakers cabinet.  Would purchase again, and for any stands I buy in the future.  Built of very elastic material, so fit is easy.",An inexpensive way to make beat up stands look like a million bucks,1396915200,2.0,,,give bottom get road high glow elastic material use take worn designer ordinary additional great fit build color appear light rgba/w work pole way two speaker lead cup stand immediately source cabinet purchase would end top buy setting velcro upright legs match room future fixture provide inside easy stand
47,227736,5,True,"06 25, 2018",A39MRPFKB7YHJW,B00U43T1KI,Todd P Wildason,Great hangers.,Five Stars,1529884800,,,,hanger great
48,147417,5,True,"03 26, 2015",A38PTDTDK8BLEI,B00BIRR1TC,Momma Bear,"This little device is great. I owned the original iRig, and the iRig HD blows it away. I was stunned by the sound quality, so much so, that I was inspired to use it to do some recording in Garage Band (my first time to do that).  If you can afford this instead of the analog iRig, it's worth the extra money. The sound is excellent and crystal-clear.",Great product from IK Multimedia,1427328000,,,,garage blow record away sound hd own afford analog much worth great use first money stun time instead excellent device extra little inspired crystal-clear quality original band irig
