,Unnamed: 0,overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image,review_clean
10,977183,4,,True,"01 20, 2015",A21EFZOSBOI137,B00IANU4ZA,,Lee Jongwon,Good...,Four Stars,1421712000,,good
11,26941,5,,True,"03 26, 2015",A298ANYRLJQE4H,B00004TXNR,{'Size:': ' 1 Pack'},W. H. Eakin,Grandson plays with this all the time. Cheap fun!,Cheap fun!,1427328000,,time play fun cheap grandson
12,496289,5,,True,"07 17, 2016",A3H2J4EW5CCBWS,B004UN9VMG,,DotDot,My teen loves cute piggies so I bought a few of these pig balloons for her pool party. They were a hit! Took them to party city to get inflated - cost $2.99 to inflate this size balloon.,"Cute, no leaks, inexpensive to fill with helium",1468713600,,get bought city take inflated balloon pool teen size love piggy party inflate pig cost balloon hit cute
13,170694,1,,True,"01 12, 2016",A2YB3EEX82QEYH,B000RGRN7K,,dawn,Not worth the money,One Star,1452556800,,worth money
14,847112,5,,True,"04 30, 2015",A1FOG1RIWDQBI1,B00DOQCTWE,{'Style:': ' Core Zombie'},laura hely,My great-nephew loved it..,Five Stars,1430352000,,great-nephew love
15,766105,5,,True,"01 27, 2016",A3543P5BM3OB5W,B00BV1OSZA,,Kevin Gauger,Cute!!,Five Stars,1453852800,,cute
16,1374305,5,,True,"04 6, 2016",A1Q02BDLAD87T2,B012YWX5LC,{'Style:': ' Scratch & Sniff Sticker Pad - Floral Fairies'},Kindle Customer,Daughter loves stickers and these are just adorable!,pergevtt,1459900800,,daughter love adorable sticker
17,1378834,5,6.0,True,"11 6, 2015",AQWZYNDSUOVC5,B013INMYBI,{'Format:': ' Toy'},ramirez98,So excited this is back in print as of late 2015.  A wonderfully thematic deduction game that any board gamer should add to their collection while it's available at such a great price (under 50 bucks).  Many of the fiddly parts of the 2nd edition have been fixed here so you get the same great game in an even better package.  Strongly recommended.,a classic is reprinted for the better,1446768000,,strongly get deduction many gamer fix wonderfully recommended edition great collection buck price excite good print board fiddly part thematic add game available package late back even
18,1273096,5,,True,"03 24, 2016",A39DFIYLJAK0GW,B00U1RXIF6,,Keithme,Quality and was as expected.,Five Stars,1458777600,,expect quality
19,75572,4,4.0,True,"10 17, 2011",A1POFVVXUZR3IQ,B0009K3116,,Z Hayes,"I purchased this for my first grader because I wanted to teach her geography in a fun way. The ball itself inflates easily enough to the size of a beach ball and is lightweight enough to play with inside the house. I made up a simple game where I would throw the ball at her while asking her to find a certain country, sea/ ocean etc. She would do the same as she threw the ball at me. This actually kept us occupied for awhile until she got tired of looking for the names.  I'm not sure how accurate this globe is, but my main objective here is to get her familiar with the names of the major countries of the world, their location, as well as the names of the oceans, seas, etc. and this ball fits the bill nicely.",A nice inflatable globe for a fun geography lesson,1318809600,,house name find ask country teach way sea nicely beach country ball actually world throw objective get location enough occupy tired sure simple want size fun seas bill play make first geography accurate major certain awhile purchase get would fit globe familiar etc game lightweight inside easily keep ocean main grader i'm ocean inflate well throw look
20,1157994,5,,True,"02 23, 2016",A33TTHIV6CSLX0,B00NHQFWQ6,,andi,kids love this!,Five Stars,1456185600,,love kid
21,1177819,1,,True,"11 11, 2016",A36ZPUB7VMO68Q,B00OKW63U0,,Dominique Tietel,Says for babies but really it's for children 3 and up.,One Star,1478822400,,say child really baby
22,1661133,5,,True,"03 3, 2016",A2M11ZKIFPTVKO,B008YO45AK,,PATRICIA FUNDERBURK,I am a collector and she is beautiful.,Five Stars,1456963200,,collector beautiful
23,1115662,5,380.0,False,"08 6, 2014",A2823FDD2UL93H,B00M8BKNK6,,John M,"Hello, The long awaited 12th doctor's sonic is here! I've had a chance to check this out and there are certainly some pro's and con's to this.  Pro's: - Releasing the claw feels so awesome. - Sweet sounds (a total of 4) - Little known fact, if you press the button twice quickly and then a third time holding it, it makes one old school doctor sound. If you press the button three times quickly and then a fourth time holding it- it sounds like its broken or malfunctioning. - Lights up, extends and retracts very well in times of emergency. - One button! Compare to the 11th Doctor Sonic, when it is extended you would need to reach for a button on the bottom making it awkward to hold and point. This model works with a single button in the middle extended or retracting making it much easier to fight Dalek's.  Cons: - Gallifreyan technology is very sought after. Protecting it can prove to be quite difficult. - Setting 15B seems to not be working. - I have not been able to repair medical wounds...yet - Does not have a Tardis Docking Station  Update: 8/12/2014 After much trial and error, I still can't open locked wooden doors.  Overall I am satisfied with this piece of work!",12th Doctor's Sonic Screwdriver,1407283200,,awkward protect much chance malfunction i've quite work button await pro's sonic retract dalek's like release model con's doctor know need open medical time hold can't station certainly extend press con seem wounds...yet make feels third fourth technology gallifreyan middle long little one fact retract point repair compare sweet hold able easy hello sound single set twice quickly update light school time would claw check sought still satisfy prove work error bottom difficult sound reach extend broken piece door overall awesome work old total wooden tardis fight make dock emergency well doctor's three lock trial
24,408192,4,,True,"03 16, 2016",AV245TBDUBPPJ,B0037V0Q62,{'Style Name:': ' standard version'},Operalover,"She is such a cutie! A bit small, but well loved by our little girl. There was no noticeable odor, as some earlier posts noted.",Brianna is a doll!,1458086400,,note cutie bit small love earlier girl little well noticeable odor post
25,1603002,4,,True,"01 6, 2017",A3JO0D5O48HH35,B001TPVDMO,"{'Size:': ' 26""'}",Amazon Customer,Cure product with flat feet although the website is tricky as I thought I was ordering the larger one. This one is very very small and good for a table center piece at best.,This one is very very small and good for a table center piece at best,1483660800,,foot large good tricky think piece best although cure center flat one website product order table small
26,536776,4,,True,"10 28, 2013",A14MH1QXT52KIA,B005JAH2CU,,Brandon Thornton,Good pieces and good pictures fit together for a good get together.  Enjoyed putting this puzzle together with friends.  Great puzzle maker.,Puzzled.,1382918400,,puzzle together fit get great piece friends enjoyed maker good put picture
27,708819,5,,True,"09 6, 2015",A90A76GNLH1WS,B00AITWPOM,,Leslie A Martin,Grandkids Love it.,Five Stars,1441497600,,love grandkids
28,326266,4,6.0,True,"12 9, 2011",A3POAVTU2XS9B1,B001F7S4UU,,maddogdad,"Very similar to the original Carcassonne.  This adds surveyors who also move west with the growing tiles.  If you have a person who gets left behind the surveyors, they go back into your hand without scoring.  This is bad if your person is on a really long road that doesn't finish in time.  It's good if they are in a city that has no way of being completed.  There are a few extras - trading posts along the roads for more points and other things.  If you liked the original, you'll like this.",Carcasonne in one direction - West,1323388800,,west similar road point move good city carcassonne person hand complete scoring way along like add time without long leave behind tile finish really thing road go bad extra also like get grow back surveyor original post trading
29,987031,2,3.0,True,"06 17, 2014",A3LLEX1R9IXQSO,B00IGXV9UI,,DF,"This is somewhat cool,  and does what it is advertised to do.  When the plane is submerged in water, and the top is pressed down repeatedly, its body fills with water. Then, the plane can be held over the 3  ""fires"" and the water released by pressing the top again. Our 4 yr old grandson had to really maneuver his little hand to press down the top to get the water to release, while he was holding the plane in the air.  And the ""fires"" are not as shown in the picture on the Amazon site.  In reality they look like little round half cups with jagged edges, not spiked with flames--- this is not really truth in advertising.  Obviously, this a toy for an area that is ok for water play.  This is the second toy we purchased in this series and there have been problems with both of them.  I cannot recommend purchasing these, maybe the company will get the bugs out and make them better.",Planes fire and rescue Dusty,1402963200,,second hold air hand maybe bug somewhat advertise grandson like recommend round half advertise reality area press problem get submerge repeatedly press spike obviously well jag purchase ok little really picture play show series fill flame hold company amazon plane cannot cool cup yr purchase top truth edge water press release make release fire maneuver old look body site toy
30,1577086,5,,True,"01 13, 2018",A2IIJRFVANFUA4,B000HASEXI,,Heather Koehn,"Bought for my daughter's Journey girls doll. It's lovely! Good quality and details. Fits a tiny bit big in the shoulders, but not so big that it falls off of her. All in all, I'm very pleased!",Perfect,1515801600,['https://images-na.ssl-images-amazon.com/images/I/71538Uer7VL._SY88.jpg'],fall good buy journey big lovely i'm bit shoulder daughter's doll fit tiny detail pleased quality girl
31,1589753,5,,False,"04 4, 2010",A1M8AYAL3L8ACP,B00134O9HC,,Amanda,"I am an adult and still think this is a fun game.  I play this with my 4-year-old all the time.  I think it is a great educational toy.  It teaches matching on all 3 levels.  On the first one, you just match different fun sounds.  This is good for younger children.  The upper levels have more learning opportunities.  You match things like opposite words, letter sounds, rhyming words, and words that begin with the same letter.  I also liked that it has an option to play with two people instead of just one.  This means that two children can share or you can play with your kids.  Another good feature is that on level 2 and 3, it will tell you how fast you beat the game.  This way, kids can learn to set goals like trying to beat their best time.",Great for Learning and Playing Together,1270339200,,way feature like adult opposite level share think child upper great different mean begin learn letter fun thing opportunities one play like beat tell option try educational sound good first goal learn time level game also match still young fast kid teach word best set match two instead people another toy rhyme
32,354805,5,,True,"05 5, 2017",A3TWAHM1TAYUUM,B001TPZ3PM,{'Color:': ' Null'},Amazon Customer,Looks Great!,Five Stars,1493942400,,look great
33,555452,5,,True,"01 27, 2015",A2DP2DK1IE3AW,B005VPFPFY,,NEUDIS J. HERRERA.B.,all right,Five Stars,1422316800,,right
34,1323271,5,,True,"12 16, 2016",A10W3MOS0SK8PR,B00X2VIN5I,{'Style:': ' Binder'},hard working nurse,great,Five Stars,1481846400,,great
35,1468391,5,8.0,True,"11 16, 2016",A2HMQWC8R8XYC9,B01ALL8018,,Nevspence,"I don't quite understand the attraction to these but my little sister went nuts when I got them for her. She immediately started decorating everything and even made little YouTube tutorials about them because she thought they were amazing. Perfect birthday present for an 8 year old girl! My mom liked it too, after my sister Pom-Pom wowed her computer screen, they came off without leaving any trace behind and my sister was able to put them back in the tubes and Pom-Pom something else. All around excellent crafty item to keep her busy for hours!",Awesome gift for kids,1479254400,,else nut able youtube computer something birthday think quite leave amaze around wow sister old come go immediately understand mom screen without excellent get decorating tutorial pom-pom girl little present behind put hour item trace everything start year like busy perfect crafty back even tube make keep attraction
36,251700,5,,False,"07 15, 2014",APFSFA4B91BOI,B000XRURAS,,JWL,"For what it's worth I don't have this one but the bigger one with the tunnels, stairs on the back and slide down the middle.  I purchased it not from Amazon but a competitor that was cheaper  but still with no tax and free shipping. It replaced a model similar to this from another vendor that failed as it was worthless. Even though my wife was the underlying reason I purchased it, what a great investment. It's a neighborhood hit and a great reason for all the kids to drag their mom and dad's out. Good excuse to have have a couple cold ones on a hot day with the adults and to catch up and the kids have have a blast for hours on end. Better then spending money going to the water park and with the comfort of our home steps away, it's priceless.",Get the bigger one. You won't regret the extra $.,1405382400,,away cold investment spending model tunnel hour comfort adult one hot excuse great money tax well wife middle dad's catch one park blast back underlie similar worthless reason go free good home worth stairs couple cheap amazon big vendor mom purchase fail still even water hit step day drag kid priceless competitor neighborhood though end slide another shipping replace
37,698713,5,,True,"11 21, 2014",AAA4JDZZ0C0P5,B00A8UT558,{'Product Packaging:': ' Standard Packaging'},Elisha Trujillo,So cool,Five Stars,1416528000,,cool
38,884648,5,,True,"02 14, 2016",A2M4DPX7D77TFQ,B00EX5K23S,,Cassandra Callihan,"Purchased for my 3 month old who is now almost 5 months old. She LOVES this toy. Basically you cannot go wrong with Melissa and Doug. You can push all of the animals noses for a tune/sound. She loves it. This toy is what got her to learn to roll over. So many bright colors, textures, and sounds! Perfect cognitive and sensory toy. She now sits up and plays with it.",Perfect cognitive and sensory toy,1455408000,,wrong basically cognitive many sound month roll bright color cannot melissa almost learn old month love purchase doug tune/sound get texture play go sit push animal perfect sensory toy nose
39,719005,5,,True,"09 24, 2014",A2H9OCC7SNVO6I,B00ATZ11UE,,Wes,Great figure!!!! Amazing detail looks just like he did in the movies! tons of articulation just a great display figure!,Great Buy!!!!,1411516800,,ton detail figure look great articulation amaze movie like display
40,430461,5,,True,"01 17, 2016",A36XEYMJESQB4J,B003R68WF4,{'Size:': ' 1-Pack'},Kara,I purchased this for my son for Christmas. He has been using it for lady bugs. He has used it daily and is sometimes a little rough with it. It is holding up well and works great for holding bugs. The door swivels open and closes easily. He loves it!,Great bug house!,1452988800,,hold use door christmas great bug close daily love purchase son little sometimes use well swivel work open lady rough easily
41,1305498,5,,True,"01 29, 2016",A3DZO7TMWQ7CQ5,B00VZGBVLA,,Trisha Parisi,Wish it was mine! Gets loads of giggles.,Bought one for my 5 year old son.,1454025600,,get load mine giggle wish
42,775616,5,,True,"10 16, 2014",AD5GWSR5KBJN1,B00C4VFXF0,,Selena,excelente,Five Stars,1413417600,,excelente
43,1071859,5,9.0,True,"10 31, 2014",A303R1W17JE8V2,B00KHZGMZ0,,I shop too much!,Love my Giant Googly Eyes.. Now I can keep and eye on my kids!,Five Stars,1414713600,['https://images-na.ssl-images-amazon.com/images/I/815gPqQTpPL._SY88.jpg'],love eye eye kid keep giant googly
44,1302804,5,,True,"01 20, 2016",A1SNXP8NBI88YS,B00VS6FC7G,,george diffin,My daughter loves it,Five Stars,1453248000,,daughter love
45,294292,4,4.0,True,"01 3, 2013",A23TM5Z0RC429A,B001668HEI,,E. Kennedy,"This is cute, soft and has a quiet rattle. Perfect for baby. This was for a 9 month old with other Rabbit gifts",Cute for baby,1357171200,,soft month baby quiet old gift rattle perfect rabbit cute
46,669572,5,,True,"04 5, 2017",AUAQP34X43LLB,B009A39ZT0,,Amazon Customer,Kids couldn't put it together fast enough - seems that I need a few more.,Five Stars,1491350400,,need together put kid enough seem fast
47,1025659,5,,True,"10 18, 2014",A2QH63LXAW94WS,B00IZYDS48,{'Product Packaging:': ' Standard Packaging'},bang for your buck,great toys for boys for great price,Five Stars,1413590400,,great price toy boy
48,199346,5,,True,"10 10, 2016",A2FCOJC1HAXRBO,B00104MFRG,,nana,"well packaged and good selection even at random, my kid loved them",Five Stars,1476057600,,well random love kid package good even selection
49,1366955,5,,True,"12 26, 2016",A1RTV5MZ4HRCLL,B0125KRJBK,{'Product Packaging:': ' Frustration-Free Packaging'},sbraaton,Bought for my 10 year old daughter who loves LPS. She plays with it all the time. She fits all 11 of the pets in it when she stacks them. Love it,Love it,1482710400,,buy old time love stack lps play fit year daughter love pet
50,1028548,4,,True,"05 7, 2015",APTYHYH8URENX,B00J0Y7S3E,{'Product Packaging:': ' Frustration-Free Packaging'},RogueDeadGuy777,"Not as good as the first one they made, but still very nice and very much worth it if you kid likes Sponge Bob.","Not as good as the original, but still very nice!",1430956800,,bob nice good like much worth first sponge kid one still make
51,226017,2,6.0,True,"06 10, 2017",AQ4BLZ8ZCLBBL,B0015GMFLK,,T. Clark,The rope ladder provided is too short. Step2's product support has been unhelpful. Assembly in general was also a pain. 2 stars is what this product deserves.,Poor product support,1497052800,"['https://images-na.ssl-images-amazon.com/images/I/81xthhWBFQL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/817cMQsebFL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71fCmHY6KbL._SY88.jpg']",provide short assembly deserve pain ladder star rope general also unhelpful product support
52,617459,5,,True,"01 24, 2013",A2X2X9DA76CQWW,B007DE0MD6,,Kimberly Dockins,She loves this! You can just tell it's made really well. Goes well with our KidKraft modern kitchen; fits perfectly on the shelf.,Adorable for my 3 year old,1358985600,,modern go perfectly shelf kitchen love fit really well tell make kidkraft
53,462258,5,,True,"06 17, 2015",A3283J84POQCXP,B004EIOLFO,{'Color:': ' Red'},sambi,"It took a bit of effort to put together but my 15 month old is really enjoying it! She's too old for the ""walker"" function but can get onto the seat with some assistance and scoot around the room. It looks well made and the wheels turn very smoothly. Definitely recommend as a first ""bike""!","Fun first ""bike""",1434499200,,smoothly look get month take seat definitely together effort onto first walker bit around wheel old recommend put enjoy really scoot well room turn function make assistance bike
54,1661994,5,,True,"07 22, 2017",ARYKTN8INJW19,B00920SDNA,,Dawn Zito,Grandaughter loved it.  fast shipping,Five Stars,1500681600,,love grandaughter ship fast
55,1686139,4,,True,"08 26, 2015",A1DV0P14QEJZD5,B00CFWWD88,,sean scott,Looks awesome and boys love it. Only downside is the propellers don't slways stay in. Copter body itself is really good quality.,Go joe,1440547200,,copter look propeller slways good boy downside awesome body stay really love quality
56,1818601,4,,False,"01 8, 2017",A2503LT8PZIHAD,B01CFDFPTU,,Trouble,"This is a cute kit, one of the best I have seen from Alex toys.  This is enough for two girls to play with, like on a Play Date, though they hate it when it is called that,  Two girls had a cute time setting each other up with effects and those effects will definitely wash right out.  (IMPERATIVE.)  I was also thinking this would make a cute gift for a birthday party.  I have the hardest time coming up with new items.  But once I find one, I will generally use it a bunch of times.  LOL.  One must change ideas every year.",Fun and great gift,1483833600,,think enough setting make change effect definitely birthday find use time item best wash alex two must like time hate date though coming call would hardest party bunch lol idea see kit toys gift generally one year play also imperative new every girl right cute
57,671778,5,,True,"09 8, 2013",A3HEBPRKEM8CS,B009B0ZNN4,,Stephen Brucculeri,What you receive is exactly what you see in the picture. Some people think they are bobble heads because they have big heads but they are not. It is just Funko POP's design.,You get exactly what you see,1378598400,,head big bobble design pop's people picture receive exactly think see funko
58,265616,5,,True,"06 24, 2013",A2RJ4RQX1JP3GK,B0011ML69A,,Mrs Young,"These were absolutely cute. I used them for my daughter's two year-old party, saved them, then pulled them back out for her 3 year-old party. She loves them and they were great favors for her little friends to take home!",Great addition to any Mickey and Friends Party!,1372032000,,home save used take great two year-old love daughter's friend party little favor pull back absolutely cute
59,953824,2,,False,"02 9, 2016",A34SPFZIHHN907,B00HGA8I60,,Linda R. Belair,"This puzzle is not at all like the picture. It is very dark, lots of oranges and dark hues of blues, etc. Does not have the cheery bright look the picture has. I have done many Ravensburger puzzles and have never been disappointed and put one in the Goodwill before it was finished. I really disliked this puzzle.",BEWARE! PICTURE IS NOT A GOOD REPRESENTATIVE OF THIS PUZZLE.,1454976000,,puzzle blue oranges dark many never disappointed bright dislike finish like look ravensburger put goodwill hue really picture etc puzzle one do cheery lot
60,827969,5,,True,"09 22, 2015",A1QDYU7OM768PD,B00D4NJSA8,,Boy_Mama04,"Got this on a really good deal. I wasn't expecting it to be so big, makes the deal even better! Saving for my son for Christmas and I know he will love it!",Lots of drawing fun!,1442880000,,know good big christmas save good son get make expect really love even deal
61,1362618,5,,True,"12 27, 2016",A1GUEJF4C22XFO,B011MIZBPM,{'Product Packaging:': ' Frustration-Free Packaging'},LauraS,My almost 5 year old son LOVES this gun. The blade is an awesome addition.,My almost 5 year old son LOVES this gun,1482796800,,year gun love addition son blade awesome almost old
62,555764,5,,True,"01 14, 2014",AP9JTY7Y7JXQI,B005VPRFPM,,frances p dabbert,Have been purchasing lego's for all my grandsons for years. They don't seem to get bored with them. Not sure what will happen when they all learn to drive a car! lol,elite clone lego,1389657600,,year get sure drive car learn purchase seem bore lol happen grandson lego's
63,1428001,5,,True,"04 11, 2018",A2X7NGPFGMERQG,B0177B70BQ,,J. Thompson,These beads are wonderful as a sensory tool. They grew as described and after 3 days the same first batch I made are usable.,Just as described,1523404800,,day first usable bead wonderful described tool batch sensory make grow
64,993242,5,,True,"02 18, 2015",A2BN1I0RX8WNU8,B00IL7IFNI,,C.P.,"Great value. Much more durable than I expected. I have about 4 different toys like this from Green Toys and they are all good quality. I did manage to get them on sale though, making the value that much better. For $20(at the time of the review), the value is still good for what you get. Definitely will buy these products again for my child as well as gifts for my other friends' children!",Better than I expected,1424217600,,child get product durable good much child definitely great make different like good time though sale value friends toys buy gift well manage expect green still quality review
65,532245,4,,True,"07 22, 2014",A30S2XWHFQZ8X0,B005GJEYIE,,Reviewer,"Nice simple and festive birthday banner.  Looks durable, we'll keep this and re-use it for future birthday parties.",Good purchase -- reusable so more useful than disposable,1405987200,,birthday look simple we'll festive nice party banner future durable keep re-use
66,571975,5,,True,"03 8, 2013",A31SIWA940MEPU,B006CD0EK0,,Cristina Boos,They make up a great collection. My granddaughter adores all of her ponies. They keep her imagination active. I will be buying more for her soon!,We love them!,1362700800,,soon make adores granddaughter buying great collection active imagination pony keep
67,147746,3,,True,"01 4, 2014",A1BOLR1LWTEWRK,B000MX5AQ4,{'Style:': ' Cat House'},Annie Dao,"In my opinion, the toy was not worth it's price. The kittens were not as cuddly as depicted in the picture and it was incredibly hard to get kittens in and out of the homes. I bought this as a gift for my 5-year-old because she LOVES cats. She was not impressed with this toy though. It was kittens in a home. It seemed like there was not much she wanted to do with them, but the variety in color was nice.",Very simplistic,1388793600,,impressed opinion get nice depict hard home buy cat much worth color price incredibly want variety like love though seemed gift kitten picture cuddly toy home
68,1033028,5,,True,"11 29, 2016",A3N4WWTEPO7MXZ,B00J49UU0I,{'Style:': ' retail_packaging'},Amazon Customer,Love it !,Great for toddlers,1480377600,,love
69,1674867,5,,True,"03 22, 2018",A17B6RQF693UGJ,B00B4GO7Q2,,Allan Vanuga,it was good,Five Stars,1521676800,,good
70,1800690,5,,True,"06 11, 2018",A329MK1HH1FPKY,B0169ODGHE,,Amazon Customer,These were really fun,Five Stars,1528675200,,fun really
71,932859,5,4.0,False,"10 6, 2014",A1QM7IVRYMCGOW,B00GN5NZS0,,Rebecca,"Exactly as described, good quality. FAST SHIPPING! My grandson loved it!",These toys are awesome!,1412553600,,love exactly describe quality ship good grandson fast
72,1531184,4,2.0,False,"10 23, 2016",A3KMMXLJFQENDZ,B01DM6RI6W,,Alex A. Fintonis,"I've been waiting for these figures ever since they were announced. This older hero ash is very nicely done. Good face sculpt and nice paint apps. For not being a deluxe edition you get a a lot. Ash comes with his chainsaw hand and his mechanical one, plus two head sculpts, not bad at all!  The best part is I believe this is first human figure we have gotten from Neca with double jointed elbows and they did a great job with them! The joints are hidden well. The holster on his back to hold the shot gun is also a cool plus.  Now here comes the criticisms. These may seem like bit picks but I feel they need to be addressed. Firstly Ash's feet are too small, they are not proportional to the rest of his body. Because of this it's very trick to get him to stand on his own. His pants also really hinder him from moving his ankles foreword which add to this problem.  You have to really play with the figure and have him lean slightly forward, so no dramatic poses. Secondly he's all around tiny compared to other Neca human figures. I compared his size to the ultimate Ash from Evil Dead 2 figure and he's not in scale to Ultimate Ash at all. Ultimate Ash is a bit bigger. Which is odd seeing how they are the same character.  All in all though this is must for fans of the Evil Dead films and show. Can't wait to see more from this line!",Double jointed elbows! Groovy!,1477180800,,he's nice edition hand i've proportional head shot double apps nicely like lean ever holster evil add need character figure hero scale job hold pose can't get neca address wait paint gun problem secondly great slightly feel jointed must fan chainsaw size line really ash's one dead play face part lot wait back odd compare foot believe good first come big bit cool pant pick bad foreword also trick see rest human joint ash forward hidden plus ankle film get around since elbow best move two sculpts though seem body figure firstly tiny sculpt criticism well ultimate do deluxe dramatic mechanical hinder see show may older announce small stand
73,747526,4,,False,"11 6, 2013",A1FJFLAAQD5WH2,B00BHYVWOG,,Lori Caswell/Dollycas,"First I must say I am a little confused by Amazon's Product Details as it shows this toy with the Chocking Hazard Warning - Not For Children Under 3 and then says for ages 0+  and then says 6 - 15 months.  I can't see any parts that could be a choking hazard unless it was ripped completely open.  This is a cute little dolly. She is soft and squishy and hug-able. The perfect first dolly. Adora makes a wide variety of dolls and this is the perfect one to start your little girl with. There are also a bunch of nice accessories to add too!!<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Adora-Playtime-Baby-Doll-13-Inch-Light-Skintone-Blue-Eyes-Pink-Romper/dp/B004QPRG5C/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Adora Playtime Baby Doll 13-Inch Light Skintone Blue Eyes Pink Romper</a><a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Adora-Doll-Accessories-Playpen-Bed/dp/B00BI20P0Y/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Adora Doll Accessories Playpen Bed</a><a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Adora-Doll-Accessories-Medium-Shade-Umbrella-Stroller/dp/B00BU71PQU/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Adora Doll Accessories Medium Shade Umbrella Stroller</a><a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Adora-Playtime-Diaper-Bag/dp/B00BRKRBHM/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Adora Playtime Diaper Bag</a>",Adorable!,1383696000,,"diaper nice playpen baby hazard chock wide choking could add confused adora product perfect completely medium age open cute can't child soft hug-able dolly playtime bag</a pink romper</a><a eye must little amazon's one accessory rip skintone umbrella warn first light variety month doll squishy part blue also see start data-hook=""product-link-linked class=""a-link-normal too!!<a doll stroller</a><a show say shade bunch girl make detail say toy bed</a><a unless"
