,Unnamed: 0,overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image,review_clean
10,196387,2,,True,"09 2, 2015",A3LD4U648I7TS2,B000YJ45S0,Don Lj Campbell,"Might work for your pond, but alas...mine remains green.  When added there is a moment of clarity that seems to start, but rapidly is obscured by the returning green.  We are noted by the local experts and baffling with three sets of them scratching their heads while they walk away... So great reviews for some and not for others...  I am one of the others.",Did nothing for my green pond,1441152000,,,rapidly local clarity away note expert seem head great reviews moment work scratch remains baffle return set one alas...mine might green pond obscure three others start walk add
11,469018,5,,True,"11 28, 2015",A131WEOLG7Z4GB,B00BZN5Q3W,Brian Reid,"Received this quick. My other spit rod was too short for my new grill so I ordered this rather than an entire new set up. This fits great with my rotisserie motor, counter weight and handle. Thanks bunches!",Rotisserie Spit Rod,1448668800,{'Size:': ' 45 inch'},,bunch quick rotisserie short great grill set weight handle order fit thanks spit motor entire new rod receive counter rather
12,137428,4,,True,"12 29, 2017",A19WA57HO3PV9M,B000WB13QC,Amazon Customer RDD,"Simple, sturdy construction.  I caught many mice with these.  They work well on any surface.  Need to check the trap often due to lack of ventilation and some mice can escape given enough time.","Simple, sturdy construction.  Effective mouse trap.",1514505600,,,escape catch many sturdy due enough mice construction simple work lack often trap time surface check ventilation well need give
13,419847,5,,True,"01 6, 2016",A1ZUYQW9Z3O7IP,B007TUF0FY,MiMo,The drought has driven pests to try to come in looking for food and water...some field mice found a route in through an abandon pipe hole in a wall. This product was quick and easy and has worked just as advertised.,Quick and easy to use. Great Product,1452038400,{'Size:': ' 1 12 Ounce'},,hole mouse quick work drought field water...some pipe abandon route find driven food come pest product try wall look advertise easy
14,483174,5,,True,"07 20, 2015",A3I83IQXDNL8SI,B00CW2OZZ0,jeanniejo,Lovely,Five Stars,1437350400,{'Style:': ' Single'},,lovely
15,756907,5,,True,"06 7, 2018",A2ZMIHU6PONXW8,B005F6QB0M,Bikelite,I was having problems with my mower starting and running smoothly.  The hose from the carb/intake to the crank case was cracked.  Replaced it and the fuel pump vacuum hose and the engine works perfectly.,Just what I need,1528329600,,,problem smoothly fuel carb/intake vacuum mower crank engine perfectly case run crack start work pump hose replace
16,691754,5,,True,"02 20, 2017",A2QQ13PQOH1NH0,B01B9M46MK,Paul Easley,"Very cool, cleans easy!",Five Stars,1487548800,,,easy cool clean
17,51500,5,,True,"05 3, 2015",AFQEJFB38P9U5,B000BOC7QK,Sean Nelson,"fits perfect, very happy with it",Five Stars,1430611200,{'Color:': ' Original Version'},,happy perfect fit
18,736429,5,,True,"07 19, 2016",A1O18BVQLHBNC2,B000YHB4HW,Mike,Great fungicide for orchids. Exactly as advertised.,Great orchid fungicide.,1468886400,,,great exactly fungicide orchid advertise
19,487396,5,,True,"02 23, 2017",A20CV1L18Q91J5,B00D9C796Y,Les S.,Outstanding coverage! We had one of the first solar powered lights but this unit is hands down 100% better. Very happy with the light and coverage.,Best solar light!,1487808000,{'Size:': ' Deluxe'},,coverage first hand light light well happy powered outstanding solar one unit
20,323451,5,,True,"11 19, 2013",A3173BUN91R8RF,B0045122EM,Chris St Pierre,"Sports great and nearly at 100% so there is little loss. I have this growing in my yard because all the animals eat it. Dogs, cats and the chickens. I also use it in some of my dog treats that I germinate in containers.",vigorous,1384819200,,,treat container cat great use chicken eat nearly little dogs dog loss germinate also animals grow sport yard
21,517768,5,,True,"08 4, 2016",A1533TRCGLSP5K,B00GFP5SI8,S.G.,Excellent quality. Sturdy handles. Good size. Highly recommended.,Excellent product.,1470268800,{'Size:': ' 3 x 72 Gallons'},,recommend highly size excellent quality sturdy good handle
22,315966,5,,True,"05 19, 2016",A1DXHSUATI73IW,B003V65208,indymojo,works great.,Five Stars,1463616000,{'Size:': ' 1-Pack'},,work great
23,796886,4,,True,"08 2, 2018",A168K00M6U87E9,B01ETMW1MY,Carolyn&#039;s corner,Well packaged. Product as described.,Solar blanket,1533168000,"{'Size:': "" 18' Round"", 'Color:': ' Blue'}",,well product package describe
24,207348,5,,True,"03 27, 2015",A7PVZNHRTX1J7,B0012YIB2W,Mary E.,"Healthy, and growing.  Very happy with this supplier, will purchase from them again.  Item packed well, healthy, I have ordered from them before, and have been pleased with all my purchases.","Healthy, and growing",1427414400,,,supplier happy purchase order packed item purchase please well grow healthy
25,718404,3,,True,"06 24, 2017",AK8UJPH3R723C,B01G9TG4M8,Chris,"Wish the tags were a little larger but they are OK. The pen that came with them is junk. Goes on light even at the start, worthless.",Tags are OK,1498262400,{'Color:': ' Grayish White 100pcs'},,worthless large go tag light come ok little even junk pen start wish
26,774090,5,,True,"11 14, 2017",A3L64B1O0A3XPW,B00GGWQ1ZO,E. B. Towle,Cat proof!,Five Stars,1510617600,,,proof cat
27,630619,5,5.0,True,"08 4, 2017",A1W86WU7U2JPBI,B00WRUK81W,US Expat business  guy,"Great for our Garden Gnomes! Our gnomes were starting to show some signs of fading in their first season. A friend raved about this product, so we ordered it on Amazon. It arrived promptly in two days. You can apply 4-5 coats in fairly rapid succession. Easy to use, and does not run or drip. Steps up the color and leaves a very nice satin shine.  Very impressed! Great product!  Excellent service!","Easy To Use, Protect Your Garden Art Investment",1501804800,,,step sign arrive impressed leaf nice fading day great use color coat first amazon two drip excellent run rave order fairly season service succession gnome friend rapid promptly shine show product apply easy satin start garden
28,45080,5,,True,"03 6, 2015",A3N1UKVRXYEZ2T,B000A1E69A,NYC ANTONIO,Just received during our latest snow and it performed better than any other shovel that I have ever ownes,Suncast SC 1300 is a great investment,1425600000,,,snow perform ownes shovel well ever late receive
29,166688,3,,False,"10 13, 2014",A1E5UL494DD1U7,B0014FGT8C,Amazon Customer,deer not bothered by it,Three Stars,1413158400,{'Format:': ' Lawn & Patio'},,deer bother
30,436932,5,,False,"03 26, 2015",A2O3WOHP9KTQ2Z,B009IH0BYQ,Dave,perfect,Five Stars,1427328000,,,perfect
31,766638,4,,True,"08 4, 2016",A2DIQTZPF26T1L,B00B5R70T6,Snowmass,they are the same as those you'd find say at a truvalue hardware store. they work no issues at a reasonable price.,works as described,1470268800,,,truvalue find work price reasonable issue hardware say store
32,629948,5,,True,"09 23, 2015",ALXRKQ572JVN4,B00WPM4MLY,UpwrdMblty,great squirters,Gr8 squirts,1442966400,{'Size:': ' 2.5 GPM'},,squirter great
33,617901,4,,True,"11 14, 2015",A2SKIPJ2G9MUG7,B00U77E0NY,Lynda,"They have a slight bump on the ends of them, so they don't slip quite as easily as some other brands. This is a great price for so many hooks. I am a beginner, so I think it's a deal until I get more experiences and know what I like.",so they don't slip quite as easily as some other brands,1447459200,{'Size:': ' 200 pcs'},,know slight get many experience hook great quite price like slip end think deal brand beginner bump easily
34,54516,4,,True,"05 3, 2015",A1BLCGT8AUYNYJ,B000BQQUNE,ray,i like it,Four Stars,1430611200,,,like
35,97737,5,,True,"08 7, 2013",A3NDI9HE4RTYDY,B000K1COJY,DroidX User,"The bearings failed on the original part (after 6 years of use) and seized up the idler.  This is a direct replacement part, came in what appears to be original packaging and works perfectly on my Craftsman yard tractor with 54"" deck.",Just what I needed...,1375833600,,,year replacement seize craftsman perfectly direct use packaging come bearing tractor fail appear deck part idler yard work original
36,493871,5,,True,"05 27, 2015",A14D6CYXL3WDZ5,B00DYRMUH2,Tina Long,Love the bright yellow color.  I planted a yellow lily inside and it looks great.  Great price also.,Five Stars,1432684800,"{'Size:': ' 8-Inch', 'Color:': ' Sunrise'}",,also look great bright love color yellow price plant inside lily
37,565620,3,,True,"12 5, 2014",A1L4AM1JE8BSJK,B00KYFO6I8,P. Sissom,Wasn't as easy to clean as I anticipated after a few usages.,Three Stars,1417737600,{'Color:': ' Black'},,usage anticipate clean easy
38,358190,5,,True,"03 30, 2017",AIQ2I3MHNC5GH,B0051GUQO8,Jason Love,perfect! light weight,Five Stars,1490832000,{'Size:': ' 4 foot'},,weight perfect light
39,151092,3,,True,"04 30, 2015",A3CVU8FGUFZRPW,B001002BTW,Karen Kirkham,"It works, but has to be thinned to go through the sprayer nozzle.  Unhandy",Three Stars,1430352000,,,thin work sprayer unhandy go nozzle
40,191422,5,,True,"08 6, 2016",A3TG6F30IV75ZM,B000WUBG5G,Melinda Benzie,Great,Five Stars,1470441600,{'Package Quantity:': ' 1'},,great
41,173674,5,,True,"06 13, 2014",A1BIA6RW26BOKZ,B00169V99K,Max,"Beware, this shovel is like a razor its in such good condition. I dulled mine on the sides as I don't want to slip and remove any body parts while using. I guess since it can chop down trees and be thrown like an axe you might want the sides to be sharp. In my case just the front part going in the ground is all I need . This item is strong and well made. Wow!",This thing is sharp.,1402617600,,,remove wow dull thrown razor go good case side front shovel since mine want axe like beware condition body part item slip use well need tree chop guess might part strong make ground sharp
42,595035,5,,False,"12 16, 2014",A1K5KHJRKINCP,B00PBWAK8Y,Paul Cassel,"These do the same or similar duty to the more common quilted mitts or pads usually used for kitchen or BBQ duties. Compared to those, they have some advantages and disadvantages. The advantages  1. They are easy to keep clean or even sterile (more or less) because you can wash them just like washing your hands. That is, leave them on and then wash your hands as usual. You can also toss them into the dishwasher or washing machine with your clothes. So using these for food prep is a more attractive alternative to the soon to be grungy quilt gloves.  2. They grip like crazy. Not only does this make for much safer handling of hot items, but put both on and then that jar of pickles, impossible to open with your bare hands is suddenly easy to open.  3. They seem to be quite tough resisting an abrasion which would wear an opening in a quilt mitt letting its stuffing out.  4. If they get wet, they don't soak the liquid up and you don't get wet unlike the quilt gloves which trap liquids inside of them and soak through easily. You can use these as heavy duty gloves for more than heat such as using them to protect your hands doing the dishes or other work like car washing.  The downsides are minor:  1. Their grippy nature causes you to take a bit more time getting them on or off.  2 The fit for my US size 9.5 or 10 hand was fine but those with very small hands will find them too large.  They go well past the wrist but not nearly as far as true gauntlet style gloves. While so far this has been a non-issue, I""d have appreciated them being just a wee bit longer.",Pros and Cons Compared to Quilt Mitts,1418688000,,,"duty crazy much heat protect advantage use hand quite find work longer wash dishwasher wet like clothes gauntlet true attractive fine usually bbq usual open hot wear get nature suddenly open take liquid hand clean wash disadvantage trap sterile less size unlike grippy quilt put nearly food handle minor jar gloves non-issue compare similar far soon let use large fit kitchen machine item appreciate bit pickle cause time resist common would mitts duty dish pad safer also even grungy leave inside easy easily liquid downside i""d quilt mitt make car stuffing style prep bare seem soak impossible wee toss tough alternative heavy use go well past wrist get keep grip small abrasion"
43,337377,5,,True,"07 11, 2013",A20LRGVCTRGCFA,B004KTLP10,E. Johnson,"It is well made, and does a great job of keeping the hose in an orderly, easy to use manner.  Wife really likes it.",Great product,1373500800,,,like orderly great use manner wife really keep well make job hose easy
44,552349,5,,True,"07 20, 2016",A2FDPK1Y66MIMF,B00JMZOVUO,Shep,Superb product.  Well designed and does the job.  Quiet and easy to operate and clean.,It works!,1468972800,,,well design superb product quiet operate clean job easy
45,332504,5,,True,"06 10, 2015",A3HD72BR961838,B004GNLRDQ,Donna Rewolinski,Just excellent. They are a perfect addition to my sun garden.,Greetings to my sun garden.,1433894400,,,addition excellent sun perfect garden
46,54842,5,,True,"03 14, 2018",A3FAQFPIADHY2A,B000BQQMJQ,Anonjpx,"I bought one at Home Depot and it worked so well, I bought another one on Amazon.  I tried countless ways to catch this persistent rat that was eating my plants.  But it was too clever by half and kept eluding by traps.  I tried everything.  Finally, I went with the humane trap.  I've caught two since!  There are some nuances, though.  The latch is tricky to set and the instructions are terrible.  You basically want the lower latch to be barely snagging the upper latch.  And when you're lowering the latch, be sure that the trap sides aren't locked.  If this sounds confusing, try YouTube.  Oh, and put peanut butter both on the trigger and on the roof above it.  That will ensure they move around enough to trigger it.  Lastly, be sure to wash between uses so the rats don't have any hint at what awaits them.  Happy trapping!",The latch is tricky to set and the instructions are terrible. You basically want the lower latch to be ...,1520985600,{'Size:': ' Small'},,move i've wash roof way clever half lower try humane upper enough barely countless sure oh go trap happy elude trigger lastly catch put one hint sound home youtube instruction work side terrible trap snag amazon want eat latch butter await ensure nuance rat depot everything plant finally rat keep basically caught buy tricky trap around since set two persistent try though confuse well another lock us low peanut
47,499846,5,,True,"01 5, 2015",AY8RAQ85QDRS6,B00EOLZAUQ,MFrancis,"This is one of the easiest to use!  Not only is it a great vacuum, but clean up in the fall is a snap.  Mulching the leaves produces a nice addition to my compost and pure gold for my garden.",Reliable and easy to use leaf blower!,1420416000,,,fall leave nice snap vacuum produce gold addition great use compost easy clean garden mulch one pure
48,778798,5,,True,"04 6, 2018",A2VHJKN1G68WLQ,B00KDVRNQA,joseph boehm,I purchased these plates as replacements for my 10 year old Brinkmann gas grill as the originals completely fell apart. Great fit with no damage to the coating as each plate was individually wrapped in a plastic sleeve. They are probably better quality than the originals and I would expect to get a number of years of use from them. Much better option to buy these replacement parts than replacing the entire grill.,Great fit with no damage to the coating as each ...,1522972800,,,replacement sleeve get year option replacement gas plastic expect originals probably much great fit wrap grill use brinkmann number old good purchase would coat damage plate part replace buy year plate entire completely quality individually fell apart
49,231245,5,,True,"06 29, 2014",A1JDXWQ82RVSYC,B001A7RNB6,Joyce S,"Oh, yes! I was not sure this would work. But, it sure does. Those nasty little worms shrink up and drop off in less than 24 hours. My plants are recovering and I'm happy.",Stupid little worms.,1404000000,{'Size:': ' 8 oz.'},,drop yes sure work recover i'm oh happy less would hour little plant nasty shrink worm
50,302859,5,,True,"05 9, 2015",A3O89IB8N86Z20,B0039Q0B74,LYNN M BALL,GREAT,Five Stars,1431129600,,,great
51,22292,5,,True,"07 15, 2014",A10B7KIS7GS35S,B0000DI845,Amazon Customer,Easy to use,Five Stars,1405382400,,,easy use
52,502331,1,,True,"02 27, 2016",AR5IOKJQ60EGL,B00ESQMA8M,GP,not good,One Star,1456531200,{'Size:': ' 1-Pack'},,good
53,277685,4,,True,"11 16, 2014",A14SNJ7UV0U434,B002BWRNWS,Leon Wechsler,"If you need to fix your still new hose and do not want to buy anew one, this is for you.",If you need to fix your still new hose and ...,1416096000,"{'Item Package Quantity:': ' 4', 'Package Quantity:': ' 4'}",,fix want buy one need anew still new hose
54,371472,5,,True,"09 21, 2016",A10PZZM5QEFCKM,B005CMHNUQ,David,"We planned a last minute camping trip in our motor home to Tybee Island, Georgia. The RV park where we stayed is about 1/2 mile from the beach so I looked on Amazon for some sort of folding wagon to carry our things back and forth. I did a 1 day ship and it arrived in time and suited our needs perfectly. My motor home is a 29' class C and doesn't have very large basement compartments but the wagon fit. There was no assembly, it just pops open and closed and is very easy to pull.",Just What We Needed,1474416000,,,day camp tybee arrive suit closed pull ship home stay basement perfectly large pop class plan mile fit need assembly island amazon wagon minute time sort beach look trip thing georgia rv folding compartment motor park carry back open easy last forth
55,625453,5,191.0,True,"10 16, 2015",A3F7PBATA5KROT,B00VQPZFTO,KaysWay,"<div id=""video-block-RXV4088JPU5L1"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/B1lJ%2BZd45yS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/81-UyEksuZS.png"" class=""video-slate-img-url"">I love the colors on this. Well worth the money.  UPDATED Feb. 2016. I just wanted to add a video for those people who are asking how well this works in the wind.",Love it.,1444953600,,,"class=""video-url""><input a-spacing-small video name class=""a-section worth type=""hidden updated color want ask money wind a-spacing-top-mini people feb well add video-block""></div><input love class=""video-slate-img-url"">i work div"
56,635904,5,,False,"11 17, 2015",A35LT14WG5BX0T,B00XZZHE56,Lola Bunny,"I really love the patio furniture covers by Classic Accessories. I have this one, and a few others and they're all excellent. They're durable and very well made, and I've no doubt they'll hold up well all winter. They look very nice and feel high quality. Also, it covers the patio seat well, and it's a really nice, snug fit. But not so much that it's difficult.  It'll help keep off the rain and snow, and protect your patio furniture when not in use during those cold months. Make sure you check the size you need, so you don't end up with the wrong one.  Overall, I have no complaints. I think it's great, reasonably priced, and I'd highly recommend this one as well as the other covers made by Classic Accessories.",It's awesome!,1447718400,{'Size:': ' Medium'},,nice price protect much cold i've use recommend cover need think others hold high furniture patio i'd sure great feel size really rain one complaint accessories love quality make snow wrong durable fit they'll month help highly check winter also reasonably it'll difficult make seat overall classic doubt look excellent end snug well they're keep
57,766204,5,,True,"09 22, 2016",A21H8U03OIF3UK,B00AZQSY8O,C. P. Voisin,Fit the deck perfect and a bit stronger than the original,Five Stars,1474502400,,,fit perfect bit deck strong original
58,58126,5,,True,"06 6, 2014",A2GNQJT9BAMZGA,B000BX1KC8,Rio Grande,Comes in a roll and works just as expected. We use quite a bit of this stuff around our garden and landscape to protect small trees and garden beds from rabbits and ground squirrels.,Chicken wire very handy for protecting garden beds from critters.,1402012800,,,protect roll use quite rabbit come bit around small stuff squirrel landscape expect tree work bed ground garden
59,185379,5,,True,"08 3, 2015",A2SWCMZJQ8MH53,B000WEIJWU,M.Price,Just what I needed to keep my Weber grill going!,Good product,1438560000,,,grill need go keep weber
60,681546,5,2.0,True,"03 10, 2017",A26WTDI50BRQ3,B019685QQO,eugin,"Great item and very useful for the big area to cover with several hose, it spreads it evenly to all the hoses, this is the second one I am buying because one thing to always remember when the winter comes is remove it and put it inside or at least turn off all the water because being that it is made mostly from plastic, the water that freezes and then unfreezes inside of it, cracks it open. But it serves very good all summer long.",Great item and very useful,1489104000,,,remove least second summer several evenly thing plastic good hose big buying crack great come unfreezes remember serf cover freezes long put spread mostly item one winter always useful turn open water make inside hose area
61,637947,5,,True,"12 11, 2017",A37DS4YK0RYQS,B00YHKDNKS,jutty,Works as intended.,Five Stars,1512950400,{'Size:': ' 1 Gallon'},,work intend
62,403477,5,,True,"12 17, 2015",A1CBO5SPS0BK12,B006YLRTYE,Bibliophile,"Awesome two-tiered feeders, I love them and the hummingbirds do, too. Easy to fill with the wide mouth opening, and easy to stack together as well. Held up to the elements and are waiting patiently to be used again next year. My favorite feeders so far!",Awesome two-tiered feeders,1450310400,,,mouth hold far favorite stack fill open use together patiently elements awesome wide hummingbird two-tiered well year love wait feeder next easy
63,455638,5,,True,"04 27, 2017",A7QHVJ86792T4,B00B4ZNKO8,princess,good pump great flow will by again if needed to,excellent,1493251200,"{'Size:': ' 1.5 HP', 'Color:': ' Black'}",,great need good pump flow
64,309695,5,,True,"07 25, 2013",AJXIJWTA0914C,B003NTGXF6,Debbie Tripp,"I love watching the small birds go right inside of this to feed on the suet,, The wood peckers will stick their heads right in and can feed too,, And best of all, The squirrels can not get to the suet,,,",Great buy,1374710400,{'Size:': ' PACK'},,bird get wood head watch stick small best squirrel feed pecker go love suet inside right
65,455889,5,,True,"05 10, 2017",AKJWAZ1SLGMAW,B00B58A3O4,ebb,"This is one good brush for cleaning all the left over stuff from your grill grates. It has a different design for the bristles than most brushes I've used, and it seems to work better. The only question I have is, will it hold up over time? I will try and do an update after a few months of use. But for now, it's a five star brush!",Great Brush!,1494374400,,,brush good use seem i've grill use work star design different update stuff month good time brush leave one grate try question bristle clean hold five
66,757772,5,,True,"09 4, 2015",AZ80HZOJPR17R,B005L8XIPU,SalvoAlvo33,Excellent Product and very fast turnaround.  Thank you...,Five Stars,1441324800,,,excellent product thank turnaround fast
67,191605,5,,True,"10 14, 2016",A375H9H76RR0FJ,B000WYOOQ0,Amazon customer,Click and lit! A huge improvement after years of lighting the old Weber the hard way.,One click and the flames do lick.,1476403200,,,year old huge lit light click hard way weber improvement
68,124574,5,,True,"08 3, 2017",A3VBX2MAP7OOM5,B000S12NVK,BA,Works will.,Five Stars,1501718400,,,work
69,367384,5,,True,"03 5, 2017",A3TG5ZS3L1JS0N,B0057INXUO,Bob Webb,Great item better price than sears,Five Stars,1488672000,,,well great sears price item
70,719250,4,,True,"01 19, 2018",A3TKXA0GAWAC55,B01GE77QT0,H. M. Leith,"Very functional, but directions should be more explicit in terms of informing about positioning the probes and being aware that the probe unit must not be in an area with heat above about 120F (ergo grill use can result in the probe unit dangling from the probe wires, or being difficult to position above the oven if using the stove-top while the oven is in use).","Very functional, but directions should be more explicit in ...",1516320000,{'Color:': ' Orange'},,stove-top aware difficult ergo wire heat use grill probe must inform probe position result explicit direction position use dangle term oven functional area unit
71,124276,4,2.0,True,"11 8, 2015",A1RRFC4MNTK0DX,B000RYOAQY,Steve,metal blade on a stick.. you step on it to make it cut.  Works about as can be expected.,Works for me.,1446940800,{'Size:': ' 1'},,cut expect make step metal blade stick work
72,161824,5,,False,"07 30, 2014",AMBILCICV1GHN,B0013FBUM8,D. Teschler,Just they way described I needed to drill out the opening. I now wish I bought larger size,Good upgrade,1406678400,,,size large need described drill buy way open wish
73,742656,5,2.0,True,"10 20, 2016",A3GKM568S73LF5,B001GBS7UM,Herbfarmer,My tomatoes plants love this stuff I'm not sure what's in it but a friend told me I did not think this was a product for my organic vegetables I was wrong. First harvest of tomatoes on this large and delicious!,My tomatoes plants love this stuff I'm not sure what's in it but ...,1476921600,,,wrong delicious large sure first i'm stuff tomatoes organic harvest what's friend vegetables plant tell love product think
74,294665,5,,True,"01 22, 2016",A39I7HTJ5CHFEJ,B002YNSADU,MM,Does the job,Does the job,1453420800,{'Size:': ' 1-(Pack)'},,job
75,76853,5,,True,"10 10, 2017",A2M99HIZ8MTOK0,B000FK258K,Mark G.,As advertised.,Five Stars,1507593600,{'Size:': ' End Closure'},,advertised
76,114039,5,,True,"07 7, 2014",A1PB9418G8KP3Q,B000OWEB0O,RG0647,"Thus far this product has worked better than other deer repellents I have used.  It is easy to mix and doesn't have a repulsive smell, a little like peppermint.  I'm not sure if it is the repellent or the very wet spring that brought up a lot of foliage for the deer to eat.  So far so good.",Has worked well so far,1404691200,{'Size:': ' 1 quart'},,mix far good use worked sure spring i'm bring repellent peppermint wet like repellent good foliage thus eat little smell repulsive product lot deer easy
77,741093,5,,True,"02 8, 2018",A3ROFGO3OW4MB9,B001DKJWL4,THE DAN,WORKED FINE,Five Stars,1518048000,"{'Item Package Quantity:': ' 1', 'Package Quantity:': ' 1'}",,work fine
78,476163,5,,False,"01 30, 2015",A26QSJ79DIG4UA,B00CJ3S6TI,m78agda,"I love the expandable garden water hose. It's soft and doesn't take much space. I love the idea of how it's made. When I turn on a water, the hose expands so much that I can really go far with it. Great thing about this is it also comes with a spray nozzle. It matches the hose and is very light. This hose is perfect  for daily use. I use this for my garden and I really love it. ""I'm so happy I was able to purchase this at a discount in order to try it out and share my experience with it.""",Garden Hose,1422576000,"{'Size:': ' 50 Feet', 'Color:': ' Blue'}",,soft far spray able thing idea experience much take great use i'm come expand match light daily discount happy order purchase space really expandable go hose share also love perfect try turn water make garden nozzle
79,554625,5,,True,"04 26, 2017",A1E6BUH4Q9R376,B00JY3GJK4,JD,tags,Five Stars,1493164800,{'Size:': ' 100 Pcs'},,tag
80,36842,5,,True,"09 13, 2016",A2ZJZ0QE9KLDA9,B0007KP9S6,Crannman,very strong and sturdy,Five Stars,1473724800,{'Size:': ' 1 Pack'},,strong sturdy
81,303641,5,8.0,True,"01 24, 2013",A3Q8UV6Q3PLIC5,B003AUHO4M,Mary,"intrroduce late in veg and it will do wonders for you.  had problems with weak stains, fighting mold.  soon saw big changes in the next cycle i was treating with rhino.",it helps,1358985600,,,problem veg soon rhino treat intrroduce big saw wonder cycle fight stain late change weak next mold
82,504824,4,,False,"06 8, 2014",A130TXFUMTSTRE,B00F0WZYCC,Tim,"These are all made by the same mfg, same cans, same product, different labels.  Unless you change the timing on your engine, the extra octane won't give you much performance unless the engine is under heavy load.  This is for the occasional user, not commercial use due to cost.  People who use their stuff daily don't have the problems of occasional users such as fuel seperation, fuel becoming old and stale, and getting the mix right on small batches.  If you want your small engine to start right away after prolonged periods of unuse, this is the stuff to use.  Additionally, it will clean up the fuel system and decarbonize to a limited extent an older engine.",Same mfg as trufuel and others good for occassional users,1402185600,{'Size:': ' 6.4 Oz'},,give fuel away batches much use performance become octane extra load stale product cost user problem due change mfg different decarbonize clean daily additionally prolonged extent make right limited seperation engine commercial stuff want unuse start user mix occasional old system unless people heavy label get can time period old small
