,Unnamed: 0,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,review_clean
39,73404,4,True,"04 22, 2017",A2DJPC0ENP6UKF,B0006IX7Y2,{'Size:': ' 20 Feet'},DA,Stronger than a previous version and looks and acts like it will stand the test of time.,Four Stars,1492819200,,,time previous look test act strong version like stand
40,179479,5,True,"02 12, 2015",ANJ1R11STS7NX,B000C5PZP8,,birkato,Fit my 2000 Camry 4 cyl perfectly!,Great replacement wires,1423699200,,,fit cyl perfectly camry
41,1120258,5,True,"04 21, 2016",A33P8SSXVSA1D1,B00KOGUGJU,,Ryan H,Work great in my Suburban and didn't have to worry about polarity.  Really updated the look for just a couple bucks.,Work great in my Suburban and didn't have to worry about ...,1461196800,3.0,,couple great updated buck work worry look polarity really suburban
42,710706,5,False,"09 25, 2014",A2ZRAUZCUHW66X,B004C6OBBC,,Cornflake,Nice hitch pins for a good price,Good product,1411603200,,,pin nice price good hitch
43,1481925,2,True,"04 9, 2018",A1A1OHKRSJRFOT,B000ITNQUO,,Rodney C.,"First came in good, but the second i ordered did not have the screw caps. This one was for the wife and she wasn't too happy. she likes her car to look nice.",Forgot screw caps.,1523232000,,,second nice good like cap first car come wife happy look order screw one
44,1297886,5,True,"02 6, 2017",A24Y9KDMMA17UG,B013TWUVMM,,The Review Guy,"So bright, my entire car lights up",Five Stars,1486339200,,,bright entire car light
45,278904,1,True,"06 9, 2015",A2E92RWHWDA0MU,B000GRMM26,{'Color:': ' Clear'},Thomas P.,"Do not buy for a Kawasaki Vulcan 900 custom.  This does not fit at all if you want it  to be functional. If you just want a decorative piece then go ahead and waste your money. Did not work well at diverting wind or rain, I even tried multiple configuration set ups",Not for Vulcan 900 custom,1433808000,,,configuration decorative fit multiple work piece set want money ups try vulcan wind rain custom buy go well kawasaki ahead even waste functional diverting
46,419790,4,True,"11 28, 2014",A1P3RTQKM8BRBL,B0015Y5848,"{'Size:': ' 27-29  inches', 'Color:': ' White'}",Ed D,There are cheaper tire protectors offered on amazon and I had a set before buying these.  These fit snug and are stitched nice around the back to hold on to the tire very well. They also come with adjustable straps that are easy to connect then the cheaper tire protectors with an elastic cord and ball connector. On the coach they look tight and right. I don't see the wind blowing these off anytime soon. Its worth the little extra verse the lower priced product.,These fit snug and are stitched nice around the back to hold on to the tire ...,1417132800,,,tight elastic nice soon price blowing anytime worth buying adjustable fit connect cheap amazon around protector set connector cord look stitch strap wind ball coach verse extra tire little snug well come also offer product back see low right hold easy
47,661080,4,False,"07 8, 2014",A2EQJA125LDZK5,B003CK3QNI,,Peeblie,Good,Four Stars,1404777600,,,good
48,846139,5,True,"06 9, 2015",A1JFIHH449V698,B007CX6IAE,,Bobby Geer,just as discribed,Five Stars,1433808000,,,discribed
49,77986,5,True,"07 24, 2017",A17RU14JUAI9O0,B00075XCEO,,Keep Austin Beer&#039;d,Easy to install and comes with all the required hardware.,Five Stars,1500854400,,,hardware install come require easy
50,1387741,5,True,"09 2, 2017",AZ3VO1IO33KJ9,B01DWP6544,,navyusveteran,Hopefully it achieves the desired effect for halloween. on my ground and walls outdoors.,Five Stars,1504310400,,,hopefully achieve effect wall desire halloween ground outdoors
51,412282,5,True,"01 23, 2016",A1LMIRD2I7O55H,B0014BCB6U,,Donald P. Gates,Great product,Five Stars,1453507200,,,product great
52,531612,5,True,"12 30, 2014",A3PUW7BDEDPSNM,B001EOV492,,S. Bennett,great,great,1419897600,,,great
53,1397706,5,True,"12 25, 2016",A1F2V3KXAPX4XL,B01ETXA2EW,,John Johnston,High Quality and works great!,Five Stars,1482624000,,,great high quality work
54,681460,3,True,"10 7, 2015",A300RTVND8UG8Q,B003ZE32F8,,Marc,Starting to rust after a few months,Meh,1444176000,,,rust start month
55,1501346,5,True,"05 29, 2016",A2VZTIMBNNSIVL,B000XSJKCI,,John Chestnut,Allowed me to remove the fuel in my 2004 Ford Explorer very easily,Perfect tool,1464480000,,,remove ford fuel allow easily explorer
56,853140,5,True,"12 30, 2014",A1FHISNH65DYDA,B007JMTSTQ,,Rocky Conner,It also works on my MIG Welders too. I got three. Thanks,very useful.,1419897600,,,also mig get three work thanks welder
57,1160485,5,True,"07 17, 2016",A2Y7AFEFHAXXHK,B00N4IDPZM,"{'Size:': ' 2"" 20\' 10,000 Pound capacity'}",Bostonnet,Large strong loop at the end. Looks so good you won't want to unroll it.,Looks so good you won't want to unroll it,1468713600,,,loop look strong end good unroll want large
58,986362,5,True,"10 11, 2016",A5YD6Z1AHXH6O,B00D8Y6ZWM,{'Size:': ' Quick Detailing Kit'},Austin,Great for a quick clean.  I use it to remove bird crap or other dirt or contaminants that mess up all of my hard work hand washing and waxing. I keep the bottle and a towel or two in the back of my car for when they're needed.,Great for a quick clean,1476144000,,,remove contaminant hard quick great use hand work car clean two wash mess towel dirt bird bottle crap they're need back keep waxing
59,569718,5,True,"11 5, 2015",A184OZUHB7I2Z1,B001O0ZFCI,,David Foster,Fit my 2003 Nissan Maxima perfectly.  Installs easy.  Did it my self.  No noise and low dust.,Quality brake pads,1446681600,,,maxima fit self nissan installs low dust noise easy perfectly
60,388791,3,True,"11 14, 2013",A2K952W6473MNQ,B000XUWXZM,{'Package Type:': ' Standard Packaging'},Lea GC,"i will never get to install it. i bought the viper 5904 and its not compatible with my car since its so new so i will have to sell it and buy the factor remote start. the guys who were gonna install it said these little buggers zap your car battery, so im kinda glad i didn't install it.",need to sell it. who wants it?,1384387200,,,get install compatible viper battery buy never remote gonna sell car since kinda say glad little im factor buy zap guys new start bugger
61,306296,4,True,"03 17, 2013",A11XO4N68YOR1Y,B000JFL83Y,,William,"nice tool, haven't used it much. I can see the flex crap getting in the way at some point. we'll see.",nice,1363478400,,,point we'll nice use much flex way tool get crap see
62,31796,5,False,"06 9, 2016",A2MCC0XFURU2K2,B0002KKIR8,{'Style:': ' Convertible Top Cleaner'},Judah Levi,We have two convertibles in our family and this product is a must.  Convertible tops are picky about what products work best for them and this one does the job.  Tops also can lighten and age in the sun/weather so it is very important that they be cleaned and taken care of.  This will help you do that.  Highly recommended for convertible owners!,Great for Convertibles!,1465430400,,,product age important picky clean owner recommend work take best two must help convertible highly sun/weather convertible one also top product family job care lighten
63,554694,4,False,"07 10, 2014",A11V36I8W0XW1G,B001KQD7YE,,Travis McQueary,Works as advertised. Took about 45 minutes to install the first one. Replaced both doors actuators. They have been in for about a month now with no problems.,Works as advertised.,1404950400,,,problem install month take actuator first door minute one work advertise replaced
64,215585,2,True,"01 7, 2015",A14P9BXSVAK0VG,B000CITK8S,"{'Size:': ' 12V @ 750mA', 'Color:': ' Black/Green', 'Style:': ' Battery Charger'}",rds999,I ordered 3 of these things. ( 1 ) didn't work right out of the box and a second gave out within a month. The 3rd on has lasted over a year now.,I ordered 3 of these things. ( 1 ) ...,1420588800,,,second within month work box order thing year last right give
65,823240,5,True,"02 15, 2014",A1BKBBU8RUMUEX,B006JMK7N8,,Jason,I put this on my KLR and WOW! made it look awesome and felt even better. VERY VERY happy with this ( seriously awesome on a KLR ),KLR!!!!!,1392422400,,,wow seriously awesome klr well happy look put felt even make
66,1591692,1,True,"08 12, 2017",A31UF2987F45VY,B007GDO58W,,Samuel,Gauge started bouncing around within a few months of purchasing. Lost my RMA number. Can't return it now.,Wish they were better quality/lasted,1502496000,,,can't purchase bounce rma around month lose number within gauge return start
67,385084,5,True,"05 12, 2013",AL3TTL5COOHLN,B000WZWGK0,,Carl R. Alfano,Great universal tool. This is the second one I have owned works great! Works on many different transmissions even have used it for motorcycle clutches.,trans tool,1368316800,,,second motorcycle many own used great different clutch tool one transmission work even universal
68,554400,3,True,"09 9, 2014",A1961JWE6YP4R2,B001KQCCDG,{'Style:': ' Driver Side (LH)'},LUIZ CARLOS PINHEIRO DA SILVA,"I didn't used it yet, but seems OKay.",Three Stars,1410220800,,,okay seem yet use
69,1247960,5,True,"08 10, 2017",A25CY5RZHUVD5G,B00WA4AM7U,"{'Size:': ' Rear Wheel Well Guards', 'Color:': ' Black', 'Style:': ' Fits All Models EXCEPT For Raptor'}",Amazon Customer,Fits perfectly on my 2016 Ford XLT. I was a bit worried about the install after reading other reviews but as long as you order correctly for flares or no-flares then you should be good to go as I was. When I pulled them out of the box one guard was bent along the side - there was no damage to the box and I thought I was going to have to return them. I let both guards sit out in the direct sunlight for about an hour and I was able to smooth out the bend and they fit perfectly in the wheel well. All holes matched up and the screws & clips worked as designed. Took about 40 minutes to install. They look great - highly recommend these for any truck.,Fits Perfect - Easy to Install,1502323200,2.0,"['https://images-na.ssl-images-amazon.com/images/I/71O8YZFnYHL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81C1VvPkEtL._SY88.jpg']",read think smooth order xlt no-flares recommend bent screw direct great minute correctly clip long box bend one let sunlight go able good take perfectly work fit hour bit guard highly fit damage worry pulled truck guard ford install sit side design review wheel along hole look matched return go well flare
70,1049742,5,True,"02 8, 2016",A30373JADQVKVQ,B00GOY1CJY,,Jason V.,Very good fit!! Color matched!,Five Stars,1454889600,,,fit color match good
71,60463,4,True,"05 11, 2016",A16JC1YESGEZJ0,B00061SGFO,,StanF,"This is a useful set, and I will find many uses for it.  But it does NOT work for the Dana 44 inner pinion race.  Which is unfortunate, since that's why I bought the set.  It does work for Dana 44 needle bearings in the spindle.",Useful Set,1462924800,3.0,['https://images-na.ssl-images-amazon.com/images/I/81hH0lzvXqL._SY88.jpg'],pinion inner many buy find work since set race bearing unfortunate needle that's dana spindle useful us
72,118737,4,True,"08 22, 2015",AI7ZX2Z7LIE55,B000AMBOIK,,Josh A Miller,"Totally old fashioned awesome trickle charger design in that it is not electronically controlled :) That can be ""GREAT"" or <Harmful> depending on what your need is or how it is used. As with manual transmissions, manual battery chargers are hard to find these days. Plugged it in and the transformer has a noticeable ac hum. Current draw 2 watts no load and about 20 when connected to battery. On my multimeter output showed 13.5v open circuit but when connected to a small 12v battery the voltage did SLOWLY CLIMB TO 16.2v (wow) which is why it needs to be monitored and NOT left connected indefinitely. For normal use 14.6v is the takeoff point when it should be removed. 14.4 to 14.6 is the correct voltage many automatic units peak at and let it drift down to a ~13.5 float/maintenance voltage. For an ""equalizing charge"" once every 3 months to keep the 6 cells, (2 volts nominal per cell) in sync, and to desulfate battery for longer life, let it go slightly over 15v for 30 to 60 minutes and remove (One thing an automatic charger won't let you do!) An occasional mild overcharge is desirable but for flooded batteries only, not for AGM or sealed batteries. Continuous overcharge is not good. A powerful charger can drive the voltage too high, too fast, depleting fluid level, eroding the positive plates and shortening life. Since lead-acid batteries generally take hours to absorb the final 20% of a healthy full charge, lower output is in your favor. For more LEAD-ACID BATTERY info visit ""batteryuniversity.com."" If your battery is an AGM, sealed and/or non-spillable type, do yourself a favor and get a charger that is automatic, since sooner or later you'll forget and leave it on too long which will damage those.   At 13v it showed 1.0 amp charge rate, 0.7 amp @ 14v, 0.5 amp @ 14.5v. With 2 screws removed and case opened there is a centrally located transformer and behind the 6/12v switch is a circuit board that includes the rectifier and automatic reset circuit breaker protection for the output.  PROS- can attempt to charge a totally dead (0 volts) battery (as a safety feature, most newer automated chargers need a voltage threshold met to verify polarity before they will activate, therefore if it is totally dead they refuse to activate). Can even be used as a crude 6 and 12 volt power supply. Same 50amp clamps as other Schumachers and price was great. ($16.40)  CONS- Fewer safety features, no indicator to let you know it's connected or charging, (unless you install your own). (Best to connect clamps before plug- first red to positive, black on negative, to prevent a spark that can potentially ignite hydrogen gas if present). Then plug in. Potential exists for overcharge if not monitored that can at best gas some electrolyte from battery or worse erode the plates over time. AGM type batteries a.k.a non-spillable sealed lead acid (SLA) are sensitive to overcharge and are easily damaged. Most powersport batteries are that type. A smaller battery (such as motorcycle size) is at greatest risk of being overcharged/ damaged by this thing if not monitored so if you want a SET-n-FORGET maintainer do not buy this, Buy an automatic for that purpose. (Battery Tender Jr $25and BatteryMinder 1510 $50 are 2 I'd recommend, there may be others but stay away from automatic Schumacher and Keyline products they have a flawed algorithm). Voltage is reduced via wire-wound transformer unlike the newer style switching adapters which means it is heavier, can only be used on 120v and is slightly less energy efficient though more reliable. Wanted one of these manual deals to fill in some of the gaps created by my automated chargers and it does. Would buy again, solid value.",RARE MANUAL Shift Trickle Charger!,1440201600,19.0,,product power acid protection transformer powerful supply centrally get many thing trickle flaw powersport later totally takeoff automated charge draw transmission damage sla reduce point let ignite type energy attempt would visit potential small desirable leave easily reliable remove info drift set-n-forget circuit sooner forget absorb board risk stay nominal non-spillable go remove every may small hydrogen know away hard overcharge black negative reset prevent hum connect drive deplete positive equalize value charger seal level deal potentially noticeable connect open open sync normal batteryuniversity.com screw gap continuous size long favor one plug day first erode batteryminder verify time exist damage buy switch volt flood per wow install gas case refuse create need style since desulfate correct old though lead-acid behind new polarity agm low ac clamp threshold motorcycle mild breaker heavy cell and/or use rectifier longer erode red charger control recommend hour automatic amp generally need others battery pros bad fluid i'd fashion volt take slightly mean wanted output a.k.a less left dead meet manual good use overcharge design electronically sensitive safety float/maintenance voltage present maintainer fast tender adapter occasional best awesome life charge crude final electrolyte unless via fill find schumacher feature depend load show high spark con great solid algorithm indefinitely minute unit therefore unlike watts great jr few rate activate slowly keyline efficient wire-wound harmful price want full month cell shorten switch climb plat schumachers peak even lead locate purpose current indicator plug multimeter include battery keep healthy monitored feature
73,1028547,5,True,"04 24, 2014",A28UZOOF2C2G5N,B00FGKGJ72,"{'Size:': ' 128 fl. Oz (Gallon)', 'Style:': ' Honeydew'}",Blackout2006,"Chemical guys honeydew soap is a must for anyone using a foam canon! This soap produces the most foam out of any ""weekly wash"" or non wax removing soap.  Just 1oz of honeydew in a 16oz foam canon and it will produce enough soapy foam to wash an entire car. Great smell and LSP safe.  Good stuff!",Great for foam canons!,1398297600,,,lsp soap produce anyone enough good remove great car wash must stuff soapy wax honeydew safe chemical smell produce use foam guy entire weekly canon non
74,297031,5,True,"10 5, 2013",A1XNRNAQ81VSLN,B000IE0YIQ,,Bostonian,It is convenient for me.  I don't have to pay the gas station to use the air-pump again after purchasing this product.,Worked alright for me.,1380931200,,,gas station use purchase pay air-pump convenient product
75,1524945,1,True,"11 23, 2013",A120AFB3R6A9YI,B001JR65HU,,Steve Cilenti,This was junk.  I never could get the system to work correctly.  It wasn't even a good dash ornament.  Save your money.,Save your money,1385164800,,,get good never work ornament money correctly dash system could save even junk
76,396241,4,True,"03 26, 2017",A8Q1LN843BF9B,B0010E3JUI,{'Size:': ' Pack of 1'},Rick,Work well carbon helps stop smells and freshens air coming into vehicle cabin Works well easy to install,Works well  Truck Fresh Cabin Air!,1490486400,,,well come install cabin smell work help work vehicle air carbon freshen easy stop
77,423541,5,True,"03 14, 2014",A1D4KOKHUL3XIN,B0016KFY0O,,Dino,I replaced the incandescent lights with these LEDs on my boat trailer recently.  Had no problems with wiring them up or anything.  I will update this post mid summer when I have had more time to see how they stand up to salt water.  They've done fine during the numerous rainstorms we've experienced when I go and randomly check the harness and lights all come on.,Great LED kit for the price,1394755200,,,incandescent problem recently summer we've numerous experience harness post update they've light rainstorms randomly time wire trailer check led go boat mid come salt fine do stand anything see water replace
78,394456,4,True,"08 11, 2015",A1JF6A1CLJU47N,B0010DZZPG,,R Bennett,What can I say....its an aftermarket replacement for oem filters that cost nearly twice as much as this one.  Have used Fram filters for 40 years without any problems.,Quality air filter at reasonable price,1439251200,,,problem year replacement twice use much say....its oem without filter nearly fram one cost aftermarket
79,756108,5,True,"07 24, 2015",A1QLYYOAINUXXG,B00546CNC8,,TBONETOMS,works great so far to contain everything in the back of our 08 sequoia!,works great so far to contain everything in the back of our 08 sequoia!,1437696000,,,great far sequoia back work contain everything
