,Unnamed: 0,overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image,review_clean
10,87837,5,,True,"08 9, 2014",A70IN4YLR67Q9,B00C7D4URM,{'Format:': ' MP3 Music'},Bruce W3nye,Bass heavy. Great song to ride to or to play at home with loud speakers.,boom,1407542400,,play great ride loud song bass home speaker heavy
11,164532,5,,True,"07 13, 2016",A3BCS8I6AZVHH3,B00M8IBENE,,nurse67,I like this song,love,1468368000,,like song
12,161465,3,,True,"01 21, 2015",A2K31K83HCSI5C,B00FY9KQ9C,{'Format:': ' MP3 Music'},Bc,Funky version of this song. Thought I might like the twangy version but it just sounded too weird,This production not for me,1421798400,,thought might sound weird song funky twangy version like
13,109165,5,,True,"12 24, 2016",A1DP33NTZWL8OO,B00TJ6S4RW,{'Format:': ' Audio CD'},Leland MacMillan,Excellent,Five Stars,1482537600,,excellent
14,168149,3,,True,"11 30, 2017",A3E9J04X1D8VKH,B0157A5BME,{'Format:': ' MP3 Music'},tilly,okay,Three Stars,1512000000,,okay
15,58350,5,7.0,True,"07 10, 2013",A13V3FA0M60JQM,B001NTNI6U,{'Format:': ' MP3 Music'},Mary J. Pagels,This arrangement is so beautiful and timeless.  All of John Barry's pieces leave you with a longing for more.  Required for your collection.,BEAUTIFUL PIECE.,1373414400,,beautiful barry's timeless collection require longing john piece arrangement leave
16,150607,5,,True,"03 11, 2015",AJ4WLK3PFRCR5,B0042NJ1OM,{'Format:': ' MP3 Music'},Elaine Sagman,"An oldie, but a goodie!",Five Stars,1426032000,,oldie goodie
17,3132,5,,True,"05 9, 2012",A2BE3MTUT0YBF0,B000TE5MJ6,{'Format:': ' MP3 Music'},Michael Griswold,"Richard Marx has this unique ability with his voice and his songwriting to capture these really beautiful human emotions, which certainly wasn't the standard of the rather plastic and superficial music scene of the 1980's. Marx strikes again with ""Endless Summer Nights."" It tells the very intimate story of a summer love that for whatever reason is not going on anymore. We've all had these summer loves that stamp our lives in some way. There's this very real feeling--question really of where did it go? You wake up one morning and its' gone. There's a very proud tradition in this arena, but with cool mournful lyrics and vocal tones, Endless Summer Nights stands away from the others.",Endless Summer Nights...That apparently ended,1336521600,,lyric away plastic vocal richard way stand intimate emotion others strike tradition we've certainly tell unique real ability music really anymore one feeling--question love go whatever morning beautiful superficial reason go night arena cool stamp love tone standard voice human summer scene songwriting capture live mournful endless story marx wake there's go proud rather
18,117595,5,,True,"11 24, 2016",A30488Q20KGIPE,B01B8I3DHO,{'Format:': ' MP3 Music'},loretta carmine,"ONE OF THE BEST SONGS  SHE MADE ND SINGS , A BIG FAVORITE OF MINE .... GO  RIRI UR SUCH A SEXY  POWER HOUSE  .....",ONE OF THE BEST SONGS SHE MADE ND SINGS,1479945600,,sexy sings favorite house power big nd best mine ur riri go song one make
19,62853,5,,True,"10 22, 2014",A31NK65672UL9N,B002R9DM8E,{'Format:': ' MP3 Music'},JOYOUS1941,FREE.,Five Stars,1413936000,,free
20,110680,5,,True,"04 2, 2016",A208QEPAI30Z4G,B00UY34QRQ,{'Format:': ' MP3 Music'},Mariem Scott,"5-star songs are *typically* the only songs that make it into my library. With that said, I could explain all the reasons I love this, or. I could tell you that Amazon reviews are a wonderful tool, but make little sense when it comes to music. Music is a personal thing. It would be much more beneficial to just listen to the sample that Amazon provides and judge it for yourself. Granted it is only a 30 second sample, but that is generally enough time to explore new bands and get a feel of their music, or make sure that a song you are about to purchase is the right version. If you want to listen to a sample, simply hover over the track you are interested in, and press the play button.  I was fortunate enough to catch this song when it was free on Amazon. Thats right! Amazon has a FREEBIE section with both songs AND albums. A great way to construct an entire music library, and admittedly, the way I obtained most of my own music. But quite honestly, a wonderful way to explore new music, too. In fact, some of the songs that Ive obtained through Amazon as freebies would eventually lead to me falling in love with a new band, and ultimately buying some of their other songs that happened to have a price tag. Anyway...enough of my rambling.  This song is great! At the very least, give it a 30-second listen?  And don't forget, if you are in the market for freebies, you can always check here  FREE MUSIC: From Amazon Home page --> Shop by Department --> (Digital and Prime Music) Deals --> Songs by Price (on left side of screen)---> Free",Very relaxing,1459555200,,give second track hover judge much sample quite shop tag button way say admittedly generally section deal could songs simply granted market obtain listen least get fall thing enough press fortunate happen eventually reason sure buying great ramble feel song ive interested provide music leave catch little tool fact play page love entire new tell thats right sense free home explore beneficial amazon come price digital prime want honestly version band time screen purchase would check freebie anyway...enough explain construct band lead typically make ultimately side album review forget department wonderful always library freebie personal
21,127642,5,,True,"07 18, 2017",A3BU9I2FR0EOX8,B000WOUZZY,{'Format:': ' MP3 Music'},Bishop Ray,Great music,Amazing Sounds,1500336000,,music great
22,159991,5,,True,"07 24, 2015",AF56AGX1O9MNO,B00DGKQOQU,{'Format:': ' MP3 Music'},Starlene L. Grochowicz,Really got to liking this song more and more after hearing it on The Bridge intro.,Good song,1437696000,,get like song hearing really bridge intro
23,88240,4,,True,"07 9, 2014",A2QHZ18AESXWX9,B00CM6ZPBE,{'Format:': ' MP3 Music'},campingfriend,We like this song.,Pleansant,1404864000,,song like
24,70816,5,,True,"12 14, 2014",A1LOA4KCVVK6QG,B0058U21N6,{'Format:': ' MP3 Music'},T. Shiver,love it,Five Stars,1418515200,,love
25,88497,3,,True,"06 18, 2013",AYQ9OC2D8HPC3,B00CRDB4RQ,{'Format:': ' MP3 Music'},Peter C. Krieger,"I could use this song were I to film a movie about my romantic misadventures.  Boy-meets-girl, scores private time, has a connection, then has to fight against the forces that would drag them apart,",Nothing Else But Us Right Now,1371513600,,apart score drag misadventure force use song romantic time connection private would fight movie could boy-meets-girl film
26,62586,5,37.0,False,"10 30, 2009",ATLZNVLYKP9AZ,B002POQ2UQ,{'Format:': ' MP3 Music'},T. Fisher,"This collection is a real breakthrough for Amazon and the X5 music group, which offers these collections of bargain MP3s of classical music.  Like previous collections, this Vivaldi set puts together a strong roster of lesser-known players, often (but not only) lesser-known ensembles from Eastern Europe who still offer really nice performances.  A huge change, and a tremendously welcome one, is that complete works are offered! Until now, all these sets have just slapped together stray movements of pieces out of order. This one offers cohesive works in their entirety, from beginning to end.  If they could now go back to Beethoven and start over using this Vivaldi set as a model, that would be fantastic.  At the $2.99 ""Deal of the Day"" price on Oct 30, 2009, this is a great bargain. I think it would still be pretty good at the normal price too, and I don't usually say that. Highly recommended.","Really good bargain, nice recordings",1256860800,,performance nice eastern cohesive europe like order model offer player could usually think normal group put tremendously slapped stray lesser-known change recommend great vivaldi real music huge bargain entirety really set one offer back deal good oct together collection amazon price highly would fantastic movement beethoven breakthrough still complete work welcome start day classical beginning set often previous end ensemble go use say offer strong collection piece roster pretty
27,159888,5,,True,"12 15, 2014",A3V0Y58IQI4DCD,B00D904KY0,{'Format:': ' MP3 Music'},Judy Comer,Very nice CD enjoying it.,Classics,1418601600,,cd nice enjoying
28,157365,5,,True,"11 27, 2015",A264LJ7DXWHJQH,B009ZKNBI4,{'Format:': ' MP3 Music'},Dave D.,xlint,Five Stars,1448582400,,xlint
29,37213,5,,True,"02 4, 2016",A1DBBXU90XZJCK,B001224ZRY,{'Format:': ' MP3 Music'},Kenneth Carlson,"An old favorite, while there are other versions of Judy Collins singing this song available as free downloads, this is the only one for me.","An old favorite, while there are other versions of Judy Collins ...",1454544000,,favorite collins free sing version song old judy one available downloads
30,101430,5,,False,"12 7, 2014",A2SW4ULCGAYUH,B00LMNBS0K,{'Format:': ' MP3 Music'},PH,"I'm not a huge fan of Usher or Nicki Minaj, however, I LOVE this song. It gets repeated airplay on my phone and other devices :)",I LOVE this song,1417910400,,phone usher i'm device nicki song minaj repeat huge however fan love airplay get
31,125000,2,,True,"05 26, 2016",A3KDYV3CNKEWFG,B000VWQFRE,,Sailor Venus,not rly a fan of a guy that sounds like hes still going thru puberty,eh his voice ruins a otherwise good song,1464220800,,puberty fan still go sound he rly guy thru like
32,160360,5,,True,"03 5, 2015",A5X54ANBPDKT8,B00E80JIH4,{'Format:': ' MP3 Music'},Trever White,Tyte Trakk,Five Stars,1425513600,,tyte trakk
33,80872,4,2.0,True,"12 30, 2014",A3L9FT8OJY4Q6I,B009BKVD1U,{'Format:': ' Audio CD'},Stuart Jefferson,"If anyone is thinking about purchasing this set--BEWARE--the ""GLUE PROBLEM""  which others have written about--IS STILL VERY REAL.  I purchased this set in Dec. 2014 from Amazon and out of 6 discs 4 had significant adhesive (from the packaging)  on the edges of the discs.  Needless to say very disappointing.  There's no excuse for this problem to continue.  The band/manufacturer  should've addressed this problem when it first appeared.  But as of Dec. 2014 no one seems to care if Gov't. Mule fans are buying a defective product.  And it's a real shame.  The music is pure Gov't. Mule--great instrumental work, good vocals, good song selection--and with pretty good sound--pure and alive.  It's almost as if you're sitting there for these three gigs with sound so visceral, exciting, and immediate.  If you want this set, the music's great, but it's a crap-shoot as to the ""glue problem"".  I worked very carefully and at length to get the adhesive off the discs and thankfully all 6 discs play fine.  But they're not pristine looking, which is how  I like to keep my music library--after all--it's my money I'm spending.  I expect to receive a quality product which, sadly, this  is not.  Good  luck.",ADHESIVE  STILL ON  THE DISCS---BEWARE.,1419897600,,think set--beware--the sound--pure dec work packaging mule crap-shoot like vocal spend library--after significant fine receive product others all--it's about--is get excuse band/manufacturer luck shame length address anyone expect seem problem buying great real song fan immediate money gig purchase music adhesive write one play needless pure quality defective good appear worked sit amazon first gov't want almost purchase music's excite discs selection--and alive mule--great visceral carefully instrumental still edge sound glue disappointing continue i'm sadly set there's pristine say thankfully three they're look keep care pretty
34,40525,4,,True,"10 25, 2009",A3VZVYWCTGIEV0,B00124JDW4,,Bill Your &#039;Free Form FM Print DJ,"You know, I have been listening to a lot of 1965-67 Coltrane lately, and as essential as this is to my system, I need a break.  And maybe that was part of the idea Charles Lloyd had when he put out Forest Flower in 1967. Coltrane, Shepp, Taylor, The Black Panthers, protest vs. revolution. All this had taken over jazz that year. So Charles Lloyd comes along, and Forest Flower says--""This is all supposed to be fun. Chill for a second. We'll make the demonstration tomorrow. Let's play some tunes. RELAX!""  Not that these ""tunes"" leave subtance lacking. Lloyds sense of harmony and melody is increadible. Listening to is chord structres, I feel as if a Beatles or Brian Wilson has been channeled into a jazz man. His chords are so tuneful, this music is just a joy to listen to. Fresh and clean now as it was the day it was born.  I don't have to tell you about the skill of Keith Jarret or Jack Dejonette--there is a reason Miles inducted them--and proof is right here.  There was a lot of great jazz like this during this era, and unfortunately, it gets hidden in the shadow of giants like Coltrane, Miles, and Archie Shepp. Listen to them always, but dig on this sometimes, too.",Excellent,1256428800,,"know proof second black joy jack chill maybe break shepp like dig shadow channel need says--""this beatles harmony listen relax chord brian lloyd induct them--and great take subtance feel clean lately unfortunately demonstration music put fun tune play archie part panther lot tell wilson protest right sense we'll reason revolution dejonette--there let's come vs listen melody mile sometimes lloyd charles suppose leave day tuneful man skill idea make chord fresh keith hidden taylor lack bear coltrane giant along increadible system jarret structres flower jazz year always essential get forest tomorrow era"
35,21532,5,,True,"04 10, 2015",A3BEZFDYU1KM6A,B00136RVCU,{'Format:': ' MP3 Music'},Brenda M. Johnson,classic,Five Stars,1428624000,,classic
36,35196,5,,True,"01 25, 2015",A1TKTUI4ZUKUB3,B0011Z0YR2,{'Format:': ' MP3 Music'},Love to shop,Item as described and delivered promptly.,Five Stars,1422144000,,promptly deliver described item
37,4581,5,,True,"10 1, 2014",A1DURUND7Z3E1V,B000V66URU,{'Format:': ' MP3 Music'},Richard L. Honnick,"Friends and Neighbors:  Of all the basically noise this so-called superstar made in his career, he did make this one incredibly wonderful song thus making himself in my heart a one-hit wonder! This particular song is one that crawls into hour heart and soul and you'll never forget it if you haven't heard it.  In Bon Jovi's defense...there are plenty of these noise makers whom someone gave a guitar, taught 'em two chords  and they become a public nuisence! This song is the exception!!!",he did make this one incredibly wonderful song thus making himself in my heart a one-hit ...,1412121600,,basically guitar em exception jovi's soul make chord defense...there superstar one-hit never nuisence wonder make become hour song incredibly forget taught two career so-called public maker thus wonderful heart friend noise particular bon one heard someone crawl neighbor make plenty give
38,161814,5,,True,"06 1, 2015",A157FOVSYCNC94,B00GKGELBM,{'Format:': ' MP3 Music'},John Sheehan,"If you're a fan of the  Baroque period, this is one of three volumes that are al  superb.",excellent,1433116800,,one fan baroque three superb volume al period
39,120618,5,,True,"01 10, 2017",A33XVI31O4U4GQ,B000S3AO3W,{'Format:': ' MP3 Music'},JBuddy,Adding to my playlist,Five Stars,1484006400,,playlist add
40,77368,5,,True,"12 28, 2014",A15UYUILIS8BIY,B007Y1AM74,,mark taylor,Great song.,Five Stars,1419724800,,song great
41,151570,5,,True,"09 11, 2016",A3AU0683BTPNNZ,B004EKDE5A,{'Format:': ' Audio CD'},Sunday&#039;s Best Fan,Money well spent.,Five Stars,1473552000,,well spent money
42,66315,5,,True,"12 1, 2014",A3D72EY8DIR8MR,B0043TBMBK,{'Format:': ' MP3 Music'},SA,AWESOME!!,Five Stars,1417392000,,awesome
43,106107,5,,False,"01 25, 2015",A23YJJQYTRXNCT,B00OXE38D0,{'Format:': ' MP3 Music'},Lisa,Love this song,Five Stars,1422144000,,love song
44,8383,5,,True,"02 4, 2014",A2NXGFLNEGO5G0,B000W1MDPW,{'Format:': ' MP3 Music'},buddy james,"This is the best CD/album on the market and Amazon you have it. Lee Ann Womack is a Jewel singing a Diamond song and you, Amazon have the very best. Thanks so much, Peter Skelton",Best,1391472000,,skelton diamond sing much amazon womack best song ann peter thanks jewel market cd/album lee
45,51625,5,,True,"06 25, 2016",APANKO5VLZH45,B0014JIXM8,{'Format:': ' MP3 Music'},Krylance,Awesome!,Five Stars,1466812800,,awesome
46,66778,5,,True,"10 31, 2013",A2JFDXG77AIBYZ,B0046X7VAO,{'Format:': ' Audio CD'},Katie Mayfield,I have absolutely fallen in love with this band. These guys have a unique and authentic sound with good acoustics and rock tracks. After listening to this album I want to see these guys live if I ever have the opportunity.,"GREAT band, definitely worth checking out",1383177600,,live sound good authentic acoustic rock unique want listen fall ever album track love guy opportunity see absolutely band
47,44075,4,,True,"04 12, 2014",AB6O8EM172B74,B00136PX6Q,{'Format:': ' MP3 Music'},Craig Harmon,"Sometimes, all of us want to escape the 'drudgeries' of every day life.  The idea of someone holding '2 tickets to Paradise' in their hand - and just waiting to give them to me - to 'take me on a trip so far from here' - is, quite appealing to me - especially at this juncture in life.  Although there is no 'love' component to the song, which, typically I find to be the most attractive aspect - the promise of 'relief' from daily pressures, plus, the idea that I might have a '+1' on my 'trip,' brings me inspiration and, most importantly, hope.  Good stuff - the song, that is.  I created a slideshow on my computer with this music - paradise is looking pretty good - even if me and my '+1' just get to spend two weeks at an all inclusive resort somewhere in the Caribbean.  There is, after all, in reality - 'No place like home.'  They just don't make'em like they used to.  $1.29 for '2 Tickets to Paradise.'  A wise investment - in one man's humble opinion.",Classic 80's rock - inspirational,1397260800,,give relief man's importantly hand find week quite component investment like inclusive attractive caribbean someone might slideshow reality aspect get paradise juncture take drudgery make'em song daily although music appeal hope resort somewhere bring one inspiration love wait place computer humble far hold good home use pressure stuff want especially spend ticket sometimes wise promise even day typically opinion escape idea plus create two life trip every look pretty
48,125251,3,,True,"09 13, 2017",A3U8RGCLC5WWBX,B000VZMO08,{'Format:': ' MP3 Music'},The Original Vince Carter,...For My DJ service,Three Stars,1505260800,,dj service
49,127746,5,,True,"01 16, 2017",A1UON29HK6DMA7,B000WY7WLY,{'Format:': ' MP3 Music'},Maureen Kelly,Such a sweet song!,Five Stars,1484524800,,song sweet
50,148956,1,,True,"12 28, 2015",ADR0OXDXJGLKH,B002PDCSBY,{'Format:': ' MP3 Music'},Linda Davis,Purchased by an ex-friend who figured out how to hack my account 4+ years ago.,One Star,1451260800,,hack ago year purchase ex-friend figured account
51,70043,5,,True,"03 8, 2013",AUDX69YGA9BA7,B0051QIJLA,{'Format:': ' MP3 Music'},Cat Lover,Love this song.  I had to have it and I was not disappointed.  Have it on my Kindle so I can take it wherever I go.,You and Me,1362700800,,kindle take disappoint song wherever go love
52,75593,5,,True,"08 20, 2014",A12V3ULISM3YZY,B0070X0PUA,{'Format:': ' MP3 Music'},brian,cool song. I just wanted to be able to say I have a song called Hocus Pocus; and guess who its by?  LOL,Focus,1408492800,,hocus able want song cool call lol say pocus guess
53,127809,5,,True,"08 29, 2014",A18KSAWKRCXAT6,B000XMC0U8,{'Format:': ' MP3 Music'},DCM,great,Five Stars,1409270400,,great
54,57418,5,,True,"04 21, 2016",A1B1GP7RU43UL,B001ME5Q2U,{'Format:': ' MP3 Music'},S. Kelley Chambers,LOVE THIS WOMAN'S VOCAL GIFT.,Five Stars,1461196800,,love woman's gift vocal
55,104994,5,,True,"12 13, 2015",AAFW69F6T4CIX,B00O6DQIYE,{'Format:': ' MP3 Music'},E. Taylor,Classic,Five Stars,1449964800,,classic
56,161229,5,,True,"01 3, 2017",A17SFE7JX95TOX,B00FH03DH0,{'Format:': ' MP3 Music'},james e harris iii,love this album.,Great album to own for Christmas,1483401600,,love album
57,120917,5,,True,"03 9, 2018",A3AEONRYRHLEWI,B000SGWZMM,{'Format:': ' MP3 Music'},TripSeven,Digital music is the best thing since sliced bread. Choose the songs off each album you truly love. Best. Thing. Ever.,Digital music is the best thing since sliced bread,1520553600,,truly ever music album love digital since slice best thing bread choose song
58,94212,3,,False,"07 30, 2014",A3PN305U7UFWGB,B00G725PDW,{'Format:': ' MP3 Music'},Kindle Customer,"nice, but not among my favorites.",a once in a while listen,1406678400,,among nice favorite
59,112253,5,,True,"08 12, 2016",A1NGG4Q2ZSRI4,B00YD3YXI0,{'Format:': ' MP3 Music'},cosmopolitan,Great Song,Great Song,1470960000,,song great
60,132605,5,,True,"01 27, 2016",A2UYBXJACYG1N9,B0012C9GGY,{'Format:': ' MP3 Music'},John,Awesome,Awesome,1453852800,,awesome
61,139751,5,,True,"03 31, 2015",A1BSSQQAFN0RIY,B0013ABPGY,{'Format:': ' MP3 Music'},Muzak Muzak Muzak,"The original hopeful, beloved song from the musical, 'Annie.'",It's only a day awaaaaaaaaay...,1427760000,,annie musical beloved song original hopeful
62,56530,5,,True,"11 29, 2014",A3471M3LYN8MVQ,B001KEU43I,{'Format:': ' MP3 Music'},wolf,great,Five Stars,1417219200,,great
63,109098,5,,True,"10 1, 2015",A2TZX7JGYO2BED,B00TJ67YUK,{'Format:': ' MP3 Music'},mike norton,Great,Five Stars,1443657600,,great
64,100257,5,,True,"07 8, 2014",A1STZD2FCV5QCZ,B00K9DAJMC,{'Format:': ' MP3 Music'},Vera,one of their best songs,lady a awesome,1404777600,,one best song
65,145111,1,,True,"01 25, 2017",AXVQBOSD1941U,B001MYHBPU,{'Format:': ' MP3 Music'},kay,"I didn't order this, no clue how it showed up on my ""write a review"". So it gets one star. Must be spam.","I didn't order this, no clue how it showed ...",1485302400,,spam star must order write one clue get show review
66,38250,5,,False,"04 11, 2013",A2WYNG6JT8HMJH,B00122OH0O,{'Format:': ' MP3 Music'},Jon P. Wolland,The long quietly building intro is distinctive. The strumming of the chords just strikes a mood that makes you feel like YOU are in the mood for a melody too!,Robert Plant good song,1365638400,,chord build feel distinctive quietly like long mood make melody intro strumming strike
67,156139,5,,False,"04 12, 2014",A35CHV6Z75D672,B0086K27G6,{'Format:': ' MP3 Music'},Elsie,"So, you know how there's a guy who likes you but you don't like him back, and you try to tell him but he doesn't get it? That's this song. Liz Gillies & Victoria Justice sound great in this collaboration. Job well done!",Take A Hint!,1397260800,,know get sound like great song like gillie liz there's that's well do try tell back collaboration justice job guy victoria
68,42618,5,,True,"11 29, 2014",A2KXYQLE7Y7Q63,B00136LIZ6,{'Format:': ' MP3 Music'},the hamburglar,classic good music,Five Stars,1417219200,,classic good music
69,44407,5,,True,"09 30, 2014",A20B9T7LR97AEW,B00136PN3E,{'Format:': ' MP3 Music'},KATCARVING,"these songs brought back memories for me i enjoyed listening to them , play them just for romance to come back once in a while for husband , the song sounded great the download was fast",these songs brought back memories for me i enjoyed listening to them,1412035200,,great brought sound enjoy song listen romance memory download song come play back husband fast
70,108966,5,,True,"06 26, 2015",A3U7N3K47NY2B9,B00TINQ9C8,{'Format:': ' MP3 Music'},SThibodeaux,Love it,Five Stars,1435276800,,love
71,49810,5,,True,"08 19, 2014",A343RU4APYYS1V,B001380YKO,{'Format:': ' MP3 Music'},Rathburn&#039;s Den,As good as I remember!,Great song!,1408406400,,remember good
72,39515,5,,True,"08 28, 2016",A1NQOJEXEAX0PS,B00123FMKM,,woody,Listening to this  will take you back in time.,Still good after all these years.,1472342400,,time back listen take
73,10125,5,,True,"09 23, 2016",A2K04ONUAKO0O9,B000WT62UQ,{'Format:': ' MP3 Music'},don pilkington jr,A,Five Stars,1474588800,,
74,22760,5,,False,"09 24, 2014",AZ5WZ0KJKPFLC,B00137KI1A,{'Format:': ' MP3 Music'},Nom De Plume,Long song but love every minute of it.  This little guy puts out in soul.,Sang with Soul,1411516800,,put long love every little song minute soul guy
75,49159,5,,True,"09 26, 2013",A37FLGCI3Y2WYY,B00137WU98,{'Format:': ' MP3 Music'},Roxie Rowe,Great praise song.  Very prayerful with a lot of feeling.  Not a heavy beat.  It is very worshipful and meaningful.,Great praise song,1380153600,,feel great song meaningful prayerful heavy beat lot worshipful praise
