,Unnamed: 0,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,vote,image,review_clean
10,822859,2,True,"11 10, 2013",A1VIIEODZB2KPA,B0024ART4Y,Joe Linscheid,The clips on this bag are not for all racks. If you have a rack with a large diameter bar it is challenge to get the bag on and off. Since I commute with my bike I could see that this bag was not going to work with my set up. If I had a smaller rack it would have been fine. I ended up buying a Timbuk2 bag and I am very happy with it. The rack clips are more friendly to the daily on and off.,The bag is nice but the clips need a second look.,1384041600,{'Color:': ' Orange'},2.0,,commute get go large diameter end buying work bar since set daily clip happy would rack friendly bag could rack fine challenge small see bike
11,965772,4,True,"06 3, 2014",A3TGBTKXXXGELP,B003PATKN0,A. Newman,"Useful for occasional use, but built a little cheaply. Mine started to fray after a maybe five or 6 heavy sessions. In the product's defense, doing CrossFit ""Murph"" workout (includes 100 pullups and 200 pushups) is a tad bit abusive.  You don't want to wear gloves all of the time anyways, because gloves slightly impair your ability to improve your grip. Also, some folks will make fun of you for using gloves (but, I would point out, with gloves you won't need 2 rest days for your hands to heal like they will).",Great for extended pullups,1401753600,"{'Size:': ' Medium', 'Color:': ' Grey/Black'}",,,wear point heal folk occasional session abusive impair make pushup day maybe use build slightly workout murph bit hand pullups cheaply mine want like time ability fray include improve would tad fun little product's heavy crossfit start use also need glove useful defense grip anyways five rest
12,632156,5,True,"01 16, 2014",A2I7DDTNL36U92,B001ABK3IC,D,"I did a ton of research before buying this and am very happy with the purchase.  The only negative is that you can go through fuel cannisters pretty quickly, but it is nice to be able to get all your campers breakfast quickly.  I have it set up to feed from a 5 gal propane tank now.",Best of the best,1389830400,,,,get propane fuel nice ton able camper gal tank negative quickly buy set feed cannister happy breakfast purchase go research pretty
13,2622900,2,True,"06 20, 2013",A2HWNX3Q18JZER,B005DRJBLY,SME,It looks nice. but that's all. If you take it off at night it will lag behind. You cant see the time at night. Totally dark. too extensive for what it is. It should be around $40 and not $107,not worth the money,1371686400,,2.0,,look nice dark extensive take totally around cant time behind that's lag see night
14,2293715,5,True,"10 28, 2016",A25GUVZD1EZ1U9,B0176BUPWI,Hammerhead,Awesome!!,Five Stars,1477612800,,,,awesome
15,763014,5,True,"07 13, 2012",A1AQD6JTAW7Y3R,B001OLU4U0,Trangarion,Great price for a nice simple rifle case. Fit my S&W AR-15 perfectly. Holds 30 round mags on the outside fine and shuts closed fine. no issues. You can fit the rifle with a mid-size / small scope. The bigger optics may have issues zipping up.,Awesome,1342137600,,,,closed nice rifle mid-size perfectly case optic zip outside great fit simple big price s&w mags shuts hold round issue fine scope may small
16,475260,5,True,"06 19, 2016",A1RY961AEI67NT,B000WYANAG,!m!  !m!,If you are going to take the time to regularly tear apart and repack bearings why scimp on lubricant?  I've used this stuff since I started riding 35 years ago.  Won't use anything else.  Still as good as it ever was.,Nothing But The Best,1466294400,,,,else year go good use take i've use since stuff repack time ever bearing rid regularly tear start ago scimp still anything lubricant apart
17,853183,5,True,"04 2, 2015",A1WD9C6GX38CNB,B002BZOWLU,Jesus Berrios,Outstanding,Five Stars,1427932800,{'Color:': ' Replacement String'},,,outstanding
18,318041,5,True,"03 5, 2016",A3JE5354MH9HPT,B000VT2HKQ,Larry,"I like this lube, I need to buy more soon and I will probably be buying the large gallon sized version of this stuff to refill this little bottle",Good lube,1457136000,{'Size:': ' 4 oz'},,,lube soon large probably buy refill stuff version like little buy need bottle gallon size
19,1930709,4,True,"07 23, 2015",A1FOM1AANDEEBK,B00NGC6DF0,Soulless Saint,"I have yet to take these out and zero.  They're sitting on my Midwest Industries Minute Man rifle, in MultiCam.  These FDE sights look like they were made for my rifle.  The reviews I've read about these give me hope that they will preform as well as their authentic counterparts, but considering the price I reserve judgment.  The quality feels great.  They flip up, but no spring retention, and you have to push the tab to get them to sit back down.  They diamond shaped sights draw in your focus quickly.","Not yet tested, but from the quaily I think they'll do just fine",1437609600,,,,give retention reserve get man sit rifle diamond authentic take quickly preform judgment great i've review feel sit spring consider price minute yet like zero industry fde look read focus hope draw shape multicam well push tab they're sight counterparts quality back make midwest flip
20,1071514,4,True,"11 8, 2013",A3AMLI4GZUYUFV,B004NKSPR8,Bo Bo Au,"I brought it for my son, he could carry it with a belt.  Very strong can't stop coughing when you smell it.  This security lock is a little different from the pink one, it flip and press.  It came with a same size bag to hold into your belt for carry with light flash and built in charger socket.",Good price good product,1383868800,,,,can't socket cough pink press security build bring different belt flash light stop come size son charger little smell lock could bag one strong carry hold flip
21,2508672,5,True,"05 2, 2018",A31W5MN1XW07Q2,B000ICKV6S,Bryan S.,"Use it for my 5 & 7 year old boys.  With all their bad hits, not even close to breaking.  I've recommended it to many parents on my boy's team.  Everyone loves it!","Awesome, Great Price, no chance of breaking!",1525219200,{'Style Name:': ' Baseball Swing Trainer'},,,many boy recommend parent hit use i've team boy's old love bad year close break even everyone
22,2230222,5,True,"02 6, 2016",A3DAETFXVM8I5D,B0140AXO6C,Richard W.,Very nice shirt. Perfect,Five Stars,1454716800,"{'Size:': ' Tall 3X-Large 3XLT (50-53)', 'Color:': ' White/Black Logo'}",,,shirt perfect nice
23,828787,5,True,"08 17, 2017",A6TJ05KXYJQ29,B0026OOS60,Gary,Seems good. SHTF tool. Haven't used it yet though.,Seems good.,1502928000,{'Style:': ' 36-inch'},,,shtf though good yet use tool seem
24,33056,5,True,"01 17, 2017",A339YWHUPNNZAY,B0002T72MI,miniroo,"Closest thing it gets to Japanese Hokkaron.  I used to use it everyday on my way to the school as a little girl, and passing on the same warmth to my son who rides bike to school everyday.",Closest thing to Hokkaron,1484611200,,,,pass close japanese thing ride use everyday use way school son little girl get warmth hokkaron bike
25,491665,5,True,"09 30, 2015",A2ZBC5DRVCEMB4,B000YRU4NM,Zitian Li,great pedal valueable,Five Stars,1443571200,,,,pedal valueable great
26,2249777,5,False,"02 14, 2017",A16DBAK5W2M04L,B014YH28KO,AA,"I'm pretty happy with this product. It has two zippered pockets and two without zippers, one of which has a little clasp. My phone fits into the zippered pockets (Samsung Galaxy S7). The two non zippered pockets are connected (not sure if they were supposed to be), but it's not really an issue.",I'm pretty happy with this product,1487030400,"{'Size:': "" Small M26'~28' W2"", 'Color:': ' Black'}",,,pocket phone clasp sure samsung i'm galaxy zipper two happy without zipper fit little really one product suppose issue connect pretty non
27,45499,1,True,"09 23, 2017",A2NZJZ6UIBO1GF,B00070QEDU,Linda Sue,"I bought 2, one has already ripped.",Don't get ripped!,1506124800,{'Color:': ' Black'},,,one already buy ripped
28,309251,4,True,"06 16, 2014",AQDUJPTWSLH40,B000UVTDLG,Ricky Dalton,i was carrying a small knife but this is much better i think.  Did a test shot and it spays a single stream- reddish at a good distance.  Good size for keychain not that big and can come off in case you need to go into an area that does not allow them.  I've been a victim of crime and i hope i never have to use this but i feel safer going out and about now and I'm a man baby.,compact efficient spray that they will replace against any defects until the expiration date,1402876800,{'Style Name:': ' Pepper Spray - Black'},2.0,,distance crime man go good single stream allow reddish much case baby big never i've test spays use shot i'm knife small feel victim well size carry hope keychain go safer come need think area
29,1514106,4,True,"09 25, 2015",A2PE1HK3RZH35,B00BQXP7YO,Mode,These worked out well but you need to bone out an elk to get it to fit in these bags and even then it's not ideal. My error so next year I'll get the larger size which I should have done in the first place. The sack for the bags was large enough to start the rest of my field dressing kit which was really nice.  The bags are well made and came out clean and ready for deer season.,"Great for deer or antelope, not ideal for elk.",1443139200,,4.0,,get large nice dressing bag enough elk work large i'll fit field first ready clean come size season ideal really kit well year need bone sack do deer even make start place next error rest
30,1737119,5,True,"07 21, 2016",A9L8ES45FXE69,B00HQQG2CQ,EDK,I love birchwood casey targets!  The shoot and see feature is always great at the range and I really liked how this bundle came with the different target sizes as well as the stand and the backboard.  All of these items came at an excellent price compared to my local sporting goods store.,I love birchwood casey targets,1469059200,,,,compare local bundle backboard great sizes good target different target item price feature come range excellent shoot really well always like love see birchwood store sport casey stand
31,1862962,3,True,"05 11, 2015",A3CLWSK9HJJRJS,B00LA12PNI,Thomas Jefferson,"Straps are lightweight but perhaps fine for this size bag.  I would not rely on them if I had something breakable in the bag  Bag seams around the base also look lightweight, again not relying on the bag for anything breakable/valuable.  I have to keep in mind both bags only cost $20.  Would probably spend the extra money for something sturdier next time.",Not as well-built as I'd hoped,1431302400,{'Color:': ' 5+10L (Yellow/Blue)'},10.0,,seam bag probably breakable/valuable base something around rely money breakable time size look perhaps strap mind would extra spend sturdy bag also fine rely lightweight anything cost keep next
32,2823994,4,True,"02 11, 2017",A3DF4O3OAZ49H5,B01CJGO9Q8,Trapperdad,"They work, but the material is only fair quality, and they are smallish. For the price they are a good entry into tent camping. They pack into a small package and they are light.  I highly recommend getting our making a wammy sling before your first outing",For the price they are a good entry into tent camping,1486771200,,,,camp material pack out good smallish make work first price small light wammy highly entry sling recommend fair get package quality tent
33,1387088,4,True,"02 18, 2016",A3UH6CCVM3BQW8,B0095PZHPE,J. Burlingame,Wife likes it,Four Stars,1455753600,{'Color:': ' Black'},,,like wife
34,1165990,5,True,"12 19, 2012",A1ZBAT4VSUKNN2,B005DZS9FU,Minniemissy,"Don't buy this bag for a school bag. Its not made for that much stuff. Great for bringing stuff to the stadium with you or for a sleepover. He still uses it for lighter things but not for middle school, i think it would be fine for elementery school.",Nice bag!,1355875200,{'Team Name:': ' Philadelphia Phillies'},3.0,,sleepover much great stuff elementery school middle would thing bag buy fine still think us stadium make lighter bring
35,278097,5,True,"09 6, 2013",A8TFI7B899WQX,B000Q6BQKG,Grey Eagle,It's a plastic bottle so won't dent and has a great valve arrangement that prevents accidental spillage and it works.  I accidentally knocked it off my kitchen counter but not a drop was spilled.  Just be sure that every time you're done filling your stove that you screw the locking knob down to prevent accidental opening.,Light weight and spill safe,1378425600,{'Style Name:': ' 1 L'},3.0,,stave drop plastic opening sure prevent great valve kitchen lock spill knocked time accidentally spillage screw fill knob prevents bottle do arrangement accidental work dent every counter
36,79286,5,False,"12 16, 2012",A1T6S7SXGX9FTP,B0009VC9YA,Randall W. Graves,Nice all purpose knife with excellent mechanics. I've not yet tried to sharpen but at this point a good solid purcahse,Kershaw,1355616000,,,,point nice purpose good purcahse solid i've knife yet try excellent mechanic sharpen
37,1122119,4,False,"04 6, 2016",A17PA1NMITMP2D,B0050DKQZ6,K. Kincheloe,"I ordered these ecofabric workout pants in a size medium. I followed their recommended size chart (I'm a size 8) and these fit great. They're very stretchy but not confining while I wear them. They come up a bit higher near my navel, which is what I prefer in a workout pant. The material is very soft, breathable, and wicks away sweat. They wash and dry well and I had no problems with shrinking or pulling of the materials. I'm comfortable in them while working out, doing yoga, or just lounging. I really liked how they were not see through---at all!  I even checked in the mirror while stretching to make sure! The only thing I wasn't crazy about was that they had a sheen to them, a shininess, and I just didn't care for that look.  I received this item free in exchange for my honest and unbiased review.","Very soft, comfortable, and breathable workout capris!",1459900800,,2.0,"['https://images-na.ssl-images-amazon.com/images/I/71wdXrt3BlL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71uN4Wb91QL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61V+SgoltcL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71sf5ppWHyL._SY88.jpg']",away sweat crazy wash order ecofabric dry prefer near come medium navel wear problem soft mirror shrink thing recommended sure great sheen yoga size wick really like pull checked chart material follow free breathable lounge stretchy fit comfortable shininess workout bit high pant item material honest see even pant receive confine make exchange stretch i'm work look through---at well they're unbiased care review
38,759535,4,True,"10 7, 2013",A8RI64WLHV9N8,B001O0DFUC,chad,These cleats showed up exactly as described.  The price seemed real reasonable.  I installed them on my sea wall and seem to be doing the job just fine.,dock cleat,1381104000,{'Size:': ' 8-Inch'},,,price real sea reasonable seem seem described installed cleat fine exactly wall show job
39,789668,5,True,"09 22, 2015",A2OM9JS4FSMYBG,B001S98NLU,darin kaintz,Great lil tool,Five Stars,1442880000,{'Color:': ' RED'},,,lil tool great
40,1308149,5,False,"05 4, 2012",A1HKMC2XSNW6C1,B007GSS1J6,Mel,"I worked in a steel fabrication shop for 15 years. Much of the work required hammering on steel. Being left handed, my left wrist began to bother me, even keeping me awake at night, and impeding the use of my left hand to such a point that I began doing many things right handed. Naturally the conversion was difficult. I found the ad for the Carpel Tunnel Institute dvd at Amazon.com, and decided to order it. After using the dvd for about one week, the pain was gone! I was delighted to do things with my left hand, that had been too painful to do before I got the dvd. I highly recommend this dvd to any one who who is suffering from Carpel Tunnel Syndrome.    David in Montana",Relief at last,1336089600,,3.0,,painful much hand use shop work order ad recommend suffer week night tunnel many montana steel dvd hand pain found leave naturally thing keep institute one go conversion right point amazon.com work fabrication david decide highly got syndrome delight begin even impede year awake difficult bother require hammering carpel use wrist
41,1451385,5,True,"08 12, 2014",A656C5KEO18PQ,B00ASSOGMC,Chip Davis,"Works great, no assembly required, very stable, arrived as promised",Good purchase!,1407801600,"{'Style:': ' 4-bike: 2"" Hitch'}",,,arrive great assembly promise work require stable
42,1737106,5,True,"12 20, 2014",A299JJV4PDTU1N,B00HQP74LU,Freddy Pacheco,Very warm!,Five Stars,1419033600,{'Color:': ' Black'},,,warm
43,1359946,2,True,"01 17, 2017",A32VL1C588NBV7,B008J4LW0Q,Logan,"This is not a non-slip towel, it has no grippy things on one side, it is just a microfiber towel. This would not work well for bikram or other hot yogas except to wipe off your sweat, not as a mat towel.",Not non-slip,1484611200,"{'Size:': ' Mat Towel 72""x24""', 'Color:': ' Earth'}",,,yoga except microfiber sweat side work bikram mat grippy would non-slip thing towel wipe one well hot
44,1493981,5,True,"01 28, 2017",A7Y0D9F09Q86S,B00BDMH10Q,Sal,Awesome product!!,Five Stars,1485561600,{'Style Name:': ' with Cords'},,,product awesome
45,2637582,5,True,"12 16, 2013",AS9E7ZQ2HFBZQ,B006DWT4L0,Hanklet,"I put this on a rifle. It works great. Sighted it in at 100m, shot 60+ rounds held zero. Boxed up rifle, traveled 1300 miles in truck. Shot rifle, still held zero. Dot is a little oblong but hey, aint no aimpoint. Highly recomend.",Well worth the money!!,1387152000,,,,hold oblong rifle great shot sight aint travel round dot zero recomend highly put little mile hey box still work truck aimpoint
46,1749797,2,True,"05 14, 2018",A29QCXU2VQIZ9M,B00I1BDFA2,Gregory D. Gibbs,the item states its adult size and it's too small,Two Stars,1526256000,"{'Size:': ' Adult (11 yrs & above)', 'Color:': ' BLUE/BLACK', 'Style Name:': ' Non-Flavored'}",,,size adult state item small
47,411368,5,True,"09 13, 2016",A1NWYAH7UBTQC1,B0014VTRF8,R C.,This unit works well and is reasonably easy to use for reloads. I got it because a Side Saddle for my Benelli pump is really expensive and I just wanted to have some extra shells handy. For that purpose it works fine.,Good Unit,1473724800,,,,purpose side use saddle shell want benelli get extra really handy well fine expensive work pump reloads reasonably easy unit
48,115472,5,True,"12 19, 2014",A10FSVAF61JONE,B000CO7B7O,JoeInLA,"Fox 40 is the best whistle brand, period. I have been using them since 1990.  The pearl is a ""gem"" in the collection. It has a lower-pitch that doesn't blast my ears or the players'.  I didn't care that mine is purple. It makes it easier to find!  Made in Canada!",A less-piercing whistle by the best brand on the market.,1418947200,{'Color:': ' Purple'},,,canada pearl lower-pitch easier find collection since gem best mine purple ears whistle brand make player use blast make period fox care
49,967667,5,True,"11 7, 2017",A2PN56HU47S67E,B003R1YJQA,Omar Albakri,I really like it,Five Stars,1510012800,"{'Size:': ' 36 x 13 x 4.5-Inch', 'Color:': ' Tan'}",,,like really
50,1700383,5,True,"04 30, 2017",A2MADBBU9U3Z8L,B00GMXASGA,B. Becks,"Great for the price, they work well.  I will not try to sat they are as good as the name brand as several have been tighter fitting, where others just kind of slide through the barrel like they are too small for the caliber.  Overall great product for the price and you get what you pay for. The only complaint I would have is there truly is a ""slow boat from china"" and these managed to be one of the items, said boat was hauling.  Took forever to receive item even though several calibers purchased same time.",Great for the price,1493510400,{'Style Name:': ' 30-.308 Cal.300.303 & 7.62mm'},,,get barrel several forever kind good name caliber take manage caliber truly great haul work item price overall like tight time though say purchase would complaint brand sit slide slow item fit pay boat well one receive product try others even china small
51,1640779,4,True,"05 10, 2016",A1B2IPLJIDAOB0,B00F2J6PP8,Donald K. VanCleave,"The foam part of the glove is about average, they fit well,  I found that the pull tabs used for removal a surprise.  They actually make removing the gloves easier.","The foam part of the glove is about average, ...",1462838400,"{'Size:': ' Medium', 'Color:': ' Green'}",,,pull easy make used fit surprise glove find tabs average well glove foam part actually removal remove
52,2183161,5,True,"12 18, 2014",A2YD6BB1IPQFPU,B0108UR05O,Edgardo Martinez,Good,Five Stars,1418860800,,,,good
53,327621,5,True,"05 21, 2013",A2SPQSKY1IH2XH,B000WUDRDK,pramos,"It is a good product, lower cost, the material is fitted to use with wood bat, and the size is perfect",it is a good product,1369094400,,,,size bat use wood product perfect material cost good low fit
54,298335,5,True,"03 10, 2014",AF8DGAR6W1FLX,B000T9D5KE,Rick Platt,"I love these tips a lot better than the standard field tips. They go in the target awesome, and you can pull them out without pulling your shoulder out of socket. I would recommend these to anyone.",Slick Field Tips,1394409600,{'Style Name:': ' 125 Grain (AS1133125)'},,,pull socket anyone tips field target awesome better without would recommend standard go shoulder love lot pull
55,2031332,5,True,"10 17, 2016",AI9J14M61Z2RP,B00S2P2KKS,John Schuster,great scope,Five Stars,1476662400,,,,scope great
56,171029,4,True,"06 6, 2016",A3V77DR96EEM5I,B000H6GZI8,Ranpunzel,Needed trimming as its about twice too bid.  But did give the little gun a much more secure feel.,Worth it,1465171200,,,,give bid secure twice much gun feel trim little needed
57,2267404,5,True,"03 2, 2016",A3T4Z7WFQOSER,B015QHZBE6,matthew seidl,,Five Stars,1456876800,{'Color:': ' OD Green'},,,nan
58,618093,4,True,"12 12, 2017",A2CJ6KX5HQ6I5H,B0018ZFEFM,Anonymous,"The Black Chili compound gives good feel, but these do not have the phenomenal grip like most people say. There's less feedback than ""cheap"" tires I'm used to with the useless treads too (they're just for looks really, but they do let me know when I'm leaning too far etc). I slipped out on some wet asphalt with grit under it. To be fair I don't think any ""race"" tire could have handled that and I was going into a mild turn with just the rear brake engaged. I wasn't trying to stop, just wanted to slow down and there was nothing there lol. Just don't put too much faith in the grip compound. I'm not sure I'll ever find a bicycle tire that can handle my city's streets. Every time winter rolls around we have these insanely oily streets with the occasional black ice patches. Oily and icy is generally a bad combo for cycling.  As far as dry weather goes, this is the best tire I've ever ridden. I have no desire to buy anything more expensive for my singlespeed commuter bike for now. They roll fast, absorb ALOT of road jargon and seem decent regarding puncture protection. They're light for a commuter class tire as well. If you're a fast commuter such as myself these will help you maintain higher speeds over rough city roads and long distances. If you live in a city that accumulates oil in the streets valley style, you may want something with a different grip tactic than a premium compound and contact patch theory. I also like the Continental Tour Rides, even though they're much slower and are almost knobby. Those are my usual winter tire.  Update:  Switched back to the tour rides for winter and those will be my main tire. I don't know what the deal is, but at really low PSI's (60front 80rear) the tour rides roll like these @ high psi's. It may be my rim profile or something. They feel just as good for fast commuting. Especially in subzero wind chill rides. I didn't doubt the grip once over little icy patches. I will probably never pay for these 4000s ii's tires again. I got a pretty deal though and don't regret the purchase. I just need more grip in my city. At lower psi's (80ish) these tires start to drag despite the rolling resistance test I reviewed before buying them.",Totally Slick. Be careful in the rain.,1513036800,,,,know desire look rim mild subzero black contact regret go rides much i'll chill find i've premium tire theory chili regard tactic wet like protection ever distance dry lol rear slow slip generally could pay need think usual expensive alot jargon tread useless cycle nothing puncture high bicycle knobby faith roll sure something city's buying test roll different feel want lean stop less long handle tour review ridden put little really asphalt resistance despite psi's turn back deal rough bike engage let far try low live go good give slow city use probably grit roll icy update high light want cheap almost valley help time purchase especially get handled tire accumulate fair commute profile commuter road buy bad etc winter also streets decent maintain even start patch fast feedback ice road drag occasional main class never brake switch insanely i'm oil style around best absorb doubt race combo singlespeed though wind compound weather oily seem ii's there's people patch well say they're continental phenomenal every may anything low grip pretty speed
59,1652878,5,True,"08 26, 2017",ALBX88VNHP1WJ,B00FATWGSU,MITCHELL DIACO,It works great!,Five Stars,1503705600,{'Size:': ' Large'},,,work great
60,296402,5,True,"12 11, 2014",A1DH6ZUU3B0VRV,B000STNWB2,KJ,"Great,Great,",Five Stars,1418256000,,,,"great,great"
61,1175830,2,True,"03 17, 2016",A1C28IZ1FSHHG6,B005GVGN4A,tim f.,just a piece of scotchbrite inside,Two Stars,1458172800,,2.0,,scotchbrite piece inside
62,1696325,4,True,"07 5, 2016",A36YE2GBDSS18O,B00GLL7DUC,Krang,"This is a great idea and I love it however, it does leak through the zipper so it only keeps stuff cold for an hour or two. Plenty of time to kill a 6 pack though.",This is a great idea and I love it however,1467676800,{'Color:': ' Blue'},,,pack idea leak cold great kill hour stuff two time though keep however love zipper plenty
63,1661271,5,True,"06 28, 2017",A2XZ9X4ER4FL8G,B00FJ1IUKC,PMK,great for workouts  :),Five Stars,1498608000,"{'Size:': ' XL 38.5""-41.5""', 'Color:': ' Black'}",,,workout great
