,Unnamed: 0,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image,review_clean
10,209372,5,True,"01 6, 2012",A2SQJPUCZNHMZE,B0037TPGJG,Author/Reviewer Geri Ahearn,"I purchased this game for my daughter. We played together several times, and alone. Highly recommended for Family Fun. A game that's very Enjoyable as you crave for more. A Great escape as a stress-reliever as well!","""Wonderful Family Entertainment!""",1325808000,,{'Platform:': ' Xbox 360'},,enjoyable several escape stress-reliever played recommend together great alone highly purchase fun that's well game daughter family crave time
11,73763,5,True,"12 11, 2013",A3QC6IWLGA4YXJ,B000B6MLS2,Jules,"works well, serves its purpose. I don't know what else to say! Go for it and get it! Good prices for xbox gear!",awesome,1386720000,,,,else know get purpose good gear price xbox serf go well say work
12,350751,5,True,"05 4, 2016",A2X1VF9928OFQV,B00JK00S0S,Amazon Customer,great game,Five Stars,1462320000,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",,game great
13,127403,5,True,"12 27, 2013",A2YLX2ISEUUN8Q,B0010AYJXI,Keirstyn Price,"I purchased this game the day before Christmas. It has arrived earlier than expected, in perfect condition, with unused game codes included (I did not pay extra for this and was not told it would be included, it was a very, very pleasant surprise). I'm not very far into the game but I'm extremely happy with the seller, and hope to continue to enjoy the game.",Very very very happy,1388102400,,,,day arrive far christmas unused i'm continue enjoy pleasant extremely surprise happy purchase condition earlier would extra hope code pay include game expect tell seller perfect
14,298046,4,True,"03 19, 2015",A1EKJBLI9211S8,B00C27SCC2,Manuel Castellanos,This game is really good different to others but I think the game need more action.,Four Stars,1426723200,,{'Format:': ' Video Game'},,game need different think others good action really
15,349208,5,True,"03 6, 2015",A171BENE9J84SN,B00JB4WH1G,J,Good product. No problems.,Five Stars,1425600000,,{'Format:': ' Video Game'},,problem product good
16,163749,5,True,"04 18, 2015",A370YL6DAO5HI8,B0017ZDGWG,charlene Thibeault,they love it,Five Stars,1429315200,,{'Format:': ' Video Game'},,love
17,162041,3,False,"10 9, 2012",A2SLX6UHHYCMCV,B00178630A,M. Cordoba,"I've been playing Blizzard games for a while. The original Diablo, Diablo 2, LoD. Also Warcraft I, 2, 3, and World of Warcraft, Starcraft 1, SC2. This is the first of all those games that left me just disappointed at the end. Because there is nothing redeeming about it.  Lets start with the good things - because Blizzard did a lot of good things with this game: 1. Respeccing. (You can change the way you play with your character at will, no need to level up 2 different characters to try different builds or skill trees) You can mix and match skills as you like. 2. Stats get auto incremented with level (previous games involved putting everything on vitality pretty much, with your main stat as secondary if you wanted to beat it in higher levels). 3. Graphics are great and run well on lower end machines. I run with full detail on a 4 year old PC desktop (at 1080p), and a 3 year old 13 inch mac laptop with an igp (integrated graphic processor, as opposed to discreet powerful graphic card) runs on medium/low settings at 1280 x 800. That's also a pro - you can play this game for both Mac and PC and not miss a beat. (even if you're like me and have a pc desktop and a mac laptop) 4. All classes are fun and distinct 5. Gear makes you look very different, and you can dye it for further customization 6. The story (first play through) is fun an engaging -hack and slash, but still fun. 7. No longer a health potion fest (each potion has a time limit) 8. Shared stash between characters  So up until I turned 60, I would have rated this game 4 or 5 starts. So in theory you got around 50 good hours of play time. First play through in normal/nightmare/hell.  Fun hack and slash... However, it has a few fatal flows:  The Bad: - In Normal, Nightmare, and Hell, the game is ridiculously easy. Too easy really, no challenge what so ever, so it gets a little boring. - You hit inferno act 1, and then you feel like it's a challenging game finally! It gets hard, you fight through, die a few times, and think - finally the game presents a challenge. Then act 2 comes around, it's a little harder, you die a few more times, but still make it through. Then ACT 3 hits you, and the difficulty just went to another level, if you're resistances aren't close to 1000, you'll struggle. Elites are really hard and can kill you in a couple of shots. So you try to buy gear to power through, AH is so expensive, so you sacrifice a lot of MF(magic find) and GF(gold find) to get a lot of + resist all and vitality items. You struggle mightitly and spend most of your gold, and power through. OR join a pug, and the game becomes super easy. - 99.999% of all gear drops are terrible, unusable by ANY class, not just your own. For example, you'll get an axe with 100 dexterity and 100 intelligence, and a Bonus to barbarians Revenge skill. (both dex and intel are virtually useless for a Barbarian). Or a big shield with 180 STR, and 4% crit chance for wizards (STR useless for a Wizard). and the drops, especially in inferno are plentiful - a run to Kill Azmodovan with a decent magic find, will net you around 30 or so yellow items, and around 50+ blue items. I've did that run about a dozen times or so. (so say 1000+ items altogether). None were upgrades to stuff I've bough in the AH for relatively cheap. I've seen 1 epic drop during that time, and it was a terrible item, not even level 60, despite the fact that the enemy was level 63. Maybe 5 of those 1000 items were good for other classes and might be worth selling in the AH. Which brings me to the next point: - since the drops are so useless, the AH is the place to get gear. Which feels kind of lame. I didn't fight for a shield, or got a great drop after defeating X boss 10 times. No, I spent some gold to buy an item in the AH, because all the drops are terrible. So basically, it's an Auction House dominated game. You get your gear there, or sell good drops you don't want there. This is not directly Blizzard fault, but say after running the game in inferno a few times, you got like 10 million gold. A clear upgrade over what I have, would be one of the set items, that people sell for 150+ million on the AH. So read up strategies to farm gold and farm gold to get more gear to... lame. - No replayability, terrible post 60. So at 60 in inferno, I played in groups, did a few other things, and what was the result? Not much. Not 1 item upgrade (sure luck plays a part here) but there was just nothing redeeming about it. The fights are all disorganized, since there is no healer it's just everyone hacking and slashing everything in the screen. And in groups, it is SUPER easy to get through inferno. I struggled through it as a Barbarian solo, but in a group, it's a quick romp through (act 3).  So basically the game has 2 parts: ACT 1 and 2 = great story, great length, awesome environments. ACT 3 and ACT 4 = not as great, but still fun and what not. You discover new abilities and get to play with ALL of them (awesome) and respecc after any fight - great.  Then you hit level 60 and are gridning inferno... for gear? That's all there is to it. Gear grinding, where drops are 99.9% useless, the game is easy, the hack and slash just gets boring. There is no new content to explore, no epic boss battles, just the same old, same old.  - So basically - if you just want 20-40 hours of fun (hitting 60, while exploring everything you find) Diablo 3 is probably a fun hack and slash. (4 stars, 1 star taken off due to the super easy diffculty through Hell).  - If you are hoping for end game content, or attaining the nice epic gear or sets, the game will get boring really quick and not worth it. 1 star. No pvp still, useless drops for all classes, doing the same dungeon over and over, no new content, no epic battles, nothing redeeming.  I had fun through Inferno the first time, when it was ""time"" to grind to get better gear, it just became apparent how lacking the game is once you hit end game. So that's why it gets 3 stars. But if I had to do it again, I would not buy this game. As I was hoping for more longevity.",Good until you hit level 60,1349740800,2.0,{'Format:': ' Computer Game'},,grind pro power hell maybe i've star sell ever auction start powerful medium/low crit try replayability time turn useless get upgrade length class sure different longevity slash fatal read pvp fun star really enemy despite part beat original ability point kind redeeming explore couple desktop kill bore elite post high stuff cheap screen let miss difficulty would everything flow explore bad finally become hit defeat plentiful dominated main running set axe customization apparent fight year example disorganize hard house much theory none character lame stats gridning like dex farm dye graphic level wizard resist character might tree str health ah normal/nightmare/hell normal everyone group nothing spend share due engage limit dungeon nightmare sell good involve starcraft oppose drop see machine one fight igp new dozen relatively bonus lod barbarian discreet worth first item revenge time spend auto buy also game group match decent still solo stash drop million vitality mf(magic azmodovan put barbarian play since die story old run battle potion respecc lower clear nice virtually gold play build magic longer however yellow hour romp need think expensive stat next luck ridiculously pc change big harder run resistance act want graphic strategy go leave altogether plays little thing set unusable lot challenge place good inferno quick terrible come game intel result get sacrifice part level bos mac close fest laptop fault blizzard start distinct discover upgrade make hop respeccing incremented present awesome previous look secondary struggle gf(gold setting well wizard say another get directly join chance detail hit find gear way warcraft slash shield attain environment world hack inch great disappointed feel take processor feel net mightitly diffculty shot that's brings fact play struggle epic intelligence healer diablo probably card super want skill full especially blue item challenge even grind easy dexterity basically mix skill class lack around becomes integrate hack rat content end make bough people hit pug pretty
18,44678,5,False,"08 13, 2007",A1PEKX867RD861,B00008URUF,Gift Card Recipient,"This game is really pretty fun. The evil crocidle (he's not what your imagining, he stands up, his belly is gold, and he is a king)k.rool has stolen all of donkey kong's (donkey kong is a famous video game character, he is an ape, but he's kind of cute) bannanas! You'd probably think a pretty cruddy plot, huh? Well, it's not that bad. You even have help from Donkey kong's nephew, diddy kong! Cranky kong, candy kong, and funky kong will also help you.  Now let's talk about the gameplay. You see this is a side-scrolling game which is a view from the side where you can jump, enemies will hurt you and make you lose lives, if you lose them all, its game over which makes you lose check points, etc. (places in levels [you start from the beginning of the level, you must find your way to the end to progress to the next one] where you can continue from if you lose) Diddy kong will fallow you wherever you go however he does not limit your speed. On the level-selection map, left on control pad makes you go back to levels you have already beaten, right makes you continue forward a level, one that may or may have not be beaten. Up and down are the same (you might need them giving left and right no effect depending on where you are). The A button makes you start the level you are on, start opens the menu where you can save, etc. select asks you if you wnat to quit, and the B button lets you cancel these two menus. In a level, up lets you climb up ropes you have jumped on, right makes you move right, left makes you move left, down makes you duck and clib down ropes, and when you are playing as donkey kong down and the B button is a special attack. A button is jump, and the B button is most important. By holding down B, you can go MUCH faster. It is actually essential for some places. If you just press the B  button, you swiftly roll into and enemy (you can also jump on them to beat them). Select lets you switch between donkey kong and diddy kong (however  whoever is beaten the one behind take his place) and finnaly start lets you pause (you can quit the level if you have beaten it).  The graphic are AWSOME even though this game was orginally a 16-bit snes game. You can do all of the levels over again, you can even battle the bosses again, and you cn EVEN battle k.rool (the final boss) again (however don't worry, its still saves once you beat the game). The game is really fun, you can ride on four animals, a rhino, an ostrich, a frog, and a sword fish (only underwater). There are also two mini games, one where you have to time your button presses to dance right, and one where you must fish specific fish using your hook. And finnaly, there's DK attack where you must improve your score as you do timed stages (the ones you have beaten in the real game), bannanas which are like coins, get 100 and you get an extra life, instead add to your score, you can pick up more time in various places, etc. All in all, it is a really great game, if you like DK games, Want a cute sidescroller, or like sidescrolling games, you should get it.",DK country!!,1186963200,,,,clib gold move menu king)k.rool score much view sidescroller find hurt open button way plot pad kong like stand candy however depend extra boss level beat evil add need character four actually might underwater fallow think level-selection ride one coin next whoever cute bannanas sword get video important point side-scrolling press kong's limit take roll pick great already pause real must crocidle graphic frog sidescrolling wherever leave fun faster really ape belly donkey place jump one enemy duck hook beat back ostrich place right attack huh quit enemies diddy hold rhino kind cn nephew cranky speed swiftly probably let's effect stage menus game want cruddy dk help time switch let climb improve various give check level bos bad etc game imagining also snes talk still k.rool even see jump mini start battle time awsome forward save select side make ask special wnat play begin steal life continue orginally press funky two worry map rope gameplay progress instead though life specific behind end finnaly make there's famous go well use animal essential save final may lose dance fish cancel he's pretty control
19,480291,1,True,"12 30, 2015",A13WITJWA68CBR,B00438VWRU,Adventure Reader,"After an hour of play, I am only through six of the puzzles. In fact, I had to look up the solutions to two of the puzzles on internet gaming walkthrough sites. Here is my assessment of the game so far: GRAPHICS: The graphics are very lackluster. I understand this is a DS game, but I am using it on the new 3DS XL with the biggest screen and the game still looks fuzzy. GAMEPLAY: The flow of the games is limited to going to different points on a map and not being able to move to another location until you solve the given puzzle(s). Sometimes you will be tasked with having to find an object in one of the rooms, but the cruddy graphics make it hard to be certain of what or where to click on the screen. However, you can just click all over the screen until the item reveals itself. OVERALL: I enjoy games of mystery, hidden objects, puzzle-solving, and problem-solving, and I thought this game would offer these things and a good story. Unfortunately it is a disappointment due to the terrible graphics and the difficulty of some of the puzzles. I give this game 1 star.",Some of the puzzles are just too difficult,1451433600,,,,give look internet hard move find thought star enjoy task understand however ds graphic puzzle problem-solving fuzzy six location point due object flow disappointment puzzle-solving different walkthrough unfortunately thing one fact play offer new assessment far mystery go able good limit lackluster terrible hour game solve certain xl cruddy screen game difficulty would sometimes item game still room click big hidden make object overall two map story gameplay look reveals puzzle(s use site solution another give
20,421721,4,True,"02 15, 2016",A1EBWNWB9E40DA,B015OYM2P2,PO&#039;ed,"I really enjoyed this game.  Great characters, story, world, graphics*, gameplay*, etc.  I played this game through the first time on Xbox 360.  Was not that great due to game breaking graphics and gameplay issue.  Characters would not load so you saw only floating spells, meshes clipping in background scenery, sound not loading, freezing, frame rate dips, etc.  I think the game was too much for the XBox 360 or Bioware did a halfhearted job of QCing the older platform versions.  On the Xbox One, the graphics were great, had no freezing, had no freamerate dips, and no loading issues.  Was much easier to get sucked into the game the second time around.  I loved it much more and was sad when it was done.  I will say that the Trespasser DLC seemed like the true ending to the game.  It should have been part of the original game instead of behind a pay wall.  The other DLC was not critical to the game's canon and I have no problem with it being DLC.",Wonderful Game,1455494400,15.0,{'Format:': ' Video Game'},,clip second dip sad play much character end xbox like love load graphic true halfhearted load pay world think spell job get due dlc problem great mesh bioware float seem platform really qcing rate one break part wall issue original easy first version trespasser time would suck background issue etc game canon sound scenery game's around enjoy saw story critical gameplay instead freamerate frame behind say do freezing older
21,310888,2,False,"12 18, 2014",A1PLD593U9S5KQ,B00DB84XQK,Bruce W. Johns,"First I'd like to say, I don't understand how this game is getting such rave reviews, it's not that great. The terrible ""grinding"" mechanic makes it so unfun it's astounding.  The handful of reviews should let you know everything you need to know. All the positive reviews are either Insomniac or Microsoft employees. Maybe creepy fanboys,  or just 10 year olds. Of the ""adult"" reviews,  the most common theme is; It's just not fun.  I agree. After watching the trailer for this game, I was super excited for it, I almost bought the console release.  So glad I didn't.  Aimlessly grinding on power lines and building edges is NOT fun. If you put your controller down at certain points, you just keep going in a never-ending loop. I felt like I had minimal control over the game.  Picture the worst parts of Tony Hawk with the worst parts of Jet Grind Radio,  plus the worst parts of Dead Rising and try to steal the comedy & cinematics of Borderlands,  you get Sunset Overdrive. I paid less than $30 on eBay for a brand new sealed day one edition copy. I won it in a bid auction. Less than $30 less than 3 months after release should tell you all you need to know.",Worth less than $25. 3 months after release.,1418860800,,,,know grind power steal radio edition maybe mechanic excite like positive theme understand adult seal auction glad need agree try handful old get point tony i'd building overdrive great borderland never-ending console less hawk bad fun put brand picture dead one new tell fanboys let unfun go creepy terrible first line super copy certain almost ebay month insomniac common cinematics sunset part everything rave game felt edge grind controller day bid jet release buy either astound plus watch aimlessly review comedy trailer make rise microsoft pay year loop say get control minimal keep employee
22,127843,3,True,"04 23, 2008",AHS57L7PRH9K2,B0010SXY40,FoReigNeR,This is the exact same product for the older psp except now they added a little bit of padding under the top clips to make up for the extra room left by the psp slim.  They really should redesign to make it fit more snug but this little bit of padding added on still leaves a bit of room for wobbling.  I would recommend the PSP Slim Swing-Grip by Naki World. Its much less bulkier and the grips swivel in and out for easier storage.  It also has a protective screen and a spring loaded back stand and also lets you change disks without taking off the whole unit.,originally for psp fat,1208908800,2.0,,,swing-grip exact except leaf bulkier easy grip pad make disk much load change fit storage protective spring bit clip naki wobble less left screen let would extra recommend little top slim really snug without redesign also take product still world psp room old back swivel add unit whole stand
23,334710,5,True,"10 18, 2014",A1TJGC2V0FY3A6,B00GLZQR96,Rice P. White III,Best game in a long time!  Love it,Five Stars,1413590400,,{'Format:': ' Video Game'},,time game long love best
24,9088,5,False,"09 6, 2014",A3ZGUFDKLBDTZ,B00002SVET,Nichols,perfect,Five Stars,1409961600,,{'Format:': ' Video Game'},,perfect
25,228185,1,True,"03 3, 2012",A1B7VOFF2O3VQE,B004KNWVQ4,billy,awesomely fun and addictive----but crashes-cheap games on windows 7 dunno im not a programmer-ive changed properties to xp sp2 and still crashes and no way to change its so cheap for the fun,cheap and fun---but crashes,1330732800,,,,crash property change addictive----but game way cheap fun im dunno xp programmer-ive still change crashes-cheap window awesomely
26,282414,5,True,"01 22, 2014",AW03SE2R05T0E,B009SPZ11Q,C. Tusi,Awesome game worth every penny! Bought it during the winter sale for $10 and the season pass as soon as I beat it. Its one of those games you have to play twice to pick up a lot of references,amazing!!!,1390348800,,"{'Edition:': ' Standard', 'Platform:': ' PC Download'}",,soon buy twice pick worth pas game awesome sale reference season one winter game play beat lot every penny
27,361510,5,True,"12 8, 2014",A2582EOHKL7GP5,B00KTNSKZU,LONNIE J. YOUNG,VERY GOOD..  FOR ALL  ITEMS  ...,Five Stars,1417996800,,{'Format:': ' Video Game'},,item good
28,143154,2,True,"05 4, 2008",A21MA6WQ37ZT9M,B000WINB56,David P. Turnbull,"As a fan of the virtual fishtank I expected to find a lot more fun from this game.  The characters are lame and the discovery process is flat.  The protagonist (aka you) in the game is a pony-tail guy who's supposed to be a trained diver with no knowledge of the ocean.  Huh?  Except for the trained diver part, I couldn't relate at all.  Your sidekick is all smart about the ocean but acts like a ditz. Moving around the boat (and moving the boat around) is tedious.  Swimming around and looking at fish is enjoyable for a while, but it does get old.",Not for everyone,1209859200,8.0,,,knowledge huh except enjoyable get tedious ditz sidekick find process act character around pony-tail ocean move lame swim who's like old discovery aka fun relate protagonist smart flat boat game fan expect part lot suppose virtual look fishtank fish train diver guy
29,441210,5,True,"06 29, 2017",A35YWA2V4QHOJ3,B01GKGVI8U,D. Roberts,"Your name is Jack Cooper.  You are promoted to being a pilot of a TITAN due to circumstances on the battlefield.  A TITAN is a rather large combat robot with a slew of ULTRA cool weapons.  You also run solo missions without the TITAN and your character is depicted with a jump pack which allows him to run on walls.  Full disclosure:  I never really mastered the wall-running ability & struggled the most on difficult jumps during the game.  This is the most fun video game I have played in quite awhile.  There are elements of the video game HALF LIFE  (an RPG from the 90s) in the game which I very much enjoyed.  If you liked the CALL OF DUTY series, then it's a very good bet that you will enjoy this game as well.  As mentioned, the TITAN has some really fancy weapons and different weapons are catered towards different missions.  My personal favorite was ""scorch"" with which you could use to leave a path of thermite destruction.  Great stuff!!",TITAN FUN!!!,1498694400,2.0,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",,duty wall combat play much jack use jump quite enjoy scorch could character half disclosure destruction video favorite towards name due weapon great element different master pilot path ability circumstance fun really struggle liked series battlefield cooper cater mentioned pack good large promote stuff full cool awhile thermite call bet also game jump titan leave solo fancy mission difficult depict rpg slew never enjoy without run life allow ultra well robot personal wall-running rather
30,193524,3,False,"04 11, 2010",A2MJTPFHCMUBQO,B002ATY7JE,D-man,"Finished prime 3, Prime 2 as per some previous gamecube reviews is kinda bad, I am currently stuck at the spider gaurdian level, not fun at all...It has potential to be, but it suffers from flaws in how you have to control yourself to get to the bomb slots. I have also noticed a number of sequences where you have to bomb yourself onto stuff in the form of a bomb jump, but frankly this really breaks the flow of the game and gets to be annoying after awhile. I can see why they sort of lightened up on this content in prime 3. Prime 2 is also not a very casual gamer friendly game. I have seen other people mention on gamecube that prime 1 is better than prime 2, but not having played prime 1, I wonder if prime 3 fixes the flaws of them all, and if maybe one is just better to purchase prime 3 at a cheaper price and call it a day. The problem for the casual gamer with prime 2 is that it has too much nuisance and less fun, and not an equitable balance, I think that you actually can have a little bit of nuisance but not throw your controller down frustration, and the game has to enthrall you to the point where you want to keep playing. It is a shame, that the developers didn't refine this edition a little to make it more enjoyable, I am a metroid fan, but prime 2 should achieve accolade for video game tediousness, that's why my review is really mixed here. I will come back with an edit if I like prime 1 better. Prime 3 was fun, but as of now, prime 2 is really dragging this one down.",Somewhat good...,1270944000,,{'Format:': ' Video Game'},,gamecube review mixed stick played much edition maybe onto drag sequence like nuisance enthrall spider level come actually frankly think all...it enjoyable get video shame flow problem wonder kinda accolade good less achieve fun little friendly see really suffers that's one metroid frustration balance gaurdian annoy back slot currently point tediousness developer gamer cheap prime price bit number stuff want awhile fix sort flaw purchase call bad bomb also game fan potential casual see jump form controller refine day per edit lighten make review play equitable finish breaks previous mention content people get throw noticed keep control
31,136686,4,True,"06 23, 2010",A1TNW1D90ZWY9M,B0016B28Y8,evanjamesroskos,"A really short campaign still can't take away from the amazing graphics, the relatively easy-to-learn controls, and the dramatic storyline. True, the whole thing is over the top, but I found myself compelled to keep playing. Be warned that the Game of the Year edition doesn't come with the donwloadable content that it contained on release. so, that's a bummer. but at this stage if you haven't played this game you're probably just going to buy the sequel anyway. Too bad, because I would argue this game is more challenging and perhaps more rewarding in that sense.  The biggest downside (or upside, depending how you feel) is that fact that the achievements are mostly for doing things on the hardest difficulty. If you've played CODMW2, but not this one, you don't know what you're in for. I beat the sequel on the most difficult setting and I couldn't get far on Hardened on this one.",great fun,1277251200,,{'Format:': ' Video Game'},,know away warn played edition depend true graphic come upside achievement can't get thing take storyline amaze feel downside find harden compel stage hard thing really that's one fact beat challenge control donwloadable argue whole relatively sense far go set probably perhaps difficulty would mostly easy-to-learn top buy bad game still anyway sequel release difficult big bummer reward short playing contain campaign content year dramatic keep
